time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_pupils,t_att8,avg_att8,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_CI_low,p8score_CI_upp
202223,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CLA 12 months at 31 March,Final,18,408.75,22.7,c,c,c,c,x,x,x,x,13,-7.994,-0.61,-1.38,0.15
202223,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CLA 12 months at 31 March,Final,38,773.25,20.3,c,c,10,26.3,x,x,x,x,30,-18.107,-0.6,-1.11,-0.1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CLA 12 months at 31 March,Final,60,1021.25,17,6,10,7,11.7,x,x,x,x,40,-53.444,-1.34,-1.77,-0.9
202223,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CLA 12 months at 31 March,Final,41,962.25,23.5,c,c,13,31.7,x,x,x,x,30,-29.829,-0.99,-1.5,-0.49
202223,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CLA 12 months at 31 March,Final,74,1187,16,9,12.2,11,14.9,x,x,x,x,56,-84.496,-1.51,-1.88,-1.14
202223,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CLA 12 months at 31 March,Final,39,678.25,17.4,c,c,8,20.5,x,x,x,x,28,-36.591,-1.31,-1.83,-0.78
202223,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CLA 12 months at 31 March,Final,71,1119.25,15.8,c,c,12,16.9,x,x,x,x,48,-72.466,-1.51,-1.91,-1.11
202223,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CLA 12 months at 31 March,Final,0,z,z,z,z,z,z,x,x,x,x,0,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CLA 12 months at 31 March,Final,10,143.25,14.3,c,c,c,c,x,x,x,x,9,-16.131,-1.79,-2.72,-0.87
202223,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CLA 12 months at 31 March,Final,33,525.25,15.9,c,c,c,c,x,x,x,x,28,-39.127,-1.4,-1.92,-0.87
202223,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E06000066,CLA 12 months at 31 March,Final,41,695.75,17,c,c,8,19.5,x,x,x,x,30,-35.963,-1.2,-1.7,-0.69
202223,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CLA 12 months at 31 March,Final,22,394.75,17.9,c,c,c,c,x,x,x,x,19,-26.95,-1.42,-2.05,-0.78
202223,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CLA 12 months at 31 March,Final,25,524.75,21,c,c,c,c,x,x,x,x,22,-33.114,-1.51,-2.1,-0.91
202223,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CLA 12 months at 31 March,Final,24,427.75,17.8,c,c,6,25,x,x,x,x,22,-32.304,-1.47,-2.06,-0.88
202223,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CLA 12 months at 31 March,Final,33,753.5,22.8,c,c,8,24.2,x,x,x,x,28,-32.645,-1.17,-1.69,-0.64
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA 12 months at 31 March,Final,13,235,18.1,c,c,c,c,x,x,x,x,10,-17.109,-1.71,-2.59,-0.83
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA 12 months at 31 March,Final,0,z,z,z,z,z,z,x,x,x,x,0,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA 12 months at 31 March,Final,34,674,19.8,c,c,6,17.6,x,x,x,x,20,-21.896,-1.09,-1.71,-0.48
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA 12 months at 31 March,Final,11,202,18.4,c,c,c,c,x,x,x,x,7,-19.434,-2.78,-3.82,-1.73
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA 12 months at 31 March,Final,37,832.75,22.5,6,16.2,10,27,x,x,x,x,20,-16.039,-0.8,-1.42,-0.18
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA 12 months at 31 March,Final,27,564.75,20.9,c,c,6,22.2,x,x,x,x,21,-30.683,-1.46,-2.07,-0.86
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA 12 months at 31 March,Final,9,162,18,c,c,c,c,x,x,x,x,6,-8.68,-1.45,-2.58,-0.32
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA 12 months at 31 March,Final,25,411.5,16.5,c,c,c,c,x,x,x,x,16,-27.257,-1.7,-2.4,-1.01
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA 12 months at 31 March,Final,43,1074.75,25,8,18.6,12,27.9,x,x,x,x,34,-30.191,-0.89,-1.36,-0.41
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA 12 months at 31 March,Final,24,528.5,22,c,c,8,33.3,x,x,x,x,17,-23.627,-1.39,-2.06,-0.72
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA 12 months at 31 March,Final,38,795.5,20.9,c,c,10,26.3,x,x,x,x,26,-31.706,-1.22,-1.76,-0.68
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA 12 months at 31 March,Final,12,302.5,25.2,c,c,c,c,x,x,x,x,9,-7.336,-0.82,-1.74,0.11
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA 12 months at 31 March,Final,19,376,19.8,c,c,c,c,x,x,x,x,16,-20.125,-1.26,-1.95,-0.56
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA 12 months at 31 March,Final,14,381.5,27.3,c,c,c,c,x,x,x,x,11,-12.616,-1.15,-1.98,-0.31
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA 12 months at 31 March,Final,38,915.75,24.1,7,18.4,13,34.2,x,x,x,x,26,-36.71,-1.41,-1.96,-0.87
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA 12 months at 31 March,Final,23,504.25,21.9,c,c,c,c,x,x,x,x,15,-15.773,-1.05,-1.77,-0.34
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA 12 months at 31 March,Final,17,325.75,19.2,c,c,c,c,x,x,x,x,13,-13.632,-1.05,-1.82,-0.28
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA 12 months at 31 March,Final,20,326.5,16.3,c,c,c,c,x,x,x,x,15,-24.998,-1.67,-2.38,-0.95
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA 12 months at 31 March,Final,24,587.5,24.5,c,c,6,25,x,x,x,x,20,-21.948,-1.1,-1.72,-0.48
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA 12 months at 31 March,Final,44,1133.5,25.8,9,20.5,11,25,x,x,x,x,31,-25.522,-0.82,-1.32,-0.33
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA 12 months at 31 March,Final,27,561,20.8,c,c,6,22.2,x,x,x,x,18,-24.045,-1.34,-1.99,-0.68
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA 12 months at 31 March,Final,26,582.75,22.4,c,c,7,26.9,x,x,x,x,20,-22.489,-1.12,-1.74,-0.5
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA 12 months at 31 March,Final,40,852.5,21.3,c,c,9,22.5,x,x,x,x,29,-42.232,-1.46,-1.97,-0.94
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA 12 months at 31 March,Final,12,272.5,22.7,c,c,c,c,x,x,x,x,9,-8.166,-0.91,-1.83,0.02
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA 12 months at 31 March,Final,26,626,24.1,c,c,8,30.8,x,x,x,x,21,-29.131,-1.39,-1.99,-0.78
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA 12 months at 31 March,Final,27,523.25,19.4,c,c,c,c,x,x,x,x,21,-49.385,-2.35,-2.96,-1.75
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA 12 months at 31 March,Final,20,389.5,19.5,c,c,6,30,x,x,x,x,19,-34.39,-1.81,-2.45,-1.17
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA 12 months at 31 March,Final,8,191.5,23.9,c,c,c,c,x,x,x,x,6,-5.791,-0.97,-2.1,0.17
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA 12 months at 31 March,Final,17,430,25.3,c,c,c,c,x,x,x,x,12,-5.963,-0.5,-1.3,0.3
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA 12 months at 31 March,Final,20,492,24.6,c,c,c,c,x,x,x,x,15,-14.054,-0.94,-1.65,-0.22
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA 12 months at 31 March,Final,9,162,18,c,c,c,c,x,x,x,x,7,-12.529,-1.79,-2.84,-0.74
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 12 months at 31 March,Final,17,382.5,22.5,c,c,6,35.3,x,x,x,x,14,-27.813,-1.99,-2.73,-1.25
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 12 months at 31 March,Final,31,697,22.5,c,c,6,19.4,x,x,x,x,20,-35.435,-1.77,-2.39,-1.15
202223,Academic year,National,E92000001,England,,,,,,CPPO at 31 March,Final,2260,40127.25,17.8,x,x,x,x,x,x,x,x,2030,-3622.204,-1.79,-1.85,-1.72
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,CPPO at 31 March,Final,140,2326.5,16.6,x,x,x,x,x,x,x,x,130,-282.081,-2.2,-2.45,-1.96
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,CPPO at 31 March,Final,360,5839.5,16.1,x,x,x,x,x,x,x,x,330,-650.881,-1.97,-2.12,-1.81
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CPPO at 31 March,Final,260,4468.5,17.4,x,x,x,x,x,x,x,x,230,-389.975,-1.67,-1.86,-1.49
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,CPPO at 31 March,Final,170,3484.75,20,x,x,x,x,x,x,x,x,170,-264.504,-1.59,-1.81,-1.38
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,CPPO at 31 March,Final,240,4340,18.4,x,x,x,x,x,x,x,x,220,-362.381,-1.68,-1.87,-1.49
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,CPPO at 31 March,Final,130,1695,13.3,x,x,x,x,x,x,x,x,120,-208.641,-1.81,-2.07,-1.56
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,CPPO at 31 March,Final,390,7804.5,20.2,x,x,x,x,x,x,x,x,340,-543.793,-1.62,-1.77,-1.47
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,CPPO at 31 March,Final,380,6707.5,17.9,x,x,x,x,x,x,x,x,330,-602.521,-1.83,-1.98,-1.68
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,CPPO at 31 March,Final,200,3415,17.3,x,x,x,x,x,x,x,x,180,-317.427,-1.81,-2.02,-1.6
202223,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CPPO at 31 March,Final,120,2506.5,20.2,x,x,x,x,x,x,x,x,110,-173.441,-1.61,-1.87,-1.34
202223,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CPPO at 31 March,Final,260,5298,20.2,x,x,x,x,x,x,x,x,230,-370.352,-1.62,-1.81,-1.44
202223,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CPPO at 31 March,Final,14,348.75,24.9,x,x,x,x,x,x,x,x,13,-18.24,-1.4,-2.17,-0.63
202223,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CPPO at 31 March,Final,10,167.75,16.8,x,x,x,x,x,x,x,x,8,-17.724,-2.22,-3.2,-1.24
202223,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CPPO at 31 March,Final,19,362.25,19.1,x,x,x,x,x,x,x,x,18,-35.606,-1.98,-2.63,-1.32
202223,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CPPO at 31 March,Final,20,272.5,13.6,x,x,x,x,x,x,x,x,17,-45.521,-2.68,-3.35,-2.01
202223,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CPPO at 31 March,Final,8,121.75,15.2,x,x,x,x,x,x,x,x,7,-15.327,-2.19,-3.24,-1.14
202223,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CPPO at 31 March,Final,17,232.5,13.7,x,x,x,x,x,x,x,x,16,-36.883,-2.31,-3,-1.61
202223,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CPPO at 31 March,Final,8,100.75,12.6,x,x,x,x,x,x,x,x,8,-23.735,-2.97,-3.95,-1.99
202223,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CPPO at 31 March,Final,16,220.5,13.8,x,x,x,x,x,x,x,x,14,-32.757,-2.34,-3.08,-1.6
202223,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CPPO at 31 March,Final,18,269.75,15,x,x,x,x,x,x,x,x,18,-44.477,-2.47,-3.12,-1.82
202223,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CPPO at 31 March,Final,7,90,12.9,x,x,x,x,x,x,x,x,6,-11.986,-2,-3.13,-0.87
202223,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CPPO at 31 March,Final,7,53.5,7.6,x,x,x,x,x,x,x,x,6,-14.063,-2.34,-3.48,-1.21
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CPPO at 31 March,Final,12,208.5,17.4,x,x,x,x,x,x,x,x,11,-17.476,-1.59,-2.42,-0.75
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CPPO at 31 March,Final,13,211,16.2,x,x,x,x,x,x,x,x,12,-18.5,-1.54,-2.34,-0.74
202223,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CPPO at 31 March,Final,12,302.5,25.2,x,x,x,x,x,x,x,x,11,-16.546,-1.5,-2.34,-0.67
202223,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CPPO at 31 March,Final,15,209.5,14,x,x,x,x,x,x,x,x,13,-30.128,-2.32,-3.09,-1.55
202223,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CPPO at 31 March,Final,25,335.25,13.4,x,x,x,x,x,x,x,x,24,-57.321,-2.39,-2.95,-1.82
202223,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CPPO at 31 March,Final,10,22,2.2,x,x,x,x,x,x,x,x,7,-22.659,-3.24,-4.28,-2.19
202223,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CPPO at 31 March,Final,34,498,14.6,x,x,x,x,x,x,x,x,31,-47.175,-1.52,-2.02,-1.02
202223,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CPPO at 31 March,Final,14,339.75,24.3,x,x,x,x,x,x,x,x,12,-22.894,-1.91,-2.71,-1.11
202223,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CPPO at 31 March,Final,21,438.5,20.9,x,x,x,x,x,x,x,x,19,-33.49,-1.76,-2.4,-1.13
202223,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CPPO at 31 March,Final,21,388.75,18.5,x,x,x,x,x,x,x,x,18,-22.916,-1.27,-1.93,-0.62
202223,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CPPO at 31 March,Final,21,267,12.7,x,x,x,x,x,x,x,x,19,-36.184,-1.9,-2.54,-1.27
202223,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CPPO at 31 March,Final,29,461.5,15.9,x,x,x,x,x,x,x,x,28,-63.386,-2.26,-2.79,-1.74
202223,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CPPO at 31 March,Final,9,71,7.9,x,x,x,x,x,x,x,x,8,-24.865,-3.11,-4.09,-2.13
202223,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CPPO at 31 March,Final,14,158,11.3,x,x,x,x,x,x,x,x,13,-31.461,-2.42,-3.19,-1.65
202223,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CPPO at 31 March,Final,13,167,12.8,x,x,x,x,x,x,x,x,13,-29.226,-2.25,-3.02,-1.48
202223,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CPPO at 31 March,Final,18,430.75,23.9,x,x,x,x,x,x,x,x,17,-28.861,-1.7,-2.37,-1.03
202223,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CPPO at 31 March,Final,10,217.75,21.8,x,x,x,x,x,x,x,x,10,-16.24,-1.62,-2.5,-0.75
202223,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CPPO at 31 March,Final,22,439.25,20,x,x,x,x,x,x,x,x,20,-39.879,-1.99,-2.61,-1.37
202223,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CPPO at 31 March,Final,26,435.25,16.7,x,x,x,x,x,x,x,x,24,-45.199,-1.88,-2.45,-1.32
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CPPO at 31 March,Final,8,61,7.6,x,x,x,x,x,x,x,x,6,-14.068,-2.34,-3.48,-1.21
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CPPO at 31 March,Final,53,881.25,16.6,x,x,x,x,x,x,x,x,48,-74.361,-1.55,-1.95,-1.15
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CPPO at 31 March,Final,9,147.75,16.4,x,x,x,x,x,x,x,x,8,-10.518,-1.31,-2.29,-0.33
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CPPO at 31 March,Final,14,264.75,18.9,x,x,x,x,x,x,x,x,12,-22.016,-1.83,-2.63,-1.03
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CPPO at 31 March,Final,10,124,12.4,x,x,x,x,x,x,x,x,10,-22.461,-2.25,-3.12,-1.37
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CPPO at 31 March,Final,14,139,9.9,x,x,x,x,x,x,x,x,13,-25.684,-1.98,-2.74,-1.21
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CPPO at 31 March,Final,25,568,22.7,x,x,x,x,x,x,x,x,20,-24.754,-1.24,-1.86,-0.62
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CPPO at 31 March,Final,25,367.75,14.7,x,x,x,x,x,x,x,x,22,-29.254,-1.33,-1.92,-0.74
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CPPO at 31 March,Final,11,149,13.5,x,x,x,x,x,x,x,x,10,-17.484,-1.75,-2.62,-0.87
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E06000065,CPPO at 31 March,Final,11,223.25,20.3,x,x,x,x,x,x,x,x,10,-13.562,-1.36,-2.23,-0.48
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CPPO at 31 March,Final,17,465,27.4,x,x,x,x,x,x,x,x,16,-20.006,-1.25,-1.94,-0.56
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CPPO at 31 March,Final,38,685.75,18,x,x,x,x,x,x,x,x,36,-77.412,-2.15,-2.61,-1.69
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CPPO at 31 March,Final,14,313,22.4,x,x,x,x,x,x,x,x,14,-19.18,-1.37,-2.11,-0.63
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CPPO at 31 March,Final,11,133.5,12.1,x,x,x,x,x,x,x,x,11,-19.989,-1.82,-2.65,-0.98
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CPPO at 31 March,Final,38,1022.75,26.9,x,x,x,x,x,x,x,x,37,-38.427,-1.04,-1.49,-0.58
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CPPO at 31 March,Final,13,284.25,21.9,x,x,x,x,x,x,x,x,11,-17.585,-1.6,-2.43,-0.76
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CPPO at 31 March,Final,19,437.75,23,x,x,x,x,x,x,x,x,19,-22.49,-1.18,-1.82,-0.55
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CPPO at 31 March,Final,11,169,15.4,x,x,x,x,x,x,x,x,11,-23.63,-2.15,-2.98,-1.31
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,7,-16.415,-2.35,-3.39,-1.3
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CPPO at 31 March,Final,30,480.75,16,x,x,x,x,x,x,x,x,28,-57.958,-2.07,-2.59,-1.55
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CPPO at 31 March,Final,34,638.75,18.8,x,x,x,x,x,x,x,x,32,-53.478,-1.67,-2.16,-1.18
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CPPO at 31 March,Final,9,227,25.2,x,x,x,x,x,x,x,x,9,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CPPO at 31 March,Final,67,1529.5,22.8,x,x,x,x,x,x,x,x,57,-72.55,-1.27,-1.64,-0.91
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CPPO at 31 March,Final,18,433.5,24.1,x,x,x,x,x,x,x,x,17,-27.637,-1.63,-2.3,-0.95
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CPPO at 31 March,Final,12,180.25,15,x,x,x,x,x,x,x,x,12,-28.822,-2.4,-3.2,-1.6
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CPPO at 31 March,Final,12,204.75,17.1,x,x,x,x,x,x,x,x,12,-14.915,-1.24,-2.04,-0.44
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CPPO at 31 March,Final,16,228.75,14.3,x,x,x,x,x,x,x,x,15,-27.311,-1.82,-2.54,-1.11
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CPPO at 31 March,Final,7,117,16.7,x,x,x,x,x,x,x,x,7,-10.798,-1.54,-2.59,-0.5
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CPPO at 31 March,Final,27,478,17.7,x,x,x,x,x,x,x,x,23,-49.847,-2.17,-2.75,-1.59
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CPPO at 31 March,Final,18,270,15,x,x,x,x,x,x,x,x,17,-31.317,-1.84,-2.51,-1.17
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CPPO at 31 March,Final,8,118,14.8,x,x,x,x,x,x,x,x,7,-10.882,-1.55,-2.6,-0.51
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CPPO at 31 March,Final,16,148.5,9.3,x,x,x,x,x,x,x,x,15,-30.03,-2,-2.72,-1.29
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CPPO at 31 March,Final,c,c,c,x,x,x,x,x,x,x,x,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CPPO at 31 March,Final,24,395,16.5,x,x,x,x,x,x,x,x,24,-39.842,-1.66,-2.23,-1.09
