time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_read_eligible_pupils,t_read_met_expected_standard,pt_read_met_expected_standard,t_writta_eligible_pupils,t_writta_met_expected_standard,pt_writta_met_expected_standard,t_mat_eligible_pupils,t_mat_met_expected_standard,pt_mat_met_expected_standard,t_rwm_eligible_pupils,t_rwm_met_expected_standard,pt_rwm_met_expected_standard,t_gps_eligible_pupils,t_gps_met_expected_standard,pt_gps_met_expected_standard,t_scita_eligible_pupils,t_scita_met_expected_standard,pt_scita_met_expected_standard,t_read_progress_eligible_pupils,t_read_progress_score,avg_read_progress_score,avg_read_progress_score_lower_CI,avg_read_progress_score_upper_CI,t_writta_progress_eligible_pupils,t_writta_progress_score,avg_writta_progress_score,avg_writta_progress_score_lower_CI,avg_writta_progress_score_upper_CI,t_mat_progress_eligible_pupils,t_mat_progress_score,avg_mat_progress_score,avg_mat_progress_score_lower_CI,avg_mat_progress_score_upper_CI
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CPPO at 31 March,Final,59,30,51,59,20,34,59,23,39,59,15,25,59,26,44,59,21,36,55,-33.14,-0.6,-2.26,1.06,56,-203.2,-3.63,-5.21,-2.05,55,-179.13,-3.26,-4.8,-1.71
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CPPO at 31 March,Final,24,11,46,24,9,38,24,12,50,24,8,33,24,11,46,24,12,50,22,-26.41,-1.2,-3.83,1.43,21,-4.39,-0.21,-2.79,2.37,22,-2.14,-0.1,-2.54,2.35
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CPPO at 31 March,Final,11,c,c,11,c,c,11,c,c,11,c,c,11,c,c,11,c,c,10,-39.06,-3.91,-7.8,-0.01,11,-39.18,-3.56,-7.13,0.01,10,-31.04,-3.1,-6.73,0.52
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CPPO at 31 March,Final,11,7,64,11,c,c,11,c,c,11,c,c,11,c,c,11,6,55,11,-40.37,-3.67,-7.39,0.05,11,-25.2,-2.29,-5.86,1.28,11,-39.95,-3.63,-7.09,-0.17
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CPPO at 31 March,Final,18,9,50,18,6,33,18,8,44,18,c,c,18,9,50,18,10,56,18,-18.06,-1,-3.91,1.9,18,-40.12,-2.23,-5.02,0.56,18,-9.5,-0.53,-3.23,2.18
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CPPO at 31 March,Final,13,11,85,13,c,c,13,7,54,13,c,c,13,9,69,13,7,54,12,43.91,3.66,0.1,7.22,12,4.32,0.36,-3.06,3.78,12,2.86,0.24,-3.07,3.55
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CPPO at 31 March,Final,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,20.29,2.54,-1.82,6.89,8,11.01,1.38,-2.81,5.56,8,11.27,1.41,-2.65,5.46
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CPPO at 31 March,Final,30,12,40,30,11,37,30,9,30,30,6,20,30,11,37,30,14,47,30,-98.84,-3.29,-5.55,-1.04,30,-71.68,-2.39,-4.55,-0.23,30,-155.13,-5.17,-7.27,-3.08
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CPPO at 31 March,Final,22,12,55,22,9,41,22,11,50,22,8,36,22,11,50,22,11,50,22,-25.05,-1.14,-3.77,1.49,22,-61.73,-2.81,-5.33,-0.28,22,-78.77,-3.58,-6.03,-1.14
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CPPO at 31 March,Final,13,c,c,13,c,c,13,c,c,13,c,c,13,c,c,13,c,c,12,-8.75,-0.73,-4.29,2.83,12,18.04,1.5,-1.91,4.92,11,-5.23,-0.48,-3.93,2.98
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CPPO at 31 March,Final,12,7,58,12,7,58,12,c,c,12,c,c,12,9,75,12,10,83,12,-26.51,-2.21,-5.77,1.35,12,-29.77,-2.48,-5.9,0.94,12,-75.09,-6.26,-9.57,-2.95
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CPPO at 31 March,Final,22,8,36,22,7,32,22,8,36,22,c,c,22,8,36,21,10,48,19,-105.3,-5.54,-8.37,-2.71,19,-35.54,-1.87,-4.59,0.84,19,-64.96,-3.42,-6.05,-0.79
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CPPO at 31 March,Final,14,9,64,14,8,57,14,6,43,14,c,c,14,7,50,14,10,71,14,-55.1,-3.94,-7.23,-0.64,14,-38.1,-2.72,-5.88,0.44,13,-37.05,-2.85,-6.03,0.33
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CPPO at 31 March,Final,23,12,52,23,8,35,23,7,30,23,6,26,23,11,48,23,12,52,22,-10.28,-0.47,-3.1,2.16,22,-55.59,-2.53,-5.05,k,22,-89.77,-4.08,-6.53,-1.63
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CPPO at 31 March,Final,7,c,c,7,c,c,7,c,c,7,c,c,7,c,c,7,c,c,6,1.3,0.22,-4.82,5.25,6,-23.25,-3.87,-8.71,0.96,6,-23.91,-3.99,-8.67,0.7
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CPPO at 31 March,Final,21,10,48,21,7,33,21,10,48,21,c,c,21,9,43,21,14,67,20,-58.6,-2.93,-5.69,-0.17,20,-65.29,-3.26,-5.91,-0.62,20,-65.86,-3.29,-5.86,-0.73
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CPPO at 31 March,Final,13,8,62,12,6,50,13,c,c,12,c,c,13,c,c,12,9,75,12,1.99,0.17,-3.39,3.72,12,-6.46,-0.54,-3.95,2.88,12,-33.09,-2.76,-6.07,0.55
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CPPO at 31 March,Final,26,8,31,26,c,c,26,8,31,26,c,c,26,7,27,26,7,27,25,-98.64,-3.95,-6.41,-1.48,26,-95.68,-3.68,-6,-1.36,25,-100.48,-4.02,-6.31,-1.73
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CPPO at 31 March,Final,20,9,45,20,6,30,20,6,30,20,c,c,20,6,30,20,9,45,19,-64.23,-3.38,-6.21,-0.55,19,-68.26,-3.59,-6.31,-0.88,19,-80.25,-4.22,-6.86,-1.59
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CPPO at 31 March,Final,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,8,2.52,0.31,-4.04,4.67,9,-19.07,-2.12,-6.06,1.83,8,-20.38,-2.55,-6.6,1.51
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CPPO at 31 March,Final,23,10,43,23,c,c,23,6,26,23,c,c,23,6,26,23,6,26,20,-89.46,-4.47,-7.23,-1.72,21,-81.51,-3.88,-6.46,-1.3,21,-67.36,-3.21,-5.71,-0.7
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CPPO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CPPO at 31 March,Final,7,c,c,c,c,c,7,c,c,c,c,c,7,c,c,c,c,c,6,-39.79,-6.63,-11.66,-1.6,7,-33.42,-4.77,-9.25,-0.3,6,-40.73,-6.79,-11.47,-2.11
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CPPO at 31 March,Final,20,9,45,20,8,40,20,7,35,20,7,35,20,8,40,20,9,45,18,-40.27,-2.24,-5.14,0.67,19,-46.4,-2.44,-5.16,0.27,18,-51.19,-2.84,-5.55,-0.14
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CPPO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CPPO at 31 March,Final,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,-31.96,-4,-8.35,0.36,8,-44.01,-5.5,-9.69,-1.32,7,21.53,3.08,-1.26,7.41
202122,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CPPO at 31 March,Final,13,9,69,13,c,c,13,7,54,13,c,c,13,6,46,13,7,54,11,15.82,1.44,-2.28,5.15,11,4.14,0.38,-3.19,3.95,11,10.93,0.99,-2.46,4.45
202122,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CPPO at 31 March,Final,33,13,39,33,10,30,33,13,39,33,8,24,33,16,48,33,14,42,31,-118.92,-3.84,-6.05,-1.62,31,-119.35,-3.85,-5.98,-1.72,30,-76.71,-2.56,-4.65,-0.46
202122,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CPPO at 31 March,Final,23,9,39,23,8,35,23,c,c,23,c,c,23,c,c,23,7,30,20,-95.72,-4.79,-7.54,-2.03,20,-85.55,-4.28,-6.92,-1.63,20,-125.02,-6.25,-8.82,-3.69
202122,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CPPO at 31 March,Final,56,31,55,55,24,44,57,20,35,54,12,22,57,27,47,56,28,50,49,-124.97,-2.55,-4.31,-0.79,48,-67.17,-1.4,-3.11,0.31,49,-184.28,-3.76,-5.4,-2.12
202122,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CPPO at 31 March,Final,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,7,-48.12,-6.87,-11.53,-2.21,7,-26.3,-3.76,-8.23,0.72,7,-25.49,-3.64,-7.98,0.69
202122,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CPPO at 31 March,Final,61,21,34,61,22,36,61,23,38,61,11,18,61,22,36,61,29,48,57,-234.5,-4.11,-5.75,-2.48,58,-158.46,-2.73,-4.29,-1.18,56,-216.63,-3.87,-5.4,-2.34
202122,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CPPO at 31 March,Final,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,7,-24.73,-3.53,-8.19,1.13,7,-14.43,-2.06,-6.53,2.41,7,-14.67,-2.1,-6.43,2.24
202122,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CPPO at 31 March,Final,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,9,0.55,0.06,-4.05,4.17,9,-9.47,-1.05,-5,2.89,7,-27.7,-3.96,-8.29,0.38
202122,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CPPO at 31 March,Final,33,10,30,33,9,27,33,11,33,33,6,18,33,8,24,33,13,39,31,-129.35,-4.17,-6.39,-1.96,31,-79.09,-2.55,-4.68,-0.43,31,-109.32,-3.53,-5.59,-1.47
202122,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CPPO at 31 March,Final,11,c,c,11,6,55,11,c,c,11,c,c,11,c,c,11,c,c,11,-1.58,-0.14,-3.86,3.57,11,12.3,1.12,-2.45,4.69,11,-7.27,-0.66,-4.12,2.8
202122,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CPPO at 31 March,Final,14,c,c,14,c,c,14,c,c,14,c,c,14,c,c,14,c,c,12,-43.51,-3.63,-7.18,-0.07,13,-24.15,-1.86,-5.14,1.42,12,-28.26,-2.36,-5.67,0.96
202122,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CPPO at 31 March,Final,17,10,59,16,7,44,17,8,47,16,c,c,17,10,59,16,9,56,15,-16.69,-1.11,-4.3,2.07,15,-32.85,-2.19,-5.25,0.87,13,22.16,1.7,-1.48,4.89
202122,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CPPO at 31 March,Final,27,8,30,26,10,38,27,11,41,26,7,27,27,11,41,27,15,56,26,-149.2,-5.74,-8.16,-3.32,25,-127.75,-5.11,-7.48,-2.74,26,-77.96,-3,-5.25,-0.75
202122,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CPPO at 31 March,Final,55,37,67,55,24,44,55,23,42,55,16,29,55,29,53,55,32,58,51,56.3,1.1,-0.62,2.83,51,-77.72,-1.52,-3.18,0.13,51,-83.8,-1.64,-3.25,-0.04
202122,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CPPO at 31 March,Final,15,c,c,15,c,c,15,c,c,15,c,c,15,c,c,15,c,c,14,-66.55,-4.75,-8.05,-1.46,14,-54.03,-3.86,-7.02,-0.7,14,3.18,0.23,-2.84,3.29
202122,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CPPO at 31 March,Final,33,17,52,33,13,39,32,13,41,32,11,34,33,14,42,33,18,55,32,-48.08,-1.5,-3.68,0.68,32,-59.2,-1.85,-3.94,0.24,31,-62.1,-2,-4.06,0.06
202122,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CPPO at 31 March,Final,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,-7.57,-0.95,-5.3,3.41,8,-16.65,-2.08,-6.27,2.1,8,-20.71,-2.59,-6.64,1.47
202122,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CPPO at 31 March,Final,14,9,64,14,11,79,14,9,64,14,8,57,14,7,50,14,10,71,13,-9.24,-0.71,-4.13,2.71,13,19.19,1.48,-1.81,4.76,13,-26.84,-2.06,-5.25,1.12
202122,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CPPO at 31 March,Final,7,c,c,7,c,c,7,c,c,7,c,c,7,c,c,7,c,c,6,-26.64,-4.44,-9.47,0.59,6,4.01,0.67,-4.16,5.5,6,-16.3,-2.72,-7.4,1.97
202122,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CPPO at 31 March,Final,20,9,45,20,9,45,20,13,65,20,7,35,20,10,50,20,13,65,18,-40.71,-2.26,-5.17,0.64,19,-18.84,-0.99,-3.71,1.72,18,-4.51,-0.25,-2.95,2.45
202122,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CPPO at 31 March,Final,14,9,64,14,6,43,14,7,50,14,6,43,14,c,c,14,7,50,12,-6.64,-0.55,-4.11,3,13,-31.79,-2.45,-5.73,0.84,12,-23.76,-1.98,-5.29,1.33
202122,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CPPO at 31 March,Final,18,9,50,18,8,44,18,11,61,18,c,c,18,10,56,18,13,72,17,-7.77,-0.46,-3.45,2.53,17,-28.38,-1.67,-4.54,1.2,17,-17.5,-1.03,-3.81,1.75
202122,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CPPO at 31 March,Final,42,28,67,42,21,50,42,18,43,42,14,33,42,23,55,42,22,52,39,0.52,0.01,-1.96,1.99,39,-75.26,-1.93,-3.83,-0.03,39,-118.09,-3.03,-4.86,-1.19
202122,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CPPO at 31 March,Final,14,8,57,14,c,c,14,c,c,14,c,c,14,c,c,14,7,50,14,-20.11,-1.44,-4.73,1.86,13,-23,-1.77,-5.05,1.51,13,-22.73,-1.75,-4.93,1.43
202122,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CPPO at 31 March,Final,36,17,47,36,13,36,36,14,39,36,8,22,36,18,50,36,13,36,33,-16.63,-0.5,-2.65,1.64,34,-80.02,-2.35,-4.38,-0.32,32,-30.33,-0.95,-2.98,1.08
202122,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CPPO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CPPO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CPPO at 31 March,Final,24,7,29,24,8,33,24,6,25,24,c,c,24,7,29,24,10,42,20,-39.75,-1.99,-4.74,0.77,21,-10.86,-0.52,-3.1,2.07,21,-55.44,-2.64,-5.14,-0.14
202122,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CPPO at 31 March,Final,12,c,c,12,6,50,12,c,c,12,c,c,12,c,c,12,6,50,10,-51.7,-5.17,-9.07,-1.27,11,-66.17,-6.02,-9.58,-2.45,10,-62.85,-6.29,-9.91,-2.66
202122,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CPPO at 31 March,Final,14,7,50,14,6,43,14,c,c,14,c,c,14,6,43,14,7,50,13,-57.13,-4.39,-7.81,-0.98,13,-43.16,-3.32,-6.6,-0.04,13,-83.45,-6.42,-9.6,-3.24
202122,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CPPO at 31 March,Final,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,9,-30.25,-3.36,-7.47,0.75,9,-11.28,-1.25,-5.2,2.69,9,-39.85,-4.43,-8.25,-0.6
202122,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CPPO at 31 March,Final,7,c,c,7,c,c,7,c,c,7,c,c,7,c,c,7,c,c,6,-46.69,-7.78,-12.81,-2.75,7,-44.63,-6.38,-10.85,-1.9,7,-65.29,-9.33,-13.66,-4.99
202122,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CPPO at 31 March,Final,22,11,50,22,11,50,22,9,41,22,6,27,22,11,50,22,12,55,20,-64.76,-3.24,-5.99,-0.48,20,-20.73,-1.04,-3.68,1.61,20,-95.99,-4.8,-7.36,-2.23
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CPPO at 31 March,Final,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,44.69,5.59,1.23,9.94,8,-31.81,-3.98,-8.16,0.21,8,4.71,0.59,-3.47,4.64
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CPPO at 31 March,Final,0,z,z,0,z,z,0,z,z,0,z,z,0,z,z,0,z,z,0,z,z,z,z,0,z,z,z,z,0,z,z,z,z
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CPPO at 31 March,Final,0,z,z,0,z,z,0,z,z,0,z,z,0,z,z,0,z,z,0,z,z,z,z,0,z,z,z,z,0,z,z,z,z
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CPPO at 31 March,Final,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,9,-4.89,-0.54,-4.65,3.57,8,-35.87,-4.48,-8.67,-0.3,9,-21.12,-2.35,-6.17,1.48
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CPPO at 31 March,Final,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,9,30.38,3.38,-0.73,7.48,9,30.99,3.44,-0.5,7.39,9,26.02,2.89,-0.93,6.71
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CPPO at 31 March,Final,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,7,-22.65,-3.24,-7.89,1.42,7,-9.45,-1.35,-5.82,3.12,7,-1.75,-0.25,-4.59,4.09
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CPPO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CPPO at 31 March,Final,18,10,56,17,6,35,18,7,39,17,c,c,18,8,44,17,9,53,15,-20.43,-1.36,-4.54,1.82,14,-12.33,-0.88,-4.04,2.28,15,-52.3,-3.49,-6.45,-0.52
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CPPO at 31 March,Final,17,c,c,17,c,c,17,c,c,17,c,c,17,c,c,17,c,c,12,-102.69,-8.56,-12.12,-5,12,-83.47,-6.96,-10.37,-3.54,12,-104.84,-8.74,-12.05,-5.43
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CPPO at 31 March,Final,14,11,79,14,10,71,14,9,64,14,8,57,14,9,64,14,10,71,13,24.21,1.86,-1.56,5.28,13,32.47,2.5,-0.78,5.78,13,27.34,2.1,-1.08,5.28
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CPPO at 31 March,Final,22,12,55,22,10,45,22,10,45,22,7,32,22,12,55,22,16,73,20,3.81,0.19,-2.57,2.95,21,-4.19,-0.2,-2.78,2.38,20,-43.37,-2.17,-4.73,0.4
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CPPO at 31 March,Final,23,15,65,23,15,65,23,16,70,23,12,52,23,14,61,23,16,70,21,-27.3,-1.3,-3.99,1.39,21,7.73,0.37,-2.21,2.95,21,-3.07,-0.15,-2.65,2.36
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CPPO at 31 March,Final,6,c,c,6,c,c,6,c,c,6,c,c,6,c,c,6,c,c,6,-18.11,-3.02,-8.05,2.01,6,-17.99,-3,-7.83,1.83,6,-13.32,-2.22,-6.9,2.46
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CPPO at 31 March,Final,6,c,c,6,c,c,6,c,c,6,c,c,6,c,c,6,c,c,c,c,c,c,c,6,-6.54,-1.09,-5.92,3.74,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CPPO at 31 March,Final,20,11,55,20,7,35,20,11,55,20,7,35,20,9,45,20,10,50,16,-16.3,-1.02,-4.1,2.06,16,-45.36,-2.84,-5.79,0.12,16,-8.83,-0.55,-3.42,2.32
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CPPO at 31 March,Final,14,c,c,15,c,c,15,c,c,14,c,c,15,c,c,15,8,53,13,-20.24,-1.56,-4.98,1.86,13,-0.46,-0.04,-3.32,3.25,13,-17.32,-1.33,-4.51,1.85
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CPPO at 31 March,Final,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,9,c,c,9,-10.95,-1.22,-5.33,2.89,9,-16.15,-1.79,-5.74,2.15,9,-33.29,-3.7,-7.52,0.12
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CPPO at 31 March,Final,27,19,70,27,16,59,27,16,59,27,13,48,27,19,70,27,18,67,24,-3.6,-0.15,-2.67,2.37,24,17.49,0.73,-1.69,3.14,24,-38.8,-1.62,-3.96,0.72
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CPPO at 31 March,Final,15,10,67,15,9,60,15,8,53,15,7,47,15,8,53,15,10,67,15,-17.88,-1.19,-4.37,1.99,15,7.77,0.52,-2.54,3.57,15,-9.86,-0.66,-3.62,2.3
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CPPO at 31 March,Final,19,13,68,18,10,56,19,11,58,18,9,50,19,9,47,18,11,61,16,26.99,1.69,-1.39,4.77,16,34.16,2.14,-0.82,5.09,16,32.4,2.03,-0.84,4.89
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CPPO at 31 March,Final,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,9,-29.31,-3.26,-7.37,0.85,9,-4.43,-0.49,-4.44,3.45,9,-46.06,-5.12,-8.94,-1.29
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CPPO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CPPO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CPPO at 31 March,Final,22,17,77,22,15,68,22,16,73,22,13,59,22,15,68,22,16,73,18,-3.45,-0.19,-3.1,2.71,18,31.56,1.75,-1.04,4.54,18,31.73,1.76,-0.94,4.47
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CPPO at 31 March,Final,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,9,-10.47,-1.16,-5.27,2.95,10,8.68,0.87,-2.87,4.61,9,-52.2,-5.8,-9.62,-1.98
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CPPO at 31 March,Final,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,c,c,8,-0.86,-0.11,-4.47,4.25,8,24.99,3.12,-1.06,7.31,8,8.12,1.01,-3.04,5.07
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CPPO at 31 March,Final,13,6,46,13,c,c,13,c,c,13,c,c,13,c,c,13,c,c,12,-50.71,-4.23,-7.78,-0.67,12,-34.38,-2.86,-6.28,0.55,12,-43.53,-3.63,-6.94,-0.32
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CPPO at 31 March,Final,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,10,-28.39,-2.84,-6.74,1.06,10,-14.42,-1.44,-5.19,2.3,10,-39.33,-3.93,-7.56,-0.31
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CPPO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CPPO at 31 March,Final,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,10,c,c,9,-7.64,-0.85,-4.96,3.26,9,-12.74,-1.42,-5.36,2.53,9,11.27,1.25,-2.57,5.08
