time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,year_breakdown,social_care_group,school_type,t_pupils,t_sess_possible,t_sess_overall,pt_overall,t_sess_authorised,pt_sess_authorised,t_sess_unauthorised,pt_sess_unauthorised,t_pupils_pa_10_exact,pt_pupils_pa_10_exact,t_pupils_pa_50_exact,pt_pupils_pa_50_exact
202223,Academic year,National,E92000001,England,,,,,,Six half terms,CINO at 31 March,Total,120300,41250570,7249030,17.6,3858660,9.4,3390370,8.2,58670,48.8,12530,10.4
202223,Academic year,National,E92000001,England,,,,,,Six half terms,CINO at 31 March,State-funded secondary,46740,15339540,3899150,25.4,1690780,11,2208370,14.4,29700,63.5,8670,18.5
202223,Academic year,National,E92000001,England,,,,,,Six half terms,CINO at 31 March,State-funded primary,50150,17797500,1943910,10.9,1165410,6.5,778500,4.4,18390,36.7,1240,2.5
202223,Academic year,National,E92000001,England,,,,,,Six half terms,CINO at 31 March,State-funded AP school,2030,592150,297900,50.3,138780,23.4,159120,26.9,1860,92,1050,51.8
202223,Academic year,National,E92000001,England,,,,,,Six half terms,CINO at 31 March,Special,21390,7521380,1108070,14.7,863700,11.5,244380,3.2,8720,40.8,1570,7.4
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Six half terms,CINO at 31 March,Total,7310,2558510,431610,16.9,212230,8.3,219380,8.6,3400,46.5,730,9.9
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Six half terms,CINO at 31 March,State-funded secondary,2610,884300,231150,26.1,89470,10.1,141680,16,1690,64.7,500,19.2
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Six half terms,CINO at 31 March,State-funded primary,2950,1057390,102950,9.7,59060,5.6,43890,4.2,1020,34.6,50,1.6
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Six half terms,CINO at 31 March,State-funded AP school,140,41870,21240,50.7,8600,20.5,12640,30.2,130,93.5,70,52.5
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,Six half terms,CINO at 31 March,Special,1610,574960,76270,13.3,55100,9.6,21180,3.7,560,35,100,6.4
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Six half terms,CINO at 31 March,Total,16750,5617310,993180,17.7,486640,8.7,506540,9,8120,48.5,1760,10.5
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Six half terms,CINO at 31 March,State-funded secondary,6630,2133620,532750,25,212650,10,320100,15,4130,62.3,1180,17.9
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Six half terms,CINO at 31 March,State-funded primary,7130,2474060,256530,10.4,144470,5.8,112060,4.5,2580,36.2,120,1.6
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Six half terms,CINO at 31 March,State-funded AP school,340,100310,58690,58.5,24980,24.9,33720,33.6,330,95.6,210,62.3
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,Six half terms,CINO at 31 March,Special,2660,909330,145200,16,104540,11.5,40660,4.5,1090,40.9,240,9.2
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Six half terms,CINO at 31 March,Total,12160,4170040,750270,18,343000,8.2,407270,9.8,5950,49,1360,11.2
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Six half terms,CINO at 31 March,State-funded secondary,4960,1637410,443490,27.1,161720,9.9,281770,17.2,3260,65.7,1020,20.6
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Six half terms,CINO at 31 March,State-funded primary,5570,1972750,206880,10.5,115200,5.8,91680,4.6,1970,35.4,120,2.2
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Six half terms,CINO at 31 March,State-funded AP school,190,60550,25770,42.6,8820,14.6,16950,28,160,83.3,90,45.8
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Six half terms,CINO at 31 March,Special,1430,499330,74140,14.8,57260,11.5,16870,3.4,560,39.4,130,8.9
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Six half terms,CINO at 31 March,Total,8550,2971010,515250,17.3,275800,9.3,239450,8.1,4050,47.4,900,10.5
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Six half terms,CINO at 31 March,State-funded secondary,3470,1159650,302240,26.1,140360,12.1,161890,14,2230,64.2,680,19.6
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Six half terms,CINO at 31 March,State-funded primary,3850,1378350,139520,10.1,81590,5.9,57930,4.2,1260,32.8,80,2.2
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Six half terms,CINO at 31 March,State-funded AP school,110,32760,14870,45.4,7640,23.3,7220,22,100,90.2,50,47.3
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Six half terms,CINO at 31 March,Special,1120,400260,58620,14.6,46210,11.5,12410,3.1,460,40.9,80,7
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CINO at 31 March,Total,13540,4652680,790490,17,428840,9.2,361650,7.8,6470,47.8,1360,10
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CINO at 31 March,State-funded secondary,5270,1729750,423770,24.5,191880,11.1,231880,13.4,3290,62.4,940,17.8
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CINO at 31 March,State-funded primary,5750,2054940,221050,10.8,131440,6.4,89610,4.4,2060,35.8,140,2.4
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CINO at 31 March,State-funded AP school,240,66770,33930,50.8,17460,26.1,16470,24.7,230,94.6,120,51.9
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CINO at 31 March,Special,2290,801230,111750,13.9,88060,11,23690,3,900,39.3,160,6.9
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CINO at 31 March,Total,8600,2959310,579370,19.6,335720,11.3,243650,8.2,4450,51.8,1070,12.5
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CINO at 31 March,State-funded secondary,3100,1020440,291040,28.5,134370,13.2,156680,15.4,2070,66.8,680,22.1
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CINO at 31 March,State-funded primary,3140,1113120,145610,13.1,90070,8.1,55540,5,1310,41.8,150,4.7
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CINO at 31 March,State-funded AP school,150,46280,25400,54.9,15040,32.5,10350,22.4,140,94.7,80,54.7
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CINO at 31 March,Special,2210,779460,117320,15.1,96250,12.3,21080,2.7,930,41.9,160,7.2
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CINO at 31 March,Total,20360,6934930,1075160,15.5,579320,8.4,495840,7.1,9450,46.4,1540,7.5
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CINO at 31 March,State-funded secondary,7920,2580090,521320,20.2,217490,8.4,303830,11.8,4480,56.6,950,12
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CINO at 31 March,State-funded primary,7990,2822520,295540,10.5,177470,6.3,118070,4.2,2880,36,150,1.9
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CINO at 31 March,State-funded AP school,380,106090,49440,46.6,18620,17.6,30820,29,350,91.1,180,46.5
202223,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CINO at 31 March,Special,4060,1426220,208870,14.6,165740,11.6,43130,3,1740,42.9,260,6.4
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CINO at 31 March,Total,22300,7706590,1369570,17.8,790470,10.3,579110,7.5,11080,49.7,2350,10.5
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CINO at 31 March,State-funded secondary,8410,2762810,730620,26.4,350270,12.7,380350,13.8,5530,65.8,1680,19.9
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CINO at 31 March,State-funded primary,9250,3313530,380600,11.5,241400,7.3,139200,4.2,3540,38.2,270,3
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CINO at 31 March,State-funded AP school,210,62170,30620,49.2,17180,27.6,13440,21.6,180,88,110,50.7
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CINO at 31 March,Special,4420,1568090,227740,14.5,181620,11.6,46120,2.9,1830,41.3,290,6.7
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CINO at 31 March,Total,10740,3680210,744130,20.2,406650,11,337480,9.2,5690,53,1480,13.8
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CINO at 31 March,State-funded secondary,4380,1431480,422780,29.5,192570,13.5,230210,16.1,3020,69,1030,23.6
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CINO at 31 March,State-funded primary,4510,1610850,195230,12.1,124720,7.7,70520,4.4,1780,39.4,160,3.6
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CINO at 31 March,State-funded AP school,260,75370,37950,50.4,20440,27.1,17510,23.2,250,94.6,130,51
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CINO at 31 March,Special,1600,562520,88170,15.7,68930,12.3,19240,3.4,650,41,150,9.5
202223,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CINO at 31 March,Total,8290,2817070,439250,15.6,223860,7.9,215390,7.6,3930,47.4,620,7.5
202223,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CINO at 31 March,State-funded secondary,3410,1113490,221140,19.9,86380,7.8,134760,12.1,1920,56.2,390,11.4
202223,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CINO at 31 March,State-funded primary,3370,1186650,124070,10.5,74360,6.3,49710,4.2,1240,36.7,50,1.5
202223,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CINO at 31 March,State-funded AP school,190,50030,22310,44.6,7570,15.1,14740,29.5,170,91.9,80,43.5
202223,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CINO at 31 March,Special,1340,466910,71740,15.4,55550,11.9,16180,3.5,600,45.2,100,7.5
202223,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CINO at 31 March,Total,12060,4117850,635910,15.4,355460,8.6,280450,6.8,5520,45.8,910,7.6
202223,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CINO at 31 March,State-funded secondary,4510,1466610,300180,20.5,131110,8.9,169060,11.5,2570,56.9,560,12.4
202223,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CINO at 31 March,State-funded primary,4630,1635880,171470,10.5,103110,6.3,68360,4.2,1640,35.4,100,2.1
202223,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CINO at 31 March,State-funded AP school,200,56060,27140,48.4,11050,19.7,16080,28.7,180,90.4,100,49.2
202223,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CINO at 31 March,Special,2730,959320,137130,14.3,110190,11.5,26940,2.8,1140,41.7,160,5.9
202223,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CINO at 31 March,Total,933,323423,53889,16.7,30580,9.5,23309,7.2,451,48.3,89,9.5
202223,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CINO at 31 March,State-funded secondary,298,100358,26097,26,12844,12.8,13253,13.2,197,66.1,54,18.1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CINO at 31 March,State-funded primary,412,145774,14109,9.7,9047,6.2,5062,3.5,157,38.1,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CINO at 31 March,State-funded AP school,18,5950,3476,58.4,1428,24,2048,34.4,18,100,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CINO at 31 March,Special,205,71341,10207,14.3,7261,10.2,2946,4.1,79,38.5,19,9.3
202223,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CINO at 31 March,Total,398,137724,19830,14.4,11746,8.5,8084,5.9,167,42,27,6.8
202223,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CINO at 31 March,State-funded secondary,150,52028,10726,20.6,5825,11.2,4901,9.4,87,58,18,12
202223,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CINO at 31 March,State-funded primary,185,63679,5896,9.3,4357,6.8,1539,2.4,54,29.2,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CINO at 31 March,State-funded AP school,10,3239,1314,40.6,689,21.3,625,19.3,10,100,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CINO at 31 March,Special,53,18778,1894,10.1,875,4.7,1019,5.4,16,30.2,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CINO at 31 March,Total,534,187269,32131,17.2,15117,8.1,17014,9.1,226,42.3,57,10.7
202223,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CINO at 31 March,State-funded secondary,171,58094,16573,28.5,5700,9.8,10873,18.7,105,61.4,38,22.2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CINO at 31 March,State-funded primary,221,78556,8091,10.3,4245,5.4,3846,4.9,71,32.1,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CINO at 31 March,State-funded AP school,13,4142,2458,59.3,1107,26.7,1351,32.6,13,100,8,61.5
202223,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CINO at 31 March,Special,129,46477,5009,10.8,4065,8.7,944,2,37,28.7,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CINO at 31 March,Total,493,171762,31060,18.1,12000,7,19060,11.1,246,49.9,59,12
202223,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CINO at 31 March,State-funded secondary,215,72007,19817,27.5,5981,8.3,13836,19.2,136,63.3,48,22.3
202223,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CINO at 31 March,State-funded primary,212,76615,7503,9.8,3916,5.1,3587,4.7,80,37.7,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CINO at 31 March,State-funded AP school,8,2224,913,41.1,239,10.7,674,30.3,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CINO at 31 March,Special,58,20916,2827,13.5,1864,8.9,963,4.6,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CINO at 31 March,Total,477,165518,31619,19.1,13748,8.3,17871,10.8,237,49.7,70,14.7
202223,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CINO at 31 March,State-funded secondary,190,63465,19592,30.9,6572,10.4,13020,20.5,134,70.5,53,27.9
202223,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CINO at 31 March,State-funded primary,207,74938,6546,8.7,3525,4.7,3021,4,66,31.9,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CINO at 31 March,State-funded AP school,8,1569,450,28.7,379,24.2,71,4.5,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CINO at 31 March,Special,72,25546,5031,19.7,3272,12.8,1759,6.9,c,c,11,15.3
202223,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CINO at 31 March,Total,915,321975,60413,18.8,26036,8.1,34377,10.7,438,47.9,116,12.7
202223,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CINO at 31 March,State-funded secondary,345,117080,33999,29,10776,9.2,23223,19.8,223,64.6,89,25.8
202223,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CINO at 31 March,State-funded primary,362,129860,13210,10.2,7067,5.4,6143,4.7,133,36.7,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CINO at 31 March,State-funded AP school,16,5481,3142,57.3,1160,21.2,1982,36.2,14,87.5,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CINO at 31 March,Special,192,69554,10062,14.5,7033,10.1,3029,4.4,68,35.4,13,6.8
202223,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CINO at 31 March,Total,492,171516,27811,16.2,13586,7.9,14225,8.3,244,49.6,36,7.3
202223,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CINO at 31 March,State-funded secondary,170,58212,13168,22.6,5435,9.3,7733,13.3,108,63.5,21,12.4
202223,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CINO at 31 March,State-funded primary,165,60605,7053,11.6,3613,6,3440,5.7,72,43.6,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CINO at 31 March,State-funded AP school,18,4346,1949,44.8,674,15.5,1275,29.3,16,88.9,8,44.4
202223,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CINO at 31 March,Special,139,48353,5641,11.7,3864,8,1777,3.7,48,34.5,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CINO at 31 March,Total,834,294362,45849,15.6,28368,9.6,17481,5.9,380,45.6,64,7.7
202223,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CINO at 31 March,State-funded secondary,296,101103,22494,22.2,11933,11.8,10561,10.4,185,62.5,37,12.5
202223,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CINO at 31 March,State-funded primary,277,100283,9636,9.6,5756,5.7,3880,3.9,90,32.5,6,2.2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CINO at 31 March,State-funded AP school,0,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CINO at 31 March,Special,261,92976,13719,14.8,10679,11.5,3040,3.3,105,40.2,21,8
202223,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CINO at 31 March,Total,477,166092,27077,16.3,13366,8,13711,8.3,207,43.4,56,11.7
202223,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CINO at 31 March,State-funded secondary,160,53139,13395,25.2,5029,9.5,8366,15.7,96,60,35,21.9
202223,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CINO at 31 March,State-funded primary,197,70103,5937,8.5,2866,4.1,3071,4.4,58,29.4,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CINO at 31 March,State-funded AP school,16,5084,2738,53.9,1493,29.4,1245,24.5,15,93.8,10,62.5
202223,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CINO at 31 March,Special,104,37766,5007,13.3,3978,10.5,1029,2.7,38,36.5,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CINO at 31 March,Total,380,135481,18544,13.7,11025,8.1,7519,5.5,146,38.4,22,5.8
202223,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CINO at 31 March,State-funded secondary,99,34076,8542,25.1,4187,12.3,4355,12.8,64,64.6,16,16.2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CINO at 31 March,State-funded primary,153,55258,4774,8.6,3391,6.1,1383,2.5,41,26.8,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CINO at 31 March,State-funded AP school,9,2994,881,29.4,316,10.6,565,18.9,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CINO at 31 March,Special,119,43153,4347,10.1,3131,7.3,1216,2.8,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CINO at 31 March,Total,801,283059,51802,18.3,21306,7.5,30496,10.8,405,50.6,83,10.4
202223,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CINO at 31 March,State-funded secondary,295,101040,29394,29.1,9616,9.5,19778,19.6,213,72.2,62,21
202223,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CINO at 31 March,State-funded primary,356,128213,13326,10.4,6716,5.2,6610,5.2,135,37.9,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CINO at 31 March,State-funded AP school,14,4425,2769,62.6,716,16.2,2053,46.4,14,100,11,78.6
202223,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CINO at 31 March,Special,136,49381,6313,12.8,4258,8.6,2055,4.2,43,31.6,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CINO at 31 March,Total,580,200330,31588,15.8,15351,7.7,16237,8.1,257,44.3,46,7.9
202223,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CINO at 31 March,State-funded secondary,224,73696,17354,23.5,5576,7.6,11778,16,142,63.4,31,13.8
202223,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CINO at 31 March,State-funded primary,205,73509,6869,9.3,4563,6.2,2306,3.1,63,30.7,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CINO at 31 March,State-funded AP school,9,2411,1150,47.7,397,16.5,753,31.2,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CINO at 31 March,Special,142,50714,6215,12.3,4815,9.5,1400,2.8,c,c,9,6.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CINO at 31 March,Total,375,128157,22739,17.7,11967,9.3,10772,8.4,192,51.2,42,11.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CINO at 31 March,State-funded secondary,138,44051,10876,24.7,4478,10.2,6398,14.5,90,65.2,26,18.8
202223,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CINO at 31 March,State-funded primary,151,53861,5819,10.8,2990,5.6,2829,5.3,58,38.4,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CINO at 31 March,State-funded AP school,9,2493,1681,67.4,822,33,859,34.5,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CINO at 31 March,Special,77,27752,4363,15.7,3677,13.2,686,2.5,c,c,7,9.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CINO at 31 March,Total,515,176674,27700,15.7,12254,6.9,15446,8.7,235,45.6,41,8
202223,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CINO at 31 March,State-funded secondary,202,64622,15311,23.7,5423,8.4,9888,15.3,134,66.3,29,14.4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CINO at 31 March,State-funded primary,206,73686,6631,9,3064,4.2,3567,4.8,68,33,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CINO at 31 March,State-funded AP school,11,3353,2283,68.1,1067,31.8,1216,36.3,11,100,8,72.7
202223,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CINO at 31 March,Special,96,35013,3475,9.9,2700,7.7,775,2.2,22,22.9,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CINO at 31 March,Total,673,233054,38083,16.3,20931,9,17152,7.4,314,46.7,65,9.7
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CINO at 31 March,State-funded secondary,307,102694,23241,22.6,10828,10.5,12413,12.1,180,58.6,49,16
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CINO at 31 March,State-funded primary,309,110721,10614,9.6,6880,6.2,3734,3.4,105,34,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CINO at 31 March,State-funded AP school,9,2427,1460,60.2,1105,45.5,355,14.6,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CINO at 31 March,Special,48,17212,2768,16.1,2118,12.3,650,3.8,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CINO at 31 March,Total,399,135317,27318,20.2,14167,10.5,13151,9.7,207,51.9,49,12.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CINO at 31 March,State-funded secondary,166,53929,14454,26.8,6225,11.5,8229,15.3,104,62.7,31,18.7
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CINO at 31 March,State-funded primary,167,58477,7510,12.8,4737,8.1,2773,4.7,67,40.1,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CINO at 31 March,State-funded AP school,18,5559,3034,54.6,1502,27,1532,27.6,16,88.9,10,55.6
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CINO at 31 March,Special,48,17352,2320,13.4,1703,9.8,617,3.6,20,41.7,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CINO at 31 March,Total,602,208568,37061,17.8,21295,10.2,15766,7.6,304,50.5,64,10.6
202223,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CINO at 31 March,State-funded secondary,260,87412,22579,25.8,11640,13.3,10939,12.5,180,69.2,47,18.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CINO at 31 March,State-funded primary,276,99226,9488,9.6,6226,6.3,3262,3.3,87,31.5,c,c
202223,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CINO at 31 March,State-funded AP school,12,3620,1477,40.8,494,13.6,983,27.2,11,91.7,c,c
