time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,age_group,population_estimate
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Children aged 0 to 17 years,57205
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Children aged 0 to 17 years,113795
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Children aged 0 to 17 years,74766
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Children aged 0 to 17 years,34590
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Children aged 0 to 17 years,59376
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Children aged 0 to 17 years,153164
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Children aged 0 to 17 years,88106
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Children aged 0 to 17 years,143264
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Children aged 0 to 17 years,145961
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Children aged 0 to 17 years,79966
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Children aged 0 to 17 years,66706
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Children aged 0 to 17 years,166161
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Children aged 0 to 17 years,8045
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Children aged 0 to 17 years,93509
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Children aged 0 to 17 years,287056
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Children aged 0 to 17 years,77950
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Children aged 0 to 17 years,69051
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Children aged 0 to 17 years,33977
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Children aged 0 to 17 years,85920
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Children aged 0 to 17 years,59090
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Children aged 0 to 17 years,47942
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Children aged 0 to 17 years,170630
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Children aged 0 to 17 years,59181
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Children aged 0 to 17 years,42358
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Children aged 0 to 17 years,69157
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Children aged 0 to 17 years,122673
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Children aged 0 to 17 years,63777
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Children aged 0 to 17 years,118963
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Children aged 0 to 17 years,42297
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Children aged 0 to 17 years,136924
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Children aged 0 to 17 years,66012
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Children aged 0 to 17 years,318238
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Children aged 0 to 17 years,271049
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Children aged 0 to 17 years,59436
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Children aged 0 to 17 years,168794
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Children aged 0 to 17 years,54870
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Children aged 0 to 17 years,38186
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Children aged 0 to 17 years,148478
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Children aged 0 to 17 years,44804
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Children aged 0 to 17 years,28380
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Children aged 0 to 17 years,47233
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Children aged 0 to 17 years,126053
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Children aged 0 to 17 years,102962
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Children aged 0 to 17 years,283750
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Children aged 0 to 17 years,23564
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Children aged 0 to 17 years,343294
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Children aged 0 to 17 years,65046
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Children aged 0 to 17 years,71007
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Children aged 0 to 17 years,149917
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Children aged 0 to 17 years,41948
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Children aged 0 to 17 years,37342
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Children aged 0 to 17 years,44344
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Children aged 0 to 17 years,49978
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Children aged 0 to 17 years,263933
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Children aged 0 to 17 years,34910
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Children aged 0 to 17 years,177659
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Children aged 0 to 17 years,34151
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Children aged 0 to 17 years,42555
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Children aged 0 to 17 years,36209
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Children aged 0 to 17 years,73925
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Children aged 0 to 17 years,91973
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Children aged 0 to 17 years,105468
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Children aged 0 to 17 years,146714
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Children aged 0 to 17 years,66267
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Children aged 0 to 17 years,128958
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Children aged 0 to 17 years,354
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Children aged 0 to 17 years,43363
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Children aged 0 to 17 years,51852
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Children aged 0 to 17 years,110796
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Children aged 0 to 17 years,60273
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Children aged 0 to 17 years,52152
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Children aged 0 to 17 years,25053
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Children aged 0 to 17 years,103374
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Children aged 0 to 17 years,36824
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Children aged 0 to 17 years,985
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Children aged 0 to 17 years,55171
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Children aged 0 to 17 years,32057
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Children aged 0 to 17 years,53950
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Children aged 0 to 17 years,36428
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Children aged 0 to 17 years,23093
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Children aged 0 to 17 years,53500
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Children aged 0 to 17 years,63492
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Children aged 0 to 17 years,84210
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Children aged 0 to 17 years,56620
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Children aged 0 to 17 years,64542
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Children aged 0 to 17 years,58887
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Children aged 0 to 17 years,30499
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Children aged 0 to 17 years,63940
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Children aged 0 to 17 years,91011
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Children aged 0 to 17 years,57082
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Children aged 0 to 17 years,73504
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Children aged 0 to 17 years,72568
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Children aged 0 to 17 years,90575
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Children aged 0 to 17 years,80716
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Children aged 0 to 17 years,81064
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Children aged 0 to 17 years,65678
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Children aged 0 to 17 years,59101
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Children aged 0 to 17 years,60051
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Children aged 0 to 17 years,72945
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Children aged 0 to 17 years,66509
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Children aged 0 to 17 years,36760
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Children aged 0 to 17 years,47362
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Children aged 0 to 17 years,76970
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Children aged 0 to 17 years,44137
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Children aged 0 to 17 years,49654
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Children aged 0 to 17 years,62391
2021,Reporting year,National,E92000001,England,,,,,,Children aged 0 to 17 years,11762878
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children aged 0 to 17 years,524968
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children aged 0 to 17 years,1562105
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children aged 0 to 17 years,1146610
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children aged 0 to 17 years,990308
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children aged 0 to 17 years,1291956
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children aged 0 to 17 years,1330477
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children aged 0 to 17 years,1894099
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children aged 0 to 17 years,1935696
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children aged 0 to 17 years,1086659
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children aged 0 to 17 years,652926
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children aged 0 to 17 years,1241173
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Children aged 0 to 17 years,98961
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Children aged 0 to 17 years,22243
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Children aged 0 to 17 years,38508
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Children aged 0 to 17 years,19864
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Children aged 0 to 17 years,33480
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Children aged 0 to 17 years,57589
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Children aged 0 to 17 years,41826
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Children aged 0 to 17 years,58401
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Children aged 0 to 17 years,27176
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Children aged 0 to 17 years,29693
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Children aged 0 to 17 years,43175
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Children aged 0 to 17 years,54052
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Children aged 0 to 17 years,39751
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Children aged 0 to 17 years,27819
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Children aged 0 to 17 years,71411
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Children aged 0 to 17 years,43767
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Children aged 0 to 17 years,78381
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Children aged 0 to 17 years,69410
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Children aged 0 to 17 years,90326
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Children aged 0 to 17 years,27523
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Children aged 0 to 17 years,33841
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Children aged 0 to 17 years,250615
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Children aged 0 to 17 years,92802
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Children aged 0 to 17 years,126774
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Children aged 0 to 17 years,61744
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Children aged 0 to 17 years,54671
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Children aged 0 to 17 years,58676
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Children aged 0 to 17 years,52996
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Children aged 0 to 17 years,36676
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Children aged 0 to 17 years,62507
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Children aged 0 to 17 years,51138
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Children aged 0 to 17 years,54741
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Children aged 0 to 17 years,43034
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Children aged 0 to 17 years,68033
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Children aged 0 to 17 years,65469
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Children aged 0 to 17 years,50093
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Children aged 0 to 17 years,140486
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Children aged 0 to 17 years,45035
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Children aged 0 to 17 years,64097
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Children aged 0 to 17 years,61481
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Children aged 0 to 17 years,59054
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Children aged 0 to 17 years,97775
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Children aged 0 to 17 years,170639
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Children aged 0 to 17 years,33020
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Children aged 0 to 17 years,34073
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Children aged 0 to 17 years,113710
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Children aged 0 to 17 years,56349
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Children aged 0 to 17 years,112422
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Children aged 0 to 17 years,73684
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Children aged 0 to 17 years,34692
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Children aged 0 to 17 years,58612
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Children aged 0 to 17 years,151515
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Children aged 0 to 17 years,86803
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Children aged 0 to 17 years,140691
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Children aged 0 to 17 years,144168
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Children aged 0 to 17 years,79186
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Children aged 0 to 17 years,65985
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Children aged 0 to 17 years,163312
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Children aged 0 to 17 years,7986
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Children aged 0 to 17 years,92050
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Children aged 0 to 17 years,286496
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Children aged 0 to 17 years,76520
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Children aged 0 to 17 years,68457
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Children aged 0 to 17 years,33784
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Children aged 0 to 17 years,84907
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Children aged 0 to 17 years,58395
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Children aged 0 to 17 years,46924
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Children aged 0 to 17 years,168962
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Children aged 0 to 17 years,58386
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Children aged 0 to 17 years,41423
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Children aged 0 to 17 years,68285
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Children aged 0 to 17 years,119601
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Children aged 0 to 17 years,62006
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Children aged 0 to 17 years,117810
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Children aged 0 to 17 years,41502
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Children aged 0 to 17 years,133770
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Children aged 0 to 17 years,64122
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Children aged 0 to 17 years,313609
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Children aged 0 to 17 years,268378
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Children aged 0 to 17 years,58778
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Children aged 0 to 17 years,167400
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Children aged 0 to 17 years,53745
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Children aged 0 to 17 years,38025
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Children aged 0 to 17 years,147057
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Children aged 0 to 17 years,44091
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Children aged 0 to 17 years,27823
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Children aged 0 to 17 years,47125
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Children aged 0 to 17 years,123510
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Children aged 0 to 17 years,101959
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Children aged 0 to 17 years,280929
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Children aged 0 to 17 years,23636
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Children aged 0 to 17 years,336091
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Children aged 0 to 17 years,63817
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Children aged 0 to 17 years,69635
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Children aged 0 to 17 years,146343
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Children aged 0 to 17 years,41447
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Children aged 0 to 17 years,36334
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Children aged 0 to 17 years,43737
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Children aged 0 to 17 years,49388
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Children aged 0 to 17 years,259488
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Children aged 0 to 17 years,34595
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Children aged 0 to 17 years,174834
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Children aged 0 to 17 years,33876
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Children aged 0 to 17 years,41129
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Children aged 0 to 17 years,35713
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Children aged 0 to 17 years,73300
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Children aged 0 to 17 years,91641
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Children aged 0 to 17 years,104846
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Children aged 0 to 17 years,144931
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Children aged 0 to 17 years,65983
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Children aged 0 to 17 years,127119
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Children aged 0 to 17 years,343
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Children aged 0 to 17 years,42838
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Children aged 0 to 17 years,51629
