time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,move_measure,school_stability,children_count,children_percent
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA 2 years on 31 March,Mid-year moves,Total children,3790,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,640,17
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA on 31 March,Any moves,Total children,4280,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA on 31 March,Any moves,With one or more moves during the year,560,13
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA on 31 March,Mid-year moves,Total children,4280,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,390,9
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA 2 years on 31 March,Any moves,Total children,4680,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,920,20
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA 2 years on 31 March,Mid-year moves,Total children,4680,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,660,14
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA on 31 March,Any moves,Total children,5690,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA on 31 March,Any moves,With one or more moves during the year,630,11
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA on 31 March,Mid-year moves,Total children,5690,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,460,8
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA 2 years on 31 March,Any moves,Total children,5800,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,1250,21
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA 2 years on 31 March,Mid-year moves,Total children,5800,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,900,16
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA on 31 March,Any moves,Total children,6820,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA on 31 March,Any moves,With one or more moves during the year,830,12
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA on 31 March,Mid-year moves,Total children,6820,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,590,9
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA 2 years on 31 March,Any moves,Total children,3730,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,880,24
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA 2 years on 31 March,Mid-year moves,Total children,3730,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,630,17
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA on 31 March,Any moves,Total children,4400,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA on 31 March,Any moves,With one or more moves during the year,620,14
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA on 31 March,Mid-year moves,Total children,4400,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,440,10
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA 2 years on 31 March,Any moves,Total children,1990,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,400,20
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA 2 years on 31 March,Mid-year moves,Total children,1990,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,290,15
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA on 31 March,Any moves,Total children,2370,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA on 31 March,Any moves,With one or more moves during the year,260,11
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA on 31 March,Mid-year moves,Total children,2370,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,190,8
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA 2 years on 31 March,Any moves,Total children,2700,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,520,19
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA 2 years on 31 March,Mid-year moves,Total children,2700,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,370,14
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA on 31 March,Any moves,Total children,3320,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA on 31 March,Any moves,With one or more moves during the year,370,11
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA on 31 March,Mid-year moves,Total children,3320,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,280,8
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 2 years on 31 March,Any moves,Total children,189,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,35,19
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 2 years on 31 March,Mid-year moves,Total children,189,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,20,11
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA on 31 March,Any moves,Total children,240,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA on 31 March,Any moves,With one or more moves during the year,21,9
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA on 31 March,Mid-year moves,Total children,240,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,12,5
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 2 years on 31 March,Any moves,Total children,286,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,43,15
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 2 years on 31 March,Mid-year moves,Total children,286,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,30,10
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA on 31 March,Any moves,Total children,341,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA on 31 March,Any moves,With one or more moves during the year,22,6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA on 31 March,Mid-year moves,Total children,341,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,14,4
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 2 years on 31 March,Any moves,Total children,197,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,27,14
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 2 years on 31 March,Mid-year moves,Total children,197,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,16,8
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA on 31 March,Any moves,Total children,270,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA on 31 March,Any moves,With one or more moves during the year,15,6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA on 31 March,Mid-year moves,Total children,270,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,13,5
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 2 years on 31 March,Any moves,Total children,367,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,61,17
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 2 years on 31 March,Mid-year moves,Total children,367,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,38,10
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA on 31 March,Any moves,Total children,410,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA on 31 March,Any moves,With one or more moves during the year,39,10
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA on 31 March,Mid-year moves,Total children,410,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,23,6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 2 years on 31 March,Any moves,Total children,172,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,23,13
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 2 years on 31 March,Mid-year moves,Total children,172,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,14,8
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA on 31 March,Any moves,Total children,215,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA on 31 March,Any moves,With one or more moves during the year,20,9
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA on 31 March,Mid-year moves,Total children,215,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,12,6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 2 years on 31 March,Any moves,Total children,599,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,101,17
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 2 years on 31 March,Mid-year moves,Total children,599,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,71,12
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA on 31 March,Any moves,Total children,692,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA on 31 March,Any moves,With one or more moves during the year,68,10
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA on 31 March,Mid-year moves,Total children,692,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,44,6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 2 years on 31 March,Any moves,Total children,228,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,39,17
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 2 years on 31 March,Mid-year moves,Total children,228,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,25,11
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA on 31 March,Any moves,Total children,287,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA on 31 March,Any moves,With one or more moves during the year,18,6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA on 31 March,Mid-year moves,Total children,287,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,12,4
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 2 years on 31 March,Any moves,Total children,428,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,77,18
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 2 years on 31 March,Mid-year moves,Total children,428,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,46,11
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA on 31 March,Any moves,Total children,470,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA on 31 March,Any moves,With one or more moves during the year,58,12
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA on 31 March,Mid-year moves,Total children,470,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,31,7
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 2 years on 31 March,Any moves,Total children,180,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,23,13
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 2 years on 31 March,Mid-year moves,Total children,180,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,16,9
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA on 31 March,Any moves,Total children,234,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA on 31 March,Any moves,With one or more moves during the year,13,6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA on 31 March,Mid-year moves,Total children,234,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,10,4
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 2 years on 31 March,Any moves,Total children,167,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,21,13
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 2 years on 31 March,Mid-year moves,Total children,167,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,12,7
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA on 31 March,Any moves,Total children,200,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA on 31 March,Any moves,With one or more moves during the year,9,5
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA on 31 March,Mid-year moves,Total children,200,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,7,4
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 2 years on 31 March,Any moves,Total children,321,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,89,28
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 2 years on 31 March,Mid-year moves,Total children,321,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,66,21
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA on 31 March,Any moves,Total children,353,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA on 31 March,Any moves,With one or more moves during the year,48,14
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA on 31 March,Mid-year moves,Total children,353,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,33,9
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 2 years on 31 March,Any moves,Total children,286,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,57,20
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 2 years on 31 March,Mid-year moves,Total children,286,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,40,14
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA on 31 March,Any moves,Total children,386,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA on 31 March,Any moves,With one or more moves during the year,35,9
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA on 31 March,Mid-year moves,Total children,386,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,22,6
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 2 years on 31 March,Any moves,Total children,194,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,33,17
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 2 years on 31 March,Mid-year moves,Total children,194,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,21,11
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA on 31 March,Any moves,Total children,247,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA on 31 March,Any moves,With one or more moves during the year,20,8
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA on 31 March,Mid-year moves,Total children,247,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,13,5
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 2 years on 31 March,Any moves,Total children,188,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,26,14
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 2 years on 31 March,Mid-year moves,Total children,188,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,18,10
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Any moves,Total children,224,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Any moves,With one or more moves during the year,15,7
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Mid-year moves,Total children,224,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,11,5
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 2 years on 31 March,Any moves,Total children,211,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,39,18
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 2 years on 31 March,Mid-year moves,Total children,211,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,24,11
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Any moves,Total children,229,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Any moves,With one or more moves during the year,30,13
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Mid-year moves,Total children,229,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,17,7
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 2 years on 31 March,Any moves,Total children,316,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,70,22
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 2 years on 31 March,Mid-year moves,Total children,316,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,56,18
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Any moves,Total children,342,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Any moves,With one or more moves during the year,48,14
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Mid-year moves,Total children,342,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,37,11
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 2 years on 31 March,Any moves,Total children,292,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,35,12
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 2 years on 31 March,Mid-year moves,Total children,292,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,24,8
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Any moves,Total children,337,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Any moves,With one or more moves during the year,24,7
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Mid-year moves,Total children,337,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,17,5
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 2 years on 31 March,Any moves,Total children,323,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,46,14
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 2 years on 31 March,Mid-year moves,Total children,323,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,31,10
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Any moves,Total children,373,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Any moves,With one or more moves during the year,28,8
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Mid-year moves,Total children,373,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,19,5
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA 2 years on 31 March,Any moves,Total children,z,z
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA 2 years on 31 March,Mid-year moves,Total children,z,z
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,z,z
