time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,absence_terms,social_care_group,phase_type_grouping,t_pupils,t_sess_possible,t_sess_overall,pt_overall,t_sess_authorised,pt_sess_authorised,t_sess_unauthorised,pt_sess_unauthorised,t_pupils_pa_10_exact,pt_pupils_pa_10_exact,t_pupils_pa_50_exact,pt_pupils_pa_50_exact
202324,Academic year,National,E92000001,England,,,,,,six half terms,CINO at 31 March,Total,115830,40911330,7287310,17.8,3773080,9.2,3514230,8.6,55520,47.9,13100,11.3
202324,Academic year,National,E92000001,England,,,,,,six half terms,CINO at 31 March,State-funded secondary,43880,14921940,3867710,25.9,1616160,10.8,2251550,15.1,27720,63.2,8790,20
202324,Academic year,National,E92000001,England,,,,,,six half terms,CINO at 31 March,State-funded primary,48230,17530520,1927500,11,1117730,6.4,809770,4.6,17340,35.9,1400,2.9
202324,Academic year,National,E92000001,England,,,,,,six half terms,CINO at 31 March,State-funded alternative provision school,2270,686700,357820,52.1,167040,24.3,190780,27.8,2090,91.7,1240,54.3
202324,Academic year,National,E92000001,England,,,,,,six half terms,CINO at 31 March,Special,21440,7772170,1134290,14.6,872150,11.2,262140,3.4,8380,39.1,1670,7.8
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,six half terms,CINO at 31 March,Total,7160,2564310,443550,17.3,212310,8.3,231240,9,3280,45.8,770,10.7
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,six half terms,CINO at 31 March,State-funded secondary,2440,843430,227200,26.9,85060,10.1,142140,16.9,1600,65.8,500,20.4
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,six half terms,CINO at 31 March,State-funded primary,2930,1074510,104710,9.7,58600,5.5,46110,4.3,950,32.4,60,1.9
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,six half terms,CINO at 31 March,State-funded alternative provision school,150,47240,26340,55.8,9350,19.8,16990,36,140,91.9,80,55.7
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,six half terms,CINO at 31 March,Special,1640,599130,85300,14.2,59300,9.9,26000,4.3,590,35.7,130,8
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,six half terms,CINO at 31 March,Total,17270,6145280,1093430,17.8,522690,8.5,570750,9.3,8170,47.3,1990,11.5
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,six half terms,CINO at 31 March,State-funded secondary,6600,2264110,585880,25.9,221760,9.8,364130,16.1,4140,62.7,1330,20.2
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,six half terms,CINO at 31 March,State-funded primary,7550,2765130,283670,10.3,157210,5.7,126460,4.6,2600,34.4,160,2.2
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,six half terms,CINO at 31 March,State-funded alternative provision school,400,121860,69550,57.1,29870,24.5,39680,32.6,380,94.7,240,60.7
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,six half terms,CINO at 31 March,Special,2720,994180,154330,15.5,113850,11.5,40480,4.1,1060,39.1,250,9.2
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,six half terms,CINO at 31 March,Total,11920,4206480,795560,18.9,356360,8.5,439210,10.4,5990,50.3,1490,12.5
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,six half terms,CINO at 31 March,State-funded secondary,4680,1600240,455210,28.4,161800,10.1,293410,18.3,3140,67,1080,23.1
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,six half terms,CINO at 31 March,State-funded primary,5500,1993840,224430,11.3,117450,5.9,106980,5.4,2060,37.4,160,2.9
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,six half terms,CINO at 31 March,State-funded alternative provision school,230,73860,33260,45,15230,20.6,18030,24.4,190,81.2,110,45.7
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,six half terms,CINO at 31 March,Special,1500,538540,82670,15.4,61880,11.5,20790,3.9,600,40.3,130,8.9
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,six half terms,CINO at 31 March,Total,8300,2943100,526790,17.9,276200,9.4,250590,8.5,3970,47.8,940,11.3
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,six half terms,CINO at 31 March,State-funded secondary,3420,1180970,304650,25.8,138200,11.7,166460,14.1,2150,62.9,660,19.4
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,six half terms,CINO at 31 March,State-funded primary,3610,1315870,136670,10.4,80240,6.1,56430,4.3,1210,33.6,90,2.4
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,six half terms,CINO at 31 March,State-funded alternative provision school,150,46160,24550,53.2,10850,23.5,13700,29.7,150,94.8,90,58.4
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,six half terms,CINO at 31 March,Special,1120,400100,60920,15.2,46920,11.7,14010,3.5,460,40.9,100,8.8
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,six half terms,CINO at 31 March,Total,12290,4325080,758840,17.5,400980,9.3,357860,8.3,5700,46.3,1390,11.3
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,six half terms,CINO at 31 March,State-funded secondary,4650,1563420,402930,25.8,174690,11.2,228240,14.6,2890,62.3,940,20.2
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,six half terms,CINO at 31 March,State-funded primary,5170,1878170,201370,10.7,115390,6.1,85990,4.6,1740,33.8,140,2.8
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,six half terms,CINO at 31 March,State-funded alternative provision school,220,63940,34370,53.7,18360,28.7,16010,25,210,94.1,120,55.4
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,six half terms,CINO at 31 March,Special,2260,819540,120170,14.7,92550,11.3,27620,3.4,850,37.6,190,8.3
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,Total,8790,3097940,608230,19.6,347340,11.2,260880,8.4,4470,50.8,1190,13.5
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,State-funded secondary,3040,1032340,295060,28.6,132120,12.8,162940,15.8,2020,66.5,710,23.5
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,State-funded primary,3320,1193380,160030,13.4,98210,8.2,61820,5.2,1420,42.6,170,5.1
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,State-funded alternative provision school,200,63460,37250,58.7,22520,35.5,14730,23.2,190,94.1,130,65.2
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,Special,2230,808760,115880,14.3,94490,11.7,21390,2.6,840,37.6,170,7.8
202324,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,Total,21680,7620830,1156130,15.2,605820,7.9,550300,7.2,9480,43.7,1760,8.1
202324,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,State-funded secondary,8170,2755670,561090,20.4,226240,8.2,334850,12.2,4540,55.5,1090,13.3
202324,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,State-funded primary,8500,3087870,307180,9.9,177640,5.8,129530,4.2,2760,32.5,180,2.1
202324,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,State-funded alternative provision school,480,136990,64130,46.8,26400,19.3,37730,27.5,430,89.6,220,45.7
202324,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,Special,4530,1640310,223740,13.6,175550,10.7,48190,2.9,1750,38.7,270,6
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,Total,18220,6441450,1165760,18.1,656310,10.2,509450,7.9,9020,49.5,2090,11.5
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,State-funded secondary,6660,2260890,605850,26.8,279760,12.4,326090,14.4,4320,64.8,1400,21
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,State-funded primary,7340,2662300,319630,12,195540,7.3,124090,4.7,2900,39.5,290,3.9
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,State-funded alternative provision school,220,64780,34150,52.7,16210,25,17930,27.7,200,91.2,130,58.1
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,Special,4000,1453490,206140,14.2,164800,11.3,41340,2.8,1600,40,280,7
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,Total,10210,3566860,739040,20.7,395070,11.1,343970,9.6,5460,53.5,1480,14.5
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,State-funded secondary,4230,1420870,429830,30.3,196540,13.8,233300,16.4,2930,69.2,1070,25.4
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,State-funded primary,4320,1559450,189820,12.2,117460,7.5,72360,4.6,1700,39.4,150,3.4
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,State-funded alternative provision school,220,68400,34250,50.1,18260,26.7,15990,23.4,210,95.5,110,51.8
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,Special,1440,518140,85140,16.4,62820,12.1,22330,4.3,620,43.1,150,10.1
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,Total,8600,3003730,449320,15,228350,7.6,220980,7.4,3770,43.8,660,7.7
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,State-funded secondary,3370,1126590,216830,19.2,86290,7.7,130540,11.6,1820,54.1,400,11.8
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,State-funded primary,3500,1270180,127530,10,73310,5.8,54210,4.3,1150,32.9,80,2.1
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,State-funded alternative provision school,230,66600,30570,45.9,10710,16.1,19860,29.8,200,87.4,100,42.9
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,Special,1500,540360,74400,13.8,58040,10.7,16360,3,590,39.6,90,5.9
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,Total,13080,4617110,706810,15.3,377480,8.2,329330,7.1,5710,43.7,1100,8.4
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,State-funded secondary,4800,1629080,344260,21.1,139950,8.6,204310,12.5,2710,56.5,690,14.4
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,State-funded primary,5000,1817690,179650,9.9,104330,5.7,75320,4.1,1610,32.2,110,2.1
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,State-funded alternative provision school,250,70390,33550,47.7,15690,22.3,17870,25.4,230,91.5,120,48.4
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,Special,3040,1099950,149340,13.6,117510,10.7,31830,2.9,1160,38.2,180,6
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,Total,944,334787,54679,16.3,27976,8.4,26703,8,451,47.8,85,9
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,State-funded secondary,276,95329,22112,23.2,9449,9.9,12663,13.3,188,68.1,41,14.9
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,State-funded primary,437,156630,17316,11.1,10340,6.6,6976,4.5,165,37.8,11,2.5
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,State-funded alternative provision school,18,5792,4049,69.9,278,4.8,3771,65.1,18,100,13,72.2
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,Special,213,77036,11202,14.5,7909,10.3,3293,4.3,80,37.6,20,9.4
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,Total,313,113325,16032,14.1,9476,8.4,6556,5.8,131,41.9,20,6.4
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,State-funded secondary,92,31837,6350,19.9,3544,11.1,2806,8.8,55,59.8,10,10.9
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,State-funded primary,162,60237,6134,10.2,4160,6.9,1974,3.3,52,32.1,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,State-funded alternative provision school,10,3202,1322,41.3,699,21.8,623,19.5,10,100,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,Special,49,18049,2226,12.3,1073,5.9,1153,6.4,14,28.6,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,Total,446,160382,25981,16.2,13502,8.4,12479,7.8,186,41.7,40,9
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,State-funded secondary,147,50934,13886,27.3,4832,9.5,9054,17.8,93,63.3,30,20.4
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,State-funded primary,176,64635,6072,9.4,3922,6.1,2150,3.3,58,33,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,State-funded alternative provision school,12,3846,1988,51.7,1124,29.2,864,22.5,10,83.3,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,Special,111,40967,4035,9.8,3624,8.8,411,1,25,22.5,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,Total,539,191843,40683,21.2,17275,9,23408,12.2,296,54.9,84,15.6
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,State-funded secondary,220,75171,26089,34.7,9447,12.6,16642,22.1,173,78.6,66,30
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,State-funded primary,260,95600,9840,10.3,5024,5.3,4816,5,95,36.5,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,State-funded alternative provision school,13,4292,2571,59.9,1499,34.9,1072,25,12,92.3,10,76.9
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,Special,46,16780,2183,13,1305,7.8,878,5.2,16,34.8,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,Total,447,157964,34279,21.7,13130,8.3,21149,13.4,229,51.2,79,17.7
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,State-funded secondary,172,58700,19580,33.4,5342,9.1,14238,24.3,118,68.6,52,30.2
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,State-funded primary,190,69322,6723,9.7,3114,4.5,3609,5.2,63,33.2,6,3.2
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,State-funded alternative provision school,13,3596,2124,59.1,719,20,1405,39.1,11,84.6,8,61.5
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,Special,72,26346,5852,22.2,3955,15,1897,7.2,37,51.4,13,18.1
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,Total,885,319260,57657,18.1,23942,7.5,33715,10.6,385,43.5,111,12.5
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,State-funded secondary,312,107691,29475,27.4,8786,8.2,20689,19.2,193,61.9,73,23.4
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,State-funded primary,320,119080,10821,9.1,5147,4.3,5674,4.8,89,27.8,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,State-funded alternative provision school,14,4899,3234,66,818,16.7,2416,49.3,13,92.9,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,Special,239,87590,14127,16.1,9191,10.5,4936,5.6,90,37.7,25,10.5
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,Total,488,171317,32341,18.9,17268,10.1,15073,8.8,243,49.8,59,12.1
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,State-funded secondary,162,55251,14925,27,7014,12.7,7911,14.3,114,70.4,30,18.5
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,State-funded primary,183,65994,7215,10.9,3494,5.3,3721,5.6,67,36.6,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,State-funded alternative provision school,19,5471,3030,55.4,1710,31.3,1320,24.1,16,84.2,12,63.2
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,Special,124,44601,7171,16.1,5050,11.3,2121,4.8,46,37.1,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,Total,832,302262,47426,15.7,28127,9.3,19299,6.4,343,41.2,72,8.7
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,State-funded secondary,275,97672,22095,22.6,11081,11.3,11014,11.3,148,53.8,43,15.6
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,State-funded primary,288,106529,9827,9.2,5999,5.6,3828,3.6,83,28.8,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,State-funded alternative provision school,c,c,c,c,c,c,c,c,c,c,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,Special,c,c,c,c,c,c,c,c,c,c,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,Total,468,167670,26130,15.6,13296,7.9,12834,7.7,206,44,45,9.6
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,State-funded secondary,148,51001,12763,25,5360,10.5,7403,14.5,95,64.2,30,20.3
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,State-funded primary,205,74989,6519,8.7,2998,4,3521,4.7,60,29.3,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,State-funded alternative provision school,12,3896,2272,58.3,1089,28,1183,30.4,12,100,8,66.7
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,Special,103,37784,4576,12.1,3849,10.2,727,1.9,39,37.9,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,Total,362,130187,20641,15.9,12088,9.3,8553,6.6,162,44.8,33,9.1
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,State-funded secondary,116,41092,10880,26.5,5253,12.8,5627,13.7,79,68.1,26,22.4
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,State-funded primary,126,45625,4414,9.7,3231,7.1,1183,2.6,41,32.5,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,State-funded alternative provision school,10,3351,900,26.9,242,7.2,658,19.6,c,c,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,Special,110,40119,4447,11.1,3362,8.4,1085,2.7,c,c,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,Total,835,298599,55078,18.4,20592,6.9,34486,11.5,393,47.1,92,11
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,State-funded secondary,301,104038,31840,30.6,8884,8.5,22956,22.1,213,70.8,67,22.3
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,State-funded primary,371,136062,12940,9.5,6674,4.9,6266,4.6,115,31,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,State-funded alternative provision school,17,5308,3268,61.6,555,10.5,2713,51.1,17,100,11,64.7
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,Special,146,53191,7030,13.2,4479,8.4,2551,4.8,48,32.9,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,Total,599,216713,32621,15.1,15639,7.2,16982,7.8,251,41.9,48,8
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,State-funded secondary,215,74715,17205,23,6068,8.1,11137,14.9,133,61.9,30,14
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,State-funded primary,215,79803,6892,8.6,4497,5.6,2395,3,63,29.3,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,State-funded alternative provision school,7,2504,1069,42.7,315,12.6,754,30.1,c,c,c,c
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,Special,162,59691,7455,12.5,4759,8,2696,4.5,c,c,12,7.4
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,Total,467,162921,31210,19.2,15744,9.7,15466,9.5,254,54.4,54,11.6
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,State-funded secondary,198,64783,17600,27.2,7935,12.2,9665,14.9,132,66.7,41,20.7
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,State-funded primary,198,72160,8315,11.5,4739,6.6,3576,5,86,43.4,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,State-funded alternative provision school,10,3501,2566,73.3,692,19.8,1874,53.5,10,100,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,Special,61,22477,2729,12.1,2378,10.6,351,1.6,26,42.6,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,Total,407,139647,26233,18.8,10443,7.5,15790,11.3,213,52.3,55,13.5
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,State-funded secondary,151,47628,14020,29.4,3542,7.4,10478,22,108,71.5,36,23.8
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,State-funded primary,153,55483,6255,11.3,2653,4.8,3602,6.5,68,44.4,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,State-funded alternative provision school,11,3059,2256,73.7,1054,34.5,1202,39.3,11,100,10,90.9
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,Special,92,33477,3702,11.1,3194,9.5,508,1.5,26,28.3,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,Total,445,158189,25353,16,13725,8.7,11628,7.4,200,44.9,43,9.7
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,State-funded secondary,179,62285,14126,22.7,6264,10.1,7862,12.6,103,57.5,29,16.2
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,State-funded primary,211,77332,7350,9.5,4564,5.9,2786,3.6,72,34.1,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,State-funded alternative provision school,15,4125,2022,49,1325,32.1,697,16.9,15,100,8,53.3
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,Special,40,14447,1855,12.8,1572,10.9,283,2,10,25,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,Total,423,147228,31471,21.4,15156,10.3,16315,11.1,221,52.2,70,16.5
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,State-funded secondary,187,64400,18280,28.4,7070,11,11210,17.4,124,66.3,46,24.6
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,State-funded primary,171,60937,6326,10.4,4145,6.8,2181,3.6,57,33.3,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,State-funded alternative provision school,22,6821,3810,55.9,1340,19.6,2470,36.2,21,95.5,12,54.5
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,Special,43,15070,3055,20.3,2601,17.3,454,3,19,44.2,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,six half terms,CINO at 31 March,Total,448,156244,28823,18.4,16516,10.6,12307,7.9,206,46,60,13.4
202324,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,six half terms,CINO at 31 March,State-funded secondary,189,63673,17448,27.4,8189,12.9,9259,14.5,119,63,42,22.2
202324,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,six half terms,CINO at 31 March,State-funded primary,198,71823,6263,8.7,4452,6.2,1811,2.5,55,27.8,c,c
202324,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,six half terms,CINO at 31 March,State-funded alternative provision school,7,1773,1002,56.5,506,28.5,496,28,c,c,c,c
