time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_read_eligible_pupils,t_read_met_expected_standard,pt_read_met_expected_standard,t_writta_eligible_pupils,t_writta_met_expected_standard,pt_writta_met_expected_standard,t_mat_eligible_pupils,t_mat_met_expected_standard,pt_mat_met_expected_standard,t_rwm_eligible_pupils,t_rwm_met_expected_standard,pt_rwm_met_expected_standard,t_gps_eligible_pupils,t_gps_met_expected_standard,pt_gps_met_expected_standard,t_scita_eligible_pupils,t_scita_met_expected_standard,pt_scita_met_expected_standard,t_read_progress_eligible_pupils,t_read_progress_score,avg_read_progress_score,avg_read_progress_score_lower_CI,avg_read_progress_score_upper_CI,t_writta_progress_eligible_pupils,t_writta_progress_score,avg_writta_progress_score,avg_writta_progress_score_lower_CI,avg_writta_progress_score_upper_CI,t_mat_progress_eligible_pupils,t_mat_progress_score,avg_mat_progress_score,avg_mat_progress_score_lower_CI,avg_mat_progress_score_upper_CI
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CINO at 31 March,Final,32,18,56,32,16,50,32,17,53,32,14,44,32,19,59,32,21,66,31,-54.69,-1.76,-3.98,0.45,31,-63.15,-2.04,-4.17,0.09,31,-35.29,-1.14,-3.22,0.94
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CINO at 31 March,Final,63,32,51,63,25,40,62,30,48,62,21,34,63,30,48,63,31,49,62,-141.36,-2.28,-3.85,-0.71,62,-162.24,-2.62,-4.12,-1.11,61,-164.1,-2.69,-4.17,-1.21
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CINO at 31 March,Final,103,40,39,103,38,37,103,34,33,103,27,26,103,36,35,103,40,39,89,-223.14,-2.51,-3.81,-1.2,90,-148.2,-1.65,-2.9,-0.4,88,-268.04,-3.05,-4.28,-1.81
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CINO at 31 March,Final,67,27,40,67,24,36,67,28,42,67,16,24,67,27,40,67,32,48,62,-217.75,-3.51,-5.08,-1.95,63,-273.05,-4.33,-5.83,-2.84,62,-213.19,-3.44,-4.91,-1.97
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CINO at 31 March,Final,71,28,39,71,30,42,71,29,41,71,22,31,71,32,45,71,32,45,63,-85.81,-1.36,-2.92,0.19,64,-73.77,-1.15,-2.63,0.33,63,-130.91,-2.08,-3.54,-0.62
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CINO at 31 March,Final,107,52,49,107,46,43,107,53,50,107,32,30,107,47,44,107,60,56,101,-158.53,-1.57,-2.8,-0.34,103,-151.68,-1.47,-2.64,-0.3,101,-142.09,-1.41,-2.56,-0.25
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CINO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CINO at 31 March,Final,58,21,36,58,21,36,58,24,41,58,15,26,58,20,34,58,26,45,55,-126.3,-2.3,-3.96,-0.63,55,-123.58,-2.25,-3.85,-0.65,56,-132.63,-2.37,-3.92,-0.82
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CINO at 31 March,Final,217,94,43,217,94,43,217,95,44,217,62,29,217,103,47,217,118,54,199,-371.35,-1.87,-2.74,-0.99,201,-336.4,-1.67,-2.51,-0.84,199,-388.28,-1.95,-2.77,-1.13
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CINO at 31 March,Final,118,52,44,118,44,37,118,47,40,118,31,26,118,54,46,118,59,50,109,-277.79,-2.55,-3.73,-1.37,108,-363.08,-3.36,-4.5,-2.22,108,-270.19,-2.5,-3.62,-1.39
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CINO at 31 March,Final,69,21,30,69,22,32,69,20,29,69,14,20,69,21,30,69,26,38,62,-223.19,-3.6,-5.17,-2.03,64,-180.48,-2.82,-4.3,-1.34,62,-219.57,-3.54,-5.01,-2.07
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CINO at 31 March,Final,31,11,35,31,8,26,31,11,35,31,7,23,31,9,29,31,14,45,29,-101.08,-3.49,-5.77,-1.2,30,-83.39,-2.78,-4.94,-0.62,28,-50.72,-1.81,-4,0.38
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CINO at 31 March,Final,74,41,55,74,36,49,74,38,51,74,27,36,74,42,57,74,42,57,66,-64.34,-0.97,-2.49,0.54,67,-136.15,-2.03,-3.48,-0.58,62,-29.02,-0.47,-1.94,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CINO at 31 March,Final,42,10,24,42,11,26,42,9,21,42,7,17,42,8,19,42,10,24,21,-88.13,-4.2,-6.89,-1.51,21,-67.93,-3.23,-5.82,-0.65,21,-91.48,-4.36,-6.89,-1.83
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CINO at 31 March,Final,55,28,51,55,26,47,55,26,47,55,17,31,55,22,40,55,35,64,51,-14.84,-0.29,-2.02,1.44,53,-23.59,-0.45,-2.07,1.18,51,-86.97,-1.71,-3.33,-0.08
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CINO at 31 March,Final,153,64,42,152,63,41,154,63,41,152,48,32,153,61,40,152,66,43,136,-369.34,-2.72,-3.77,-1.66,138,-213.03,-1.54,-2.55,-0.53,135,-317.62,-2.35,-3.35,-1.36
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CINO at 31 March,Final,96,45,47,96,50,52,96,45,47,96,36,38,96,49,51,96,54,56,88,-239.99,-2.73,-4.04,-1.41,88,-88.15,-1,-2.27,0.26,88,-264.62,-3.01,-4.24,-1.77
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CINO at 31 March,Final,29,12,41,29,9,31,29,9,31,29,7,24,29,10,34,29,10,34,27,2.22,0.08,-2.29,2.45,27,-43.76,-1.62,-3.9,0.66,27,-34.88,-1.29,-3.52,0.94
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CINO at 31 March,Final,70,35,50,70,37,53,70,35,50,70,27,39,70,38,54,70,38,54,65,-148.51,-2.28,-3.81,-0.76,64,-11.36,-0.18,-1.66,1.3,64,-163.77,-2.56,-4.01,-1.11
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CINO at 31 March,Final,135,58,43,135,49,36,135,45,33,135,33,24,135,54,40,135,62,46,122,-254.41,-2.09,-3.2,-0.97,126,-280.54,-2.23,-3.28,-1.17,122,-384.47,-3.15,-4.2,-2.1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CINO at 31 March,Final,85,46,54,85,41,48,85,41,48,85,34,40,85,43,51,85,44,52,78,-52.6,-0.67,-2.07,0.72,80,-94.92,-1.19,-2.51,0.14,77,-127.45,-1.66,-2.98,-0.33
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CINO at 31 March,Final,92,27,29,92,26,28,92,22,24,92,15,16,92,20,22,92,32,35,81,-208.75,-2.58,-3.95,-1.21,82,-203.11,-2.48,-3.79,-1.17,81,-290.66,-3.59,-4.88,-2.3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CINO at 31 March,Final,42,6,14,42,6,14,42,8,19,42,c,c,42,9,21,42,9,21,30,-118.69,-3.96,-6.21,-1.71,31,-132.47,-4.27,-6.4,-2.14,29,-118.43,-4.08,-6.24,-1.93
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CINO at 31 March,Final,68,28,41,67,25,37,68,22,32,67,15,22,68,23,34,67,28,42,57,-128.9,-2.26,-3.89,-0.63,57,-174.38,-3.06,-4.63,-1.49,57,-185.79,-3.26,-4.79,-1.72
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CINO at 31 March,Final,37,13,35,37,10,27,37,13,35,37,9,24,37,12,32,37,16,43,33,-45.07,-1.37,-3.51,0.78,33,-89.51,-2.71,-4.78,-0.65,33,-60.88,-1.84,-3.86,0.17
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CINO at 31 March,Final,167,52,31,166,51,31,167,48,29,166,30,18,167,43,26,166,56,34,131,-263.83,-2.01,-3.09,-0.94,134,-264.04,-1.97,-2.99,-0.95,130,-429.54,-3.3,-4.32,-2.29
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CINO at 31 March,Final,195,67,34,194,61,31,195,65,33,194,46,24,195,60,31,194,74,38,177,-698.39,-3.95,-4.87,-3.02,181,-660.41,-3.65,-4.53,-2.77,177,-813.63,-4.6,-5.47,-3.73
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CINO at 31 March,Final,32,16,50,32,10,31,32,12,38,32,9,28,32,9,28,32,14,44,28,-96.3,-3.44,-5.77,-1.11,28,-110.44,-3.94,-6.18,-1.7,28,-97.86,-3.49,-5.69,-1.3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CINO at 31 March,Final,116,38,33,117,31,26,117,35,30,116,19,16,117,33,28,117,49,42,97,-319.47,-3.29,-4.55,-2.04,99,-326.33,-3.3,-4.49,-2.1,98,-263.28,-2.69,-3.86,-1.52
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CINO at 31 March,Final,17,7,41,17,6,35,17,6,35,17,c,c,17,7,41,17,6,35,15,-25.1,-1.67,-4.86,1.51,16,-65.28,-4.08,-7.04,-1.12,16,-49.14,-3.07,-5.97,-0.17
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CINO at 31 March,Final,29,8,28,29,9,31,29,9,31,29,c,c,29,8,28,29,13,45,28,-141.22,-5.04,-7.37,-2.71,28,-73.27,-2.62,-4.86,-0.38,27,-120.45,-4.46,-6.69,-2.23
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CINO at 31 March,Final,85,32,38,84,33,39,85,29,34,84,21,25,85,30,35,84,33,39,74,-271.22,-3.67,-5.1,-2.23,77,-290.93,-3.78,-5.13,-2.43,74,-300.49,-4.06,-5.41,-2.71
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CINO at 31 March,Final,39,22,56,39,19,49,39,21,54,39,17,44,39,23,59,39,21,54,34,-31.71,-0.93,-3.05,1.18,36,-82.14,-2.28,-4.26,-0.31,35,-96.69,-2.76,-4.72,-0.8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CINO at 31 March,Final,38,18,47,38,18,47,38,16,42,38,15,39,38,18,47,38,18,47,38,-115.91,-3.05,-5.05,-1.05,38,-156.1,-4.11,-6.03,-2.18,38,-133.56,-3.51,-5.4,-1.63
202223,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CINO at 31 March,Final,48,19,40,48,13,27,48,11,23,48,9,19,48,14,29,48,19,40,46,-162.2,-3.53,-5.34,-1.71,46,-211.1,-4.59,-6.34,-2.84,46,-286.61,-6.23,-7.94,-4.52
202223,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CINO at 31 March,Final,138,57,41,138,51,37,138,48,35,138,40,29,138,53,38,138,55,40,112,-336.63,-3.01,-4.17,-1.84,112,-346.87,-3.1,-4.22,-1.98,112,-365.99,-3.27,-4.36,-2.17
202223,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CINO at 31 March,Final,97,42,43,97,36,37,97,36,37,97,27,28,97,35,36,96,48,50,85,-251.26,-2.96,-4.29,-1.62,89,-355.08,-3.99,-5.25,-2.73,86,-338.55,-3.94,-5.19,-2.69
202223,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CINO at 31 March,Final,316,151,48,316,130,41,316,132,42,316,97,31,316,144,46,315,166,53,293,-887.72,-3.03,-3.75,-2.31,295,-1002.55,-3.4,-4.09,-2.71,288,-1062.07,-3.69,-4.37,-3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CINO at 31 March,Final,47,17,36,47,20,43,47,21,45,47,15,32,47,20,43,47,21,45,45,-269.71,-5.99,-7.83,-4.16,45,-177.22,-3.94,-5.71,-2.17,44,-146.88,-3.34,-5.09,-1.59
202223,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CINO at 31 March,Final,358,141,39,357,138,39,357,118,33,356,89,25,358,132,37,355,158,45,322,-1194.71,-3.71,-4.4,-3.02,325,-969.05,-2.98,-3.64,-2.32,320,-1547.86,-4.84,-5.49,-4.19
202223,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CINO at 31 March,Final,85,34,40,85,30,35,85,29,34,85,24,28,85,26,31,85,37,44,79,-293.65,-3.72,-5.1,-2.33,81,-284.4,-3.51,-4.83,-2.19,78,-324.75,-4.16,-5.48,-2.85
202223,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CINO at 31 March,Final,110,37,34,109,34,31,110,33,30,109,24,22,110,35,32,109,47,43,93,-334.44,-3.6,-4.87,-2.32,96,-342.83,-3.57,-4.78,-2.36,93,-453.47,-4.88,-6.08,-3.67
202223,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CINO at 31 March,Final,108,44,41,108,37,34,107,31,29,107,19,18,108,41,38,108,58,54,97,-245.73,-2.53,-3.78,-1.28,99,-247.54,-2.5,-3.69,-1.31,97,-421.13,-4.34,-5.52,-3.16
202223,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CINO at 31 March,Final,37,15,41,37,13,35,37,17,46,37,9,24,37,14,38,37,20,54,36,-111.39,-3.09,-5.15,-1.04,36,-165.54,-4.6,-6.57,-2.62,35,-103.52,-2.96,-4.92,-1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CINO at 31 March,Final,55,24,44,55,20,36,55,21,38,55,12,22,55,23,42,55,28,51,48,-134.43,-2.8,-4.58,-1.02,48,-166.51,-3.47,-5.18,-1.76,47,-143.15,-3.05,-4.74,-1.35
202223,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CINO at 31 March,Final,36,18,50,36,17,47,36,19,53,36,15,42,36,20,56,35,19,54,29,-16.01,-0.55,-2.84,1.74,29,-38.93,-1.34,-3.54,0.86,29,-50.97,-1.76,-3.91,0.39
202223,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CINO at 31 March,Final,81,32,40,81,30,37,81,24,30,81,24,30,81,29,36,81,29,36,67,-143.73,-2.15,-3.65,-0.64,68,-151.94,-2.23,-3.67,-0.8,69,-293.55,-4.25,-5.65,-2.86
202223,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CINO at 31 March,Final,187,70,37,187,64,34,187,58,31,187,44,24,187,67,36,187,73,39,170,-376.76,-2.22,-3.16,-1.27,170,-364.5,-2.14,-3.05,-1.23,169,-536.39,-3.17,-4.07,-2.28
202223,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CINO at 31 March,Final,42,16,38,42,14,33,42,14,33,42,11,26,42,13,31,42,18,43,38,-98.58,-2.59,-4.59,-0.59,40,-114.49,-2.86,-4.74,-0.99,39,-118.63,-3.04,-4.9,-1.19
202223,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CINO at 31 March,Final,194,78,40,193,67,35,194,67,35,193,52,27,194,70,36,193,87,45,175,-468.36,-2.68,-3.61,-1.74,174,-616.41,-3.54,-4.44,-2.64,175,-644.8,-3.68,-4.56,-2.81
202223,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CINO at 31 March,Final,22,11,50,22,7,32,22,11,50,22,c,c,22,11,50,22,14,64,19,-51.12,-2.69,-5.52,0.14,19,-65.34,-3.44,-6.16,-0.72,19,-33.76,-1.78,-4.44,0.88
202223,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CINO at 31 March,Final,40,25,63,40,16,40,40,18,45,40,13,33,40,19,48,40,24,60,40,-0.83,-0.02,-1.97,1.93,40,-90.64,-2.27,-4.14,-0.39,40,-46.25,-1.16,-2.99,0.68
202223,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CINO at 31 March,Final,28,11,39,28,10,36,28,8,29,28,c,c,28,9,32,28,13,46,27,-58.98,-2.18,-4.56,0.19,28,-52.36,-1.87,-4.11,0.37,26,-50.16,-1.93,-4.2,0.34
202223,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CINO at 31 March,Final,68,23,34,67,25,37,68,23,34,67,18,27,68,23,34,67,31,46,62,-243.96,-3.93,-5.5,-2.37,61,-225.44,-3.7,-5.21,-2.18,62,-210.07,-3.39,-4.86,-1.92
202223,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CINO at 31 March,Final,62,22,35,62,19,31,62,19,31,62,13,21,62,19,31,62,21,34,55,-141.69,-2.58,-4.24,-0.91,56,-146.42,-2.61,-4.2,-1.03,54,-156.81,-2.9,-4.48,-1.33
202223,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CINO at 31 March,Final,112,42,38,112,44,39,112,44,39,112,31,28,112,46,41,112,48,43,105,-246.44,-2.35,-3.55,-1.14,109,-247.06,-2.27,-3.4,-1.13,103,-241.73,-2.35,-3.49,-1.2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CINO at 31 March,Final,141,62,44,141,49,35,141,57,40,141,37,26,141,58,41,140,65,46,126,-236.37,-1.88,-2.97,-0.78,128,-400.59,-3.13,-4.18,-2.08,124,-358.56,-2.89,-3.93,-1.85
202223,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CINO at 31 March,Final,54,18,33,54,20,37,54,19,35,54,10,19,54,22,41,54,24,44,46,-140.6,-3.06,-4.87,-1.24,44,-137.83,-3.13,-4.92,-1.35,44,-118.98,-2.7,-4.45,-0.96
202223,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CINO at 31 March,Final,119,56,47,119,51,43,119,48,40,119,31,26,119,54,45,119,63,53,103,-175.38,-1.7,-2.92,-0.49,107,-216.97,-2.03,-3.17,-0.88,102,-256.14,-2.51,-3.66,-1.36
202223,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CINO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,0,z,z,z,z,0,z,z,z,z,0,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CINO at 31 March,Final,25,7,28,c,c,c,25,7,28,25,c,c,25,7,28,25,9,36,23,-106.41,-4.63,-7.2,-2.06,22,-116.11,-5.28,-7.81,-2.75,22,-139.1,-6.32,-8.79,-3.85
202223,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CINO at 31 March,Final,53,23,43,53,21,40,53,21,40,53,16,30,53,21,40,52,26,50,51,-142.52,-2.79,-4.52,-1.07,51,-110.16,-2.16,-3.82,-0.5,51,-155.04,-3.04,-4.66,-1.42
202223,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E06000066,CINO at 31 March,Final,82,33,40,81,25,31,82,28,34,81,19,23,82,29,35,81,39,48,68,-163.65,-2.41,-3.9,-0.91,69,-201.89,-2.93,-4.35,-1.5,67,-187.96,-2.81,-4.22,-1.39
202223,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CINO at 31 March,Final,69,22,32,69,23,33,69,24,35,69,20,29,69,22,32,69,28,41,59,-249.78,-4.23,-5.84,-2.63,61,-273.23,-4.48,-6,-2.96,59,-216.53,-3.67,-5.18,-2.16
202223,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CINO at 31 March,Final,55,25,45,55,20,36,55,22,40,55,16,29,55,21,38,55,27,49,47,-150.96,-3.21,-5.01,-1.41,47,-183.67,-3.91,-5.64,-2.18,47,-153.1,-3.26,-4.95,-1.57
202223,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CINO at 31 March,Final,46,23,50,46,20,43,45,18,40,45,16,36,46,22,48,46,21,46,43,-103.1,-2.4,-4.28,-0.52,44,-166.67,-3.79,-5.58,-2,42,-173.74,-4.14,-5.93,-2.35
202223,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CINO at 31 March,Final,71,22,31,71,19,27,71,19,27,71,10,14,71,24,34,71,24,34,66,-321.59,-4.87,-6.39,-3.36,67,-307.9,-4.6,-6.04,-3.15,66,-316.99,-4.8,-6.23,-3.38
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CINO at 31 March,Final,45,20,44,45,19,42,45,19,42,45,14,31,45,17,38,45,20,44,42,-133.66,-3.18,-5.08,-1.28,42,-86.51,-2.06,-3.89,-0.23,42,-169.96,-4.05,-5.84,-2.26
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CINO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CINO at 31 March,Final,68,36,53,68,38,56,68,36,53,68,30,44,68,37,54,68,36,53,63,-79.6,-1.26,-2.82,0.29,64,-16.96,-0.26,-1.75,1.22,63,-123.09,-1.95,-3.41,-0.49
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CINO at 31 March,Final,30,20,67,30,19,63,30,22,73,30,16,53,30,19,63,30,21,70,26,-39.04,-1.5,-3.92,0.92,26,-20.97,-0.81,-3.13,1.52,26,-54.05,-2.08,-4.35,0.19
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CINO at 31 March,Final,60,32,53,60,34,57,60,29,48,60,27,45,60,33,55,60,38,63,46,-65.29,-1.42,-3.24,0.4,48,31.93,0.67,-1.05,2.38,46,-101.38,-2.2,-3.91,-0.49
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CINO at 31 March,Final,40,23,57,40,20,50,40,21,53,40,16,40,40,20,50,40,23,57,38,-22.51,-0.59,-2.59,1.41,38,-41.85,-1.1,-3.02,0.82,37,-52.59,-1.42,-3.33,0.48
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CINO at 31 March,Final,16,7,44,16,10,63,16,10,63,16,6,38,16,10,63,16,13,81,13,16.94,1.3,-2.12,4.72,14,42.6,3.04,-0.13,6.21,13,52.93,4.07,0.86,7.29
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CINO at 31 March,Final,71,46,65,71,39,55,71,44,62,71,38,54,71,38,54,71,46,65,64,-59.81,-0.93,-2.48,0.61,64,-208.72,-3.26,-4.74,-1.78,64,-82.3,-1.29,-2.73,0.16
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CINO at 31 March,Final,64,26,41,64,23,36,64,26,41,64,19,30,64,27,42,64,29,45,57,-210.72,-3.7,-5.33,-2.06,57,-226.91,-3.98,-5.55,-2.41,57,-206.53,-3.62,-5.16,-2.09
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CINO at 31 March,Final,118,53,45,118,51,43,118,54,46,118,44,37,118,53,45,118,59,50,106,-297.65,-2.81,-4.01,-1.61,107,-178.56,-1.67,-2.81,-0.52,105,-169.29,-1.61,-2.74,-0.48
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CINO at 31 March,Final,76,31,41,76,28,37,76,25,33,76,20,26,76,28,37,76,35,46,67,-146.05,-2.18,-3.69,-0.67,67,-87.84,-1.31,-2.76,0.14,67,-168.48,-2.51,-3.93,-1.1
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CINO at 31 March,Final,99,56,57,99,57,58,99,60,61,99,50,51,99,55,56,99,63,64,94,-88.05,-0.94,-2.21,0.33,95,-72.82,-0.77,-1.98,0.45,93,-34.92,-0.38,-1.58,0.83
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CINO at 31 March,Final,51,32,63,51,26,51,51,30,59,51,24,47,51,29,57,51,28,55,45,-52.15,-1.16,-3,0.68,47,-44.99,-0.96,-2.69,0.77,46,-19.24,-0.42,-2.13,1.29
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CINO at 31 March,Final,26,20,77,26,18,69,26,16,62,26,15,58,26,18,69,26,18,69,23,-6.08,-0.26,-2.83,2.31,23,-23.55,-1.02,-3.5,1.45,23,-45.89,-2,-4.41,0.42
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CINO at 31 March,Final,59,25,42,59,24,41,59,21,36,59,16,27,59,25,42,59,31,53,51,-129.35,-2.54,-4.26,-0.81,53,-91.98,-1.74,-3.36,-0.11,51,-146.91,-2.88,-4.5,-1.26
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CINO at 31 March,Final,46,29,63,46,23,50,46,21,46,46,15,33,46,26,57,46,28,61,39,114.9,2.95,0.97,4.92,39,19.43,0.5,-1.4,2.4,39,-19.89,-0.51,-2.37,1.35
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CINO at 31 March,Final,64,24,38,64,24,38,64,23,36,64,18,28,64,17,27,64,25,39,55,-123.7,-2.25,-3.91,-0.59,56,-125.21,-2.24,-3.82,-0.65,55,-144.63,-2.63,-4.19,-1.07
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CINO at 31 March,Final,101,43,43,101,46,46,101,49,49,101,36,36,101,50,50,101,49,49,91,-44.81,-0.49,-1.78,0.8,91,30.67,0.34,-0.91,1.58,91,17,0.19,-1.03,1.4
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CINO at 31 March,Final,95,45,47,95,41,43,95,41,43,95,34,36,95,43,45,95,49,52,82,-113.52,-1.38,-2.75,-0.02,84,-134.1,-1.6,-2.89,-0.3,83,-206.58,-2.49,-3.76,-1.22
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CINO at 31 March,Final,90,33,37,90,28,31,91,28,31,89,20,22,91,31,34,90,38,42,86,-214.14,-2.49,-3.82,-1.16,85,-274.62,-3.23,-4.52,-1.94,86,-266.6,-3.1,-4.35,-1.85
