time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,absence_terms,social_care_group,phase_type_grouping,t_pupils,t_sess_possible,t_sess_overall,pt_overall,t_sess_authorised,pt_sess_authorised,t_sess_unauthorised,pt_sess_unauthorised,t_pupils_pa_10_exact,pt_pupils_pa_10_exact,t_pupils_pa_50_exact,pt_pupils_pa_50_exact
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,six half terms,CINO at 31 March,State-funded primary,5720,2083070,226480,10.9,129030,6.2,97450,4.7,1910,33.4,190,3.3
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,six half terms,CINO at 31 March,State-funded alternative provision school,220,62330,34270,55,16890,27.1,17380,27.9,200,93,130,58.6
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,six half terms,CINO at 31 March,Special,2230,799670,112380,14.1,87160,10.9,25230,3.2,810,36.2,160,7.4
202425,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,Total,8870,3115600,582990,18.7,341690,11,241300,7.7,4300,48.5,1120,12.6
202425,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,State-funded secondary,3000,1022220,285570,27.9,134430,13.2,151140,14.8,1930,64.3,690,22.9
202425,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,State-funded primary,3390,1224180,156250,12.8,99360,8.1,56890,4.6,1360,40.1,170,5
202425,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,State-funded alternative provision school,160,49860,27110,54.4,15310,30.7,11800,23.7,150,92.6,90,57.7
202425,Academic year,Regional,E92000001,England,E12000006,East of England,,,,six half terms,CINO at 31 March,Special,2310,819350,114060,13.9,92590,11.3,21470,2.6,860,37.1,160,7.1
202425,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,Total,21450,7551630,1155550,15.3,604690,8,550860,7.3,9440,44,1820,8.5
202425,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,State-funded secondary,7890,2658900,542100,20.4,217140,8.2,324960,12.2,4340,55,1090,13.8
202425,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,State-funded primary,8390,3058520,318430,10.4,186050,6.1,132390,4.3,2860,34,220,2.6
202425,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,State-funded alternative provision school,460,131810,65780,49.9,25980,19.7,39810,30.2,430,93.7,230,50.3
202425,Academic year,Regional,E92000001,England,E12000007,London,,,,six half terms,CINO at 31 March,Special,4710,1702400,229230,13.5,175530,10.3,53710,3.2,1810,38.5,280,6
202425,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,Total,21880,7742810,1398760,18.1,813420,10.5,585340,7.6,10370,47.4,2630,12
202425,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,State-funded secondary,7890,2675500,731750,27.4,356660,13.3,375090,14,5040,63.9,1780,22.5
202425,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,State-funded primary,9050,3294920,388730,11.8,247120,7.5,141620,4.3,3310,36.6,380,4.1
202425,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,State-funded alternative provision school,290,87500,47290,54,24150,27.6,23140,26.4,260,91,160,56.1
202425,Academic year,Regional,E92000001,England,E12000008,South East,,,,six half terms,CINO at 31 March,Special,4640,1684890,230990,13.7,185500,11,45490,2.7,1760,37.8,310,6.7
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,Total,10050,3538320,705540,19.9,396570,11.2,308970,8.7,5050,50.2,1430,14.2
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,State-funded secondary,4100,1391580,400410,28.8,195720,14.1,204690,14.7,2660,65,980,23.8
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,State-funded primary,4270,1555930,186620,12,118360,7.6,68260,4.4,1560,36.6,190,4.5
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,State-funded alternative provision school,230,68740,35000,50.9,20250,29.5,14750,21.5,220,94.8,120,51.9
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,six half terms,CINO at 31 March,Special,1460,522060,83500,16,62230,11.9,21270,4.1,600,41.2,140,9.5
202425,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,Total,8570,3003580,470490,15.7,236090,7.9,234400,7.8,3910,45.6,730,8.5
202425,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,State-funded secondary,3300,1103340,223490,20.3,85470,7.7,138020,12.5,1830,55.4,440,13.3
202425,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,State-funded primary,3480,1263510,136010,10.8,80100,6.3,55920,4.4,1250,36,80,2.4
202425,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,State-funded alternative provision school,220,63590,31940,50.2,11880,18.7,20050,31.5,200,91.7,120,52.8
202425,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,six half terms,CINO at 31 March,Special,1580,573140,79050,13.8,58650,10.2,20400,3.6,630,39.8,100,6.1
202425,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,Total,12880,4548050,685060,15.1,368600,8.1,316460,7,5530,43,1080,8.4
202425,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,State-funded secondary,4600,1555560,318610,20.5,131670,8.5,186940,12,2520,54.8,650,14.1
202425,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,State-funded primary,4910,1795010,182420,10.2,105950,5.9,76470,4.3,1600,32.6,130,2.7
202425,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,State-funded alternative provision school,240,68220,33850,49.6,14090,20.7,19750,29,230,95.4,120,48.1
202425,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,six half terms,CINO at 31 March,Special,3130,1129260,150180,13.3,116880,10.4,33300,2.9,1190,37.8,190,6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,Total,1041,372073,61250,16.5,32646,8.8,28604,7.7,466,44.8,101,9.7
202425,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,State-funded secondary,315,109488,26431,24.1,11201,10.2,15230,13.9,204,64.8,56,17.8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,State-funded primary,436,157647,15484,9.8,9624,6.1,5860,3.7,141,32.3,10,2.3
202425,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,State-funded alternative provision school,34,11556,5837,50.5,2387,20.7,3450,29.9,32,94.1,16,47.1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,six half terms,CINO at 31 March,Special,256,93382,13498,14.5,9434,10.1,4064,4.4,89,34.8,19,7.4
202425,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,Total,285,101757,16536,16.3,8189,8,8347,8.2,121,42.5,27,9.5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,State-funded secondary,91,31060,8475,27.3,3340,10.8,5135,16.5,62,68.1,17,18.7
202425,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,State-funded primary,136,50151,4368,8.7,2929,5.8,1439,2.9,36,26.5,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,State-funded alternative provision school,11,3593,1806,50.3,707,19.7,1099,30.6,10,90.9,6,54.5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,six half terms,CINO at 31 March,Special,47,16953,1887,11.1,1213,7.2,674,4,13,27.7,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,Total,466,168191,25532,15.2,11836,7,13696,8.1,165,35.4,45,9.7
202425,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,State-funded secondary,145,50722,13206,26,3535,7,9671,19.1,84,57.9,33,22.8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,State-funded primary,189,69499,6162,8.9,3530,5.1,2632,3.8,44,23.3,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,State-funded alternative provision school,6,1955,966,49.4,349,17.9,617,31.6,c,c,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,six half terms,CINO at 31 March,Special,126,46015,5198,11.3,4422,9.6,776,1.7,c,c,8,6.3
202425,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,Total,398,144128,25358,17.6,10605,7.4,14753,10.2,180,45.2,51,12.8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,State-funded secondary,152,54385,14772,27.2,4018,7.4,10754,19.8,96,63.2,31,20.4
202425,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,State-funded primary,195,71778,5855,8.2,3223,4.5,2632,3.7,58,29.7,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,State-funded alternative provision school,14,4515,3376,74.8,2247,49.8,1129,25,14,100,14,100
202425,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,six half terms,CINO at 31 March,Special,37,13450,1355,10.1,1117,8.3,238,1.8,12,32.4,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,Total,425,151911,32281,21.2,13760,9.1,18521,12.2,222,52.2,69,16.2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,State-funded secondary,154,52982,17414,32.9,5463,10.3,11951,22.6,114,74,41,26.6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,State-funded primary,183,67494,6257,9.3,3104,4.6,3153,4.7,62,33.9,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,State-funded alternative provision school,14,4478,3159,70.5,1534,34.3,1625,36.3,13,92.9,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,six half terms,CINO at 31 March,Special,74,26957,5451,20.2,3659,13.6,1792,6.6,33,44.6,14,18.9
202425,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,Total,768,278482,48794,17.5,19387,7,29407,10.6,348,45.3,82,10.7
202425,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,State-funded secondary,272,95812,25403,26.5,6624,6.9,18779,19.6,181,66.5,53,19.5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,State-funded primary,237,87889,8854,10.1,4073,4.6,4781,5.4,80,33.8,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,State-funded alternative provision school,13,4243,1289,30.4,602,14.2,687,16.2,9,69.2,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,six half terms,CINO at 31 March,Special,246,90538,13248,14.6,8088,8.9,5160,5.7,78,31.7,24,9.8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,Total,514,183331,28728,15.7,15441,8.4,13287,7.2,235,45.7,47,9.1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,State-funded secondary,177,60242,14362,23.8,6069,10.1,8293,13.8,122,68.9,28,15.8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,State-funded primary,155,57789,5105,8.8,2734,4.7,2371,4.1,46,29.7,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,State-funded alternative provision school,16,4483,2305,51.4,1374,30.6,931,20.8,16,100,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,six half terms,CINO at 31 March,Special,166,60817,6956,11.4,5264,8.7,1692,2.8,51,30.7,10,6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,Total,725,262397,43075,16.4,24676,9.4,18399,7,315,43.4,76,10.5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,State-funded secondary,222,79332,18730,23.6,9202,11.6,9528,12,134,60.4,39,17.6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,State-funded primary,247,90133,10231,11.4,5108,5.7,5123,5.7,c,c,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,State-funded alternative provision school,7,2177,696,32,467,21.5,229,10.5,c,c,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,six half terms,CINO at 31 March,Special,249,90755,13418,14.8,9899,10.9,3519,3.9,90,36.1,25,10
202425,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,Total,498,177068,30447,17.2,14724,8.3,15723,8.9,222,44.6,64,12.9
202425,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,State-funded secondary,177,59389,17706,29.8,6516,11,11190,18.8,122,68.9,48,27.1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,State-funded primary,217,79287,6605,8.3,3474,4.4,3131,3.9,54,24.9,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,State-funded alternative provision school,9,2940,1039,35.3,348,11.8,691,23.5,c,c,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,six half terms,CINO at 31 March,Special,95,35452,5097,14.4,4386,12.4,711,2,c,c,10,10.5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,Total,294,106617,15498,14.5,9137,8.6,6361,6,119,40.5,16,5.4
202425,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,State-funded secondary,91,31528,8113,25.7,3791,12,4322,13.7,54,59.3,11,12.1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,State-funded primary,115,42810,3391,7.9,2714,6.3,677,1.6,30,26.1,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,State-funded alternative provision school,c,c,c,c,c,c,c,c,c,c,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,six half terms,CINO at 31 March,Special,c,c,c,c,c,c,c,c,c,c,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,Total,747,269623,46992,17.4,21676,8,25316,9.4,353,47.3,79,10.6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,State-funded secondary,255,88516,24874,28.1,8718,9.8,16156,18.3,172,67.5,53,20.8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,State-funded primary,348,128158,12033,9.4,7083,5.5,4950,3.9,123,35.3,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,State-funded alternative provision school,12,3930,3062,77.9,1151,29.3,1911,48.6,12,100,12,100
202425,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,six half terms,CINO at 31 March,Special,132,49019,7023,14.3,4724,9.6,2299,4.7,46,34.8,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,Total,673,243027,31439,12.9,16167,6.7,15272,6.3,238,35.4,39,5.8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,State-funded secondary,214,74096,14145,19.1,5149,6.9,8996,12.1,116,54.2,22,10.3
202425,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,State-funded primary,259,94990,7304,7.7,4365,4.6,2939,3.1,60,23.2,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,State-funded alternative provision school,16,5713,2252,39.4,1194,20.9,1058,18.5,15,93.8,c,c
202425,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,six half terms,CINO at 31 March,Special,184,68228,7738,11.3,5459,8,2279,3.3,47,25.5,9,4.9
202425,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,Total,517,182871,29653,16.2,14108,7.7,15545,8.5,198,38.3,63,12.2
202425,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,State-funded secondary,188,64348,16460,25.6,6656,10.3,9804,15.2,100,53.2,43,22.9
202425,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,State-funded primary,268,97060,8381,8.6,5253,5.4,3128,3.2,72,26.9,c,c
202425,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,State-funded alternative provision school,13,4228,2785,65.9,533,12.6,2252,53.3,12,92.3,9,69.2
202425,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,six half terms,CINO at 31 March,Special,48,17235,2027,11.8,1666,9.7,361,2.1,14,29.2,c,c
202425,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,Total,399,140287,27073,19.3,11705,8.3,15368,11,184,46.1,59,14.8
202425,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,State-funded secondary,128,42832,11152,26,3473,8.1,7679,17.9,78,60.9,31,24.2
202425,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,State-funded primary,147,53409,6857,12.8,2811,5.3,4046,7.6,54,36.7,8,5.4
202425,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,State-funded alternative provision school,21,6802,4604,67.7,1785,26.2,2819,41.4,21,100,14,66.7
202425,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,six half terms,CINO at 31 March,Special,103,37244,4460,12,3636,9.8,824,2.2,31,30.1,6,5.8
202425,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,Total,511,179443,36101,20.1,17535,9.8,18566,10.3,265,51.9,66,12.9
202425,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,State-funded secondary,224,77185,19687,25.5,7954,10.3,11733,15.2,129,57.6,42,18.8
202425,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,State-funded primary,231,84392,10471,12.4,5412,6.4,5059,6,95,41.1,7,3
202425,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,State-funded alternative provision school,17,4220,2391,56.7,1487,35.2,904,21.4,16,94.1,10,58.8
202425,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,six half terms,CINO at 31 March,Special,39,13646,3552,26,2682,19.7,870,6.4,25,64.1,7,17.9
202425,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,Total,401,140680,29905,21.3,16007,11.4,13898,9.9,208,51.9,70,17.5
202425,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,State-funded secondary,149,52252,14514,27.8,5057,9.7,9457,18.1,94,63.1,36,24.2
202425,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,State-funded primary,149,55130,6395,11.6,4356,7.9,2039,3.7,48,32.2,6,4
202425,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,State-funded alternative provision school,21,4263,2703,63.4,1725,40.5,978,22.9,21,100,15,71.4
202425,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,six half terms,CINO at 31 March,Special,82,29035,6293,21.7,4869,16.8,1424,4.9,45,54.9,13,15.9
202425,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,six half terms,CINO at 31 March,Total,632,223967,32537,14.5,21012,9.4,11525,5.1,255,40.3,49,7.8
202425,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,six half terms,CINO at 31 March,State-funded secondary,254,87454,17666,20.2,10862,12.4,6804,7.8,136,53.5,35,13.8
