time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Anypoint_episodes,Anypoint_child,Started_episodes,Started_child,Ended_episodes,Ended_child,At31_episodes,awaiting_assessment
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children in Need,56340,53320,29080,27630,26480,25380,29860,1400
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children in Need,81830,76650,45890,43200,40770,38800,41060,2740
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Children in Need,1527,1452,739,712,485,472,1042,12
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Children in Need,6932,6390,3717,3499,3361,3191,3571,737
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Children in Need,2342,2291,840,826,837,832,1505,14
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Children in Need,2287,2184,988,952,891,865,1396,25
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Children in Need,3559,3346,1692,1629,1390,1337,2169,36
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Children in Need,5189,4870,3134,2915,2008,1944,3181,178
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Children in Need,2039,1962,916,878,693,679,1346,c
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Children in Need,4803,4476,2362,2246,2443,2364,2360,10
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Children in Need,2338,2232,1122,1084,1053,1015,1285,18
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Children in Need,2966,2692,1708,1504,1645,1499,1321,54
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Children in Need,4401,3984,2239,2062,2526,2329,1875,0
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Children in Need,4897,4583,2451,2324,2371,2290,2526,64
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Children in Need,3536,3293,1954,1862,1684,1618,1852,13
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Children in Need,3962,3635,2176,2020,1674,1596,2288,142
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Children in Need,4382,4111,2445,2294,2024,1932,2358,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Children in Need,2898,2674,1636,1525,1395,1295,1503,69
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Children in Need,3626,3465,1641,1588,1518,1478,2108,18
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Children in Need,3610,3381,1604,1540,1732,1658,1878,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Children in Need,5245,4981,2409,2314,2109,2072,3136,49
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Children in Need,2163,2018,1031,990,1232,1191,931,c
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Children in Need,2245,2100,1131,1069,1073,1014,1172,47
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Children in Need,16417,15415,8417,7908,6769,6475,9648,450
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Children in Need,8807,7907,5425,4867,4594,4223,4213,76
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Children in Need,9536,8946,4805,4523,4257,4078,5279,850
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Children in Need,5374,5010,2730,2561,2508,2396,2866,379
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Children in Need,4172,3970,2242,2151,1581,1530,2591,126
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Children in Need,4291,4116,2330,2264,1993,1961,2298,74
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Children in Need,3401,3235,1542,1489,1198,1173,2203,33
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Children in Need,2878,2744,1454,1401,1065,1023,1813,21
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Children in Need,4090,3732,2214,2080,2069,1966,2021,52
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Children in Need,4549,4215,2324,2155,2111,1997,2438,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Children in Need,3436,3097,2032,1781,1802,1613,1634,64
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Children in Need,2277,2193,1110,1074,921,894,1356,17
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Children in Need,4583,4135,2913,2633,2542,2374,2041,129
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Children in Need,5297,4918,2657,2469,2467,2289,2830,25
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Children in Need,3465,3203,2034,1903,2017,1890,1448,87
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Children in Need,9915,9224,6267,5869,4439,4257,5476,243
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Children in Need,4497,3919,3097,2713,2937,2645,1560,69
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Children in Need,5171,4826,2686,2537,2457,2356,2714,99
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Children in Need,4883,4217,2987,2598,3076,2699,1807,174
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Children in Need,6520,5918,3253,2918,3289,3075,3231,222
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Children in Need,5090,4692,2815,2630,2635,2480,2455,35
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Children in Need,9054,8624,4212,4090,3582,3520,5472,317
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Children in Need,4169,3821,2086,1894,1837,1739,2332,70
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Children in Need,1850,1778,899,887,667,660,1183,60
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Children in Need,5370,5114,2655,2544,2690,2609,2680,66
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Children in Need,5182,4881,2351,2240,2433,2351,2749,23
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Children in Need,7146,6664,3793,3614,3419,3295,3727,61
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Children in Need,7145,6414,4364,4011,3940,3685,3205,17
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Children in Need,2149,2031,1051,1009,846,821,1303,120
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Children in Need,4639,4421,2189,2136,1717,1695,2922,484
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Children in Need,11384,10090,6888,6147,5693,5191,5691,214
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Children in Need,3725,3611,1358,1319,1754,1712,1971,22
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Children in Need,5380,5093,2944,2813,2449,2341,2931,195
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Children in Need,6554,6212,3580,3457,2998,2895,3556,742
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Children in Need,8921,8492,4429,4225,4228,4114,4693,602
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Children in Need,6715,6128,3945,3630,3487,3267,3228,182
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Children in Need,8224,7920,4748,4572,3512,3441,4712,387
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Children in Need,416,384,239,229,188,181,228,7
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Children in Need,16701,15600,9276,8631,8313,7872,8388,746
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Children in Need,6928,6266,3850,3472,3644,3293,3284,154
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Children in Need,6357,5557,3946,3435,3658,3267,2699,594
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Children in Need,2059,2059,1074,1074,1182,1182,877,100
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Children in Need,8188,7371,4753,4333,4309,3965,3879,72
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Children in Need,3045,2852,1766,1641,1455,1394,1590,41
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Children in Need,2862,2672,1503,1396,1406,1319,1456,69
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Children in Need,9684,9247,4576,4423,4021,3929,5663,353
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Children in Need,7840,6648,4976,4127,4411,3690,3429,114
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Children in Need,2807,2641,1565,1479,1210,1163,1597,52
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Children in Need,5227,4905,2809,2661,2223,2105,3004,514
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Children in Need,6310,6023,2850,2762,2396,2320,3914,0
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Children in Need,4807,4460,2535,2390,2648,2519,2159,375
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Children in Need,5766,5521,2718,2615,2178,2100,3588,242
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Children in Need,2113,2012,861,834,939,912,1174,80
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Children in Need,7200,6539,3902,3538,3812,3546,3388,250
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Children in Need,2262,2150,975,932,880,846,1382,c
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Children in Need,10731,9920,5478,5027,4278,4053,6453,766
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Children in Need,7915,7671,3329,3233,2857,2792,5058,156
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Children in Need,3400,3241,1632,1562,1526,1480,1874,46
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Children in Need,8796,8294,4428,4191,4067,3908,4729,177
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Children in Need,3439,3197,1968,1844,1583,1494,1856,52
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Children in Need,2588,2423,1455,1393,1168,1125,1420,50
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Children in Need,7331,6678,3695,3410,3799,3523,3532,121
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Children in Need,3147,3028,1575,1541,1300,1270,1847,50
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Children in Need,2283,2063,1359,1259,1240,1173,1043,103
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Children in Need,4990,4388,2995,2685,2951,2655,2039,245
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Children in Need,6396,5986,3425,3229,3058,2882,3338,75
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Children in Need,5837,5511,3112,2936,2702,2584,3135,214
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Children in Need,16714,14847,9440,8334,8129,7290,8585,920
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Children in Need,2311,2000,1188,984,1133,952,1178,49
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Children in Need,20573,18947,11659,10768,10203,9547,10370,419
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Children in Need,4112,3923,2337,2279,1695,1647,2417,62
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Children in Need,3517,3315,1719,1645,1361,1331,2156,64
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Children in Need,7485,7191,3796,3673,2974,2886,4511,249
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Children in Need,4032,3686,2301,2117,2387,2211,1645,52
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Children in Need,2919,2693,1504,1382,1284,1219,1635,82
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Children in Need,2889,2691,1708,1603,1463,1387,1426,71
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Children in Need,4551,4241,2091,1959,1894,1826,2657,138
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Children in Need,16066,14313,9420,8511,10134,9220,5932,112
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Children in Need,2228,2006,1243,1110,1163,1068,1065,63
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Children in Need,7921,7368,5051,4806,3222,3089,4699,1476
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Children in Need,1440,1365,688,668,703,679,737,51
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Children in Need,1778,1614,1115,1033,880,809,898,131
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Children in Need,1640,1555,706,677,647,631,993,22
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Children in Need,2372,2197,1387,1300,1021,955,1351,160
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Children in Need,6551,5896,3660,3308,3601,3295,2950,316
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Children in Need,6171,5805,3476,3308,2022,1940,4149,421
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Children in Need,7862,7404,3782,3586,3267,3101,4595,696
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Children in Need,4488,4218,2334,2245,1776,1690,2712,69
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Children in Need,7719,7122,4426,4126,3556,3329,4163,156
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Children in Need,50,47,16,15,22,20,28,6
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Children in Need,2169,2014,1056,984,982,951,1187,88
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Children in Need,3756,3477,2039,1895,1999,1895,1757,44
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Children in Need,2291,2086,1136,1030,1188,1108,1103,47
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Children in Need,5802,5314,2968,2713,3194,2978,2608,223
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Children in Need,2563,2417,1135,1070,880,862,1683,74
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Children in Need,5392,5089,2760,2574,3115,2915,2277,329
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Children in Need,2389,2193,1207,1129,1322,1245,1067,31
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Children in Need,5778,5479,3175,3029,2827,2757,2951,114
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Children in Need,2849,2762,1161,1134,1132,1121,1717,59
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Children in Need,122,120,68,67,52,51,70,14
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Children in Need,5016,4839,2444,2387,2112,2070,2904,134
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Children in Need,2560,2560,1004,1004,738,738,1822,53
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Children in Need,4492,4252,2094,2007,2419,2323,2073,162
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Children in Need,4043,3739,1953,1832,1960,1845,2083,53
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Children in Need,2238,2028,1311,1222,1387,1272,851,27
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Children in Need,4101,3969,1949,1884,1192,1166,2909,19
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Children in Need,5123,4795,2681,2504,2767,2621,2356,74
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Children in Need,6719,6331,3625,3441,3347,3201,3372,402
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Children in Need,4057,3932,1624,1587,1487,1456,2570,41
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Children in Need,7301,6654,4663,4350,3798,3599,3503,133
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Children in Need,4720,4508,2737,2577,2548,2462,2172,72
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Children in Need,2999,2832,1769,1636,1544,1455,1455,156
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Children in Need,5045,4720,3059,2879,2509,2401,2536,179
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Children in Need,4565,4231,2667,2482,2642,2472,1923,54
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Children in Need,2933,2788,1597,1525,1339,1296,1594,63
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Children in Need,5415,5157,2930,2826,2913,2830,2502,80
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Children in Need,3848,3633,2149,2076,1510,1472,2338,77
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Children in Need,10296,9405,5392,4995,5760,5387,4536,148
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Children in Need,5013,4745,2823,2669,2340,2235,2673,528
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Children in Need,6751,6146,4440,4007,4062,3744,2689,145
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Children in Need,3977,3826,1862,1818,1419,1396,2558,71
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Children in Need,3333,3175,1929,1842,1513,1490,1820,69
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Children in Need,3688,3542,1748,1689,1326,1289,2362,467
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Children in Need,4769,4503,2576,2415,2234,2139,2535,75
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Children in Need,4731,4313,2864,2628,2741,2563,1990,116
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Children in Need,1478,1406,790,767,571,548,907,6
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Children in Need,2061,1967,1041,1011,701,680,1360,108
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Children in Need,5960,5447,3821,3505,3878,3622,2082,114
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Children in Need,1501,1431,812,787,707,686,794,16
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Children in Need,2598,2519,1111,1086,953,937,1645,152
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Children in Need,3872,3700,2276,2191,1656,1614,2216,275
2018,Reporting year,National,E92000001,England,,,,,,Children in Need,753840,705060,406770,382180,349130,331910,404710,26130
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children in Need,46150,42950,23790,22380,21880,20850,24270,620
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children in Need,107710,100790,56520,53170,49210,46960,58500,2920
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children in Need,79890,74460,44060,41400,37780,35890,42110,1810
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children in Need,52720,50530,26120,25320,23140,22400,29580,2360
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children in Need,87440,81520,47600,44490,41230,38910,46210,3280
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children in Need,60340,57390,30180,28840,25790,24780,34550,2350
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children in Need,136380,128980,76120,72170,63570,61050,72810,6040
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children in Need,117840,107780,66700,61000,56120,52160,61720,4800
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children in Need,65370,60660,35680,33430,30410,28900,34960,1950
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children in Need,58510,55450,32760,31000,27050,26030,31460,3780
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children in Need,77870,73530,43360,41170,36520,35020,41350,2260
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Children in Need,1351,1276,617,587,451,439,900,12
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Children in Need,7639,7072,4013,3808,4069,3830,3570,59
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Children in Need,2576,2482,1030,991,873,855,1703,12
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Children in Need,2201,2097,1012,976,836,796,1365,22
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Children in Need,3388,3258,1581,1535,1157,1137,2231,45
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Children in Need,5015,4737,2551,2408,2179,2157,2836,277
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Children in Need,2673,2475,1354,1259,1409,1328,1264,42
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Children in Need,4957,4618,2418,2278,2265,2200,2692,15
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Children in Need,2246,2153,1117,1072,955,919,1291,29
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Children in Need,2855,2600,1751,1578,1511,1424,1344,41
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Children in Need,4404,4010,2351,2171,2230,2090,2174,7
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Children in Need,6840,6169,3990,3712,3941,3679,2899,59
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Children in Need,3479,3251,1757,1672,1789,1722,1690,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Children in Need,3804,3548,1904,1777,2008,1913,1796,43
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Children in Need,4184,3974,2170,2067,2011,1945,2173,39
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Children in Need,3097,2843,1684,1530,1689,1597,1408,44
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Children in Need,3753,3515,1891,1782,1571,1496,2182,58
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Children in Need,3971,3731,1850,1755,1676,1630,2295,86
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Children in Need,5585,5239,2798,2670,2280,2211,3305,40
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Children in Need,1950,1861,977,960,758,729,1192,16
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Children in Need,2106,2020,1005,961,933,898,1173,11
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Children in Need,15044,14262,7513,7165,6072,5835,8972,418
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Children in Need,7681,6996,4508,4116,3864,3620,3817,68
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Children in Need,10135,9576,5790,5490,4501,4347,5634,1508
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Children in Need,4865,4614,2685,2564,2001,1936,2864,93
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Children in Need,3387,3250,1766,1698,1272,1241,2115,80
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Children in Need,4192,3988,2140,2055,1962,1934,2230,71
