time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_pupils,t_att8,avg_att8,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_CI_low,p8score_CI_upp
202324,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CINO at 31 March,Final,65,1353.5,20.8,6,9.2,12,18.5,10,15.4,115.35,1.77,60,-81.372,-1.36,-1.71,-1
202324,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CINO at 31 March,Final,52,536.75,10.3,c,c,c,c,c,c,44.49,0.86,47,-88.41,-1.88,-2.29,-1.48
202324,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CINO at 31 March,Final,100,1549.75,15.5,12,12,19,19,c,c,126.85,1.27,89,-142.053,-1.6,-1.89,-1.3
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CINO at 31 March,Final,73,1175,16.1,10,13.7,13,17.8,9,12.3,101.66,1.39,61,-97.811,-1.6,-1.96,-1.25
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CINO at 31 March,Final,0,z,z,z,z,z,z,z,z,z,z,0,z,z,z,z
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CINO at 31 March,Final,72,1988.25,27.6,14,19.4,23,31.9,25,34.7,174.5,2.42,60,-56.543,-0.94,-1.3,-0.58
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CINO at 31 March,Final,44,909,20.7,c,c,10,22.7,10,22.7,78.67,1.79,33,-51.496,-1.56,-2.04,-1.08
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CINO at 31 March,Final,103,2293.5,22.3,13,12.6,27,26.2,17,16.5,196.17,1.9,88,-108.15,-1.23,-1.52,-0.93
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CINO at 31 March,Final,79,1669.5,21.1,13,16.5,20,25.3,11,13.9,140.99,1.78,72,-132.441,-1.84,-2.17,-1.51
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CINO at 31 March,Final,23,701.75,30.5,6,26.1,11,47.8,6,26.1,61.5,2.67,21,-32.171,-1.53,-2.14,-0.93
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CINO at 31 March,Final,85,2286.25,26.9,13,15.3,29,34.1,26,30.6,202.99,2.39,74,-72.688,-0.98,-1.3,-0.66
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CINO at 31 March,Final,86,1780.25,20.7,12,14,22,25.6,17,19.8,156.34,1.82,65,-85.952,-1.32,-1.67,-0.98
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CINO at 31 March,Final,183,4335,23.7,32,17.5,49,26.8,46,25.1,363,1.98,149,-229.609,-1.54,-1.77,-1.31
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CINO at 31 March,Final,111,1482.25,13.4,8,7.2,13,11.7,14,12.6,125.65,1.13,82,-156.104,-1.9,-2.21,-1.6
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CINO at 31 March,Final,126,2940.5,23.3,25,19.8,36,28.6,33,26.2,254.85,2.02,111,-148.526,-1.34,-1.6,-1.07
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CINO at 31 March,Final,76,1464.5,19.3,11,14.5,17,22.4,11,14.5,127.51,1.68,64,-88.779,-1.39,-1.73,-1.04
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CINO at 31 March,Final,27,787.25,29.2,9,33.3,9,33.3,10,37,74.66,2.77,23,-17.402,-0.76,-1.34,-0.18
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CINO at 31 March,Final,101,2293.75,22.7,12,11.9,23,22.8,18,17.8,191.7,1.9,85,-120.541,-1.42,-1.72,-1.12
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CINO at 31 March,Final,90,2560.75,28.5,19,21.1,33,36.7,26,28.9,221.36,2.46,78,-130.414,-1.67,-1.99,-1.36
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CINO at 31 March,Final,56,712.25,12.7,c,c,9,16.1,c,c,54.99,0.98,49,-83.212,-1.7,-2.09,-1.3
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CINO at 31 March,Final,97,1697.5,17.5,10,10.3,16,16.5,22,22.7,151.17,1.56,77,-104.494,-1.36,-1.67,-1.04
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CINO at 31 March,Final,119,2468.5,20.7,19,16,30,25.2,26,21.8,212.53,1.79,102,-133.238,-1.31,-1.58,-1.03
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CINO at 31 March,Final,101,1691.75,16.8,6,5.9,15,14.9,13,12.9,147.5,1.46,82,-118.151,-1.44,-1.75,-1.13
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CINO at 31 March,Final,119,2846.5,23.9,17,14.3,36,30.3,31,26.1,253.66,2.13,103,-112.483,-1.09,-1.37,-0.82
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CINO at 31 March,Final,94,1056.25,11.2,6,6.4,15,16,7,7.4,91.85,0.98,81,-146.982,-1.81,-2.12,-1.51
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CINO at 31 March,Final,112,1884.5,16.8,10,8.9,19,17,16,14.3,161.72,1.44,93,-162.298,-1.75,-2.03,-1.46
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CINO at 31 March,Final,69,1519.5,22,12,17.4,16,23.2,16,23.2,128.65,1.86,56,-63.856,-1.14,-1.51,-0.77
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CINO at 31 March,Final,108,2005,18.6,11,10.2,24,22.2,25,23.1,167.87,1.55,92,-126.717,-1.38,-1.67,-1.09
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CINO at 31 March,Final,96,2247.75,23.4,18,18.8,31,32.3,17,17.7,188.31,1.96,85,-94.873,-1.12,-1.42,-0.82
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CINO at 31 March,Final,41,648.5,15.8,c,c,6,14.6,6,14.6,53.51,1.31,37,-64.077,-1.73,-2.19,-1.28
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CINO at 31 March,Final,34,935.5,27.5,12,35.3,14,41.2,9,26.5,85,2.5,33,-50.88,-1.54,-2.02,-1.06
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CINO at 31 March,Final,60,1251,20.9,7,11.7,15,25,6,10,102.67,1.71,41,-63.988,-1.56,-1.99,-1.13
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CINO at 31 March,Final,91,1534,16.9,12,13.2,21,23.1,11,12.1,128.17,1.41,83,-79.364,-0.96,-1.26,-0.65
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CINO at 31 March,Final,31,776.63,25.1,c,c,11,35.5,c,c,59.49,1.92,22,-24.728,-1.12,-1.72,-0.53
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CINO at 31 March,Final,86,1594.25,18.5,14,16.3,20,23.3,11,12.8,131.69,1.53,60,-92.993,-1.55,-1.91,-1.19
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CINO at 31 March,Final,82,1541.25,18.8,9,11,16,19.5,6,7.3,119.98,1.46,70,-144.335,-2.06,-2.39,-1.73
202324,Academic year,National,E92000001,England,,,,,,CLA 12 months at 31 March,Final,6410,116821.5,18.2,570,8.9,1150,18,730,11.4,9632.89,1.5,4810,-6305.746,-1.31,-1.35,-1.27
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,CLA 12 months at 31 March,Final,420,8595.75,20.3,50,11.6,90,22.2,60,14.9,717.68,1.7,360,-495.59,-1.37,-1.51,-1.22
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,CLA 12 months at 31 March,Final,1070,19880,18.5,100,9.2,200,18.5,120,11.5,1610.73,1.5,850,-1211.269,-1.42,-1.52,-1.33
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CLA 12 months at 31 March,Final,650,12465.25,19.2,70,10.2,120,18.7,90,13.1,1033.01,1.59,520,-628.035,-1.2,-1.32,-1.08
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,CLA 12 months at 31 March,Final,490,8812,18.1,40,8.8,90,17.5,50,11.1,730.68,1.5,390,-458.833,-1.19,-1.33,-1.04
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,CLA 12 months at 31 March,Final,810,16033.5,19.8,70,8.6,150,18.9,90,11.5,1309.65,1.62,650,-807.786,-1.25,-1.36,-1.14
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,CLA 12 months at 31 March,Final,540,9957.5,18.4,50,9.1,110,20,60,11.3,828.73,1.53,430,-531.414,-1.24,-1.37,-1.1
202324,Academic year,Regional,E92000001,England,E12000007,London,,,,CLA 12 months at 31 March,Final,760,15482.5,20.4,80,11.1,150,20.3,120,15.5,1285.06,1.69,560,-772.366,-1.37,-1.49,-1.25
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,CLA 12 months at 31 March,Final,870,14471.5,16.6,60,7.1,140,16.1,80,9.4,1195.59,1.37,640,-867.01,-1.37,-1.48,-1.26
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,CLA 12 months at 31 March,Final,550,9412.75,17.2,50,9,100,17.4,40,7.3,770.16,1.41,420,-533.443,-1.29,-1.42,-1.15
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CLA 12 months at 31 March,Final,310,6675,21.6,40,12.6,60,20.4,50,16.5,553.35,1.79,240,-320.676,-1.36,-1.54,-1.18
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CLA 12 months at 31 March,Final,450,8807.5,19.6,50,10,90,20.2,70,14.9,731.71,1.63,330,-451.69,-1.38,-1.53,-1.22
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 12 months at 31 March,Final,84,1486,17.7,c,c,11,13.1,x,x,x,x,69,-107.56,-1.56,-1.89,-1.22
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 12 months at 31 March,Final,18,398.75,22.2,c,c,c,c,x,x,x,x,15,-18.998,-1.27,-1.98,-0.55
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 12 months at 31 March,Final,41,1098.75,26.8,9,22,15,36.6,x,x,x,x,35,-41.697,-1.19,-1.66,-0.72
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 12 months at 31 March,Final,22,458.75,20.9,c,c,6,27.3,x,x,x,x,22,-27.761,-1.26,-1.85,-0.67
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 12 months at 31 March,Final,34,736.25,21.7,c,c,6,17.6,x,x,x,x,27,-23.329,-0.86,-1.4,-0.33
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 12 months at 31 March,Final,44,928,21.1,c,c,13,29.5,x,x,x,x,42,-65.455,-1.56,-1.99,-1.13
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 12 months at 31 March,Final,19,239.25,12.6,c,c,c,c,x,x,x,x,14,-34.169,-2.44,-3.18,-1.7
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 12 months at 31 March,Final,26,409.5,15.8,c,c,c,c,x,x,x,x,23,-35.439,-1.54,-2.12,-0.96
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 12 months at 31 March,Final,27,520,19.3,c,c,c,c,x,x,x,x,24,-34.624,-1.44,-2.01,-0.88
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 12 months at 31 March,Final,23,640,27.8,c,c,7,30.4,x,x,x,x,22,-27.011,-1.23,-1.82,-0.64
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 12 months at 31 March,Final,46,775.5,16.9,c,c,9,19.6,x,x,x,x,34,-41.139,-1.21,-1.69,-0.73
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 12 months at 31 March,Final,39,905,23.2,c,c,10,25.6,x,x,x,x,35,-38.408,-1.1,-1.57,-0.63
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 12 months at 31 March,Final,31,499.5,16.1,c,c,c,c,x,x,x,x,23,-37.767,-1.64,-2.22,-1.06
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 12 months at 31 March,Final,37,410.25,11.1,c,c,c,c,x,x,x,x,25,-51.429,-2.06,-2.61,-1.5
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 12 months at 31 March,Final,41,873.5,21.3,6,14.6,10,24.4,x,x,x,x,33,-31.96,-0.97,-1.45,-0.49
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 12 months at 31 March,Final,24,411.75,17.2,c,c,c,c,x,x,x,x,16,-27.366,-1.71,-2.4,-1.02
202324,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 12 months at 31 March,Final,26,542.5,20.9,c,c,6,23.1,x,x,x,x,18,-17.983,-1,-1.65,-0.34
202324,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 12 months at 31 March,Final,36,673,18.7,c,c,c,c,x,x,x,x,34,-48.361,-1.42,-1.9,-0.95
202324,Academic year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA 12 months at 31 March,Final,32,763.25,23.9,c,c,7,21.9,x,x,x,x,24,-14.179,-0.59,-1.16,-0.02
202324,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 12 months at 31 March,Final,23,307.5,13.4,c,c,c,c,x,x,x,x,18,-30.152,-1.68,-2.33,-1.02
202324,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA 12 months at 31 March,Final,22,385.5,17.5,c,c,c,c,x,x,x,x,19,-35.233,-1.85,-2.49,-1.22
202324,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA 12 months at 31 March,Final,151,2631.5,17.4,12,7.9,25,16.6,x,x,x,x,122,-165.72,-1.36,-1.61,-1.11
202324,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA 12 months at 31 March,Final,86,1493.75,17.4,c,c,13,15.1,x,x,x,x,68,-117.683,-1.73,-2.07,-1.39
202324,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 12 months at 31 March,Final,87,1768.75,20.3,10,11.5,18,20.7,x,x,x,x,64,-78.64,-1.23,-1.58,-0.88
202324,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA 12 months at 31 March,Final,44,829.25,18.8,7,15.9,11,25,x,x,x,x,33,-45.621,-1.38,-1.87,-0.9
202324,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA 12 months at 31 March,Final,50,1253.5,25.1,8,16,13,26,x,x,x,x,47,-57.818,-1.23,-1.63,-0.83
202324,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA 12 months at 31 March,Final,41,788,19.2,c,c,7,17.1,x,x,x,x,34,-48.8,-1.44,-1.91,-0.96
202324,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA 12 months at 31 March,Final,41,943,23,6,14.6,11,26.8,x,x,x,x,31,-39.511,-1.27,-1.77,-0.78
202324,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA 12 months at 31 March,Final,23,338.75,14.7,c,c,c,c,x,x,x,x,18,-33.976,-1.89,-2.54,-1.23
202324,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA 12 months at 31 March,Final,30,595,19.8,c,c,10,33.3,x,x,x,x,27,-43.093,-1.6,-2.13,-1.06
202324,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA 12 months at 31 March,Final,46,761.25,16.5,c,c,7,15.2,x,x,x,x,37,-73.887,-2,-2.45,-1.54
202324,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CLA 12 months at 31 March,Final,32,460.75,14.4,c,c,c,c,x,x,x,x,21,-26.824,-1.28,-1.88,-0.67
202324,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 12 months at 31 March,Final,34,478,14.1,c,c,c,c,x,x,x,x,24,-32.85,-1.37,-1.94,-0.8
202324,Academic year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,CLA 12 months at 31 March,Final,22,374.5,17,c,c,c,c,x,x,x,x,20,-34.445,-1.72,-2.34,-1.1
202324,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CLA 12 months at 31 March,Final,57,968.75,17,c,c,8,14,x,x,x,x,46,-64.137,-1.39,-1.8,-0.99
202324,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CLA 12 months at 31 March,Final,57,1328.5,23.3,8,14,16,28.1,x,x,x,x,50,-53.834,-1.08,-1.47,-0.68
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CLA 12 months at 31 March,Final,18,347.5,19.3,c,c,c,c,x,x,x,x,15,-21.796,-1.45,-2.17,-0.74
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CLA 12 months at 31 March,Final,99,1745.75,17.6,8,8.1,15,15.2,x,x,x,x,79,-118.165,-1.5,-1.81,-1.18
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CLA 12 months at 31 March,Final,19,669.5,35.2,7,36.8,10,52.6,x,x,x,x,18,-11.61,-0.65,-1.3,0.01
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CLA 12 months at 31 March,Final,38,848.25,22.3,c,c,10,26.3,x,x,x,x,29,-21.747,-0.75,-1.27,-0.23
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CLA 12 months at 31 March,Final,23,369.75,16.1,c,c,c,c,x,x,x,x,18,-18.212,-1.01,-1.67,-0.36
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CLA 12 months at 31 March,Final,59,1124.25,19.1,7,11.9,12,20.3,x,x,x,x,47,-56.846,-1.21,-1.61,-0.8
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CLA 12 months at 31 March,Final,55,1154.25,21,7,12.7,12,21.8,x,x,x,x,42,-27.284,-0.65,-1.08,-0.22
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 12 months at 31 March,Final,115,2022.75,17.6,9,7.8,16,13.9,x,x,x,x,94,-119.36,-1.27,-1.56,-0.98
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CLA 12 months at 31 March,Final,35,781.75,22.3,c,c,8,22.9,x,x,x,x,29,-21.134,-0.73,-1.24,-0.21
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CLA 12 months at 31 March,Final,14,359,25.6,c,c,c,c,x,x,x,x,11,-6.519,-0.59,-1.43,0.24
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E06000065,CLA 12 months at 31 March,Final,31,590.5,19,c,c,7,22.6,x,x,x,x,22,-32.707,-1.49,-2.08,-0.9
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CLA 12 months at 31 March,Final,37,665,18,c,c,c,c,x,x,x,x,31,-37.133,-1.2,-1.7,-0.7
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CLA 12 months at 31 March,Final,50,650.5,13,c,c,c,c,x,x,x,x,40,-82.245,-2.06,-2.49,-1.62
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 12 months at 31 March,Final,37,720,19.5,6,16.2,8,21.6,x,x,x,x,35,-35.787,-1.02,-1.49,-0.55
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CLA 12 months at 31 March,Final,18,416.5,23.1,c,c,6,33.3,x,x,x,x,13,-17.49,-1.35,-2.12,-0.58
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 12 months at 31 March,Final,47,848,18,c,c,c,c,x,x,x,x,37,c,c,c,c
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA 12 months at 31 March,Final,67,1145.5,17.1,c,c,10,14.9,x,x,x,x,56,-75.407,-1.35,-1.72,-0.98
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 12 months at 31 March,Final,43,825.5,19.2,6,14,8,18.6,x,x,x,x,38,-46.744,-1.23,-1.68,-0.78
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA 12 months at 31 March,Final,52,1335.5,25.7,11,21.2,17,32.7,x,x,x,x,39,-35.888,-0.92,-1.36,-0.48
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 12 months at 31 March,Final,51,985.5,19.3,c,c,10,19.6,x,x,x,x,41,-37.358,-0.91,-1.34,-0.48
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA 12 months at 31 March,Final,33,c,c,c,c,c,c,x,x,x,x,25,-32.95,-1.32,-1.87,-0.76
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 12 months at 31 March,Final,55,1033.5,18.8,6,10.9,11,20,x,x,x,x,44,-48.339,-1.1,-1.52,-0.68
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 12 months at 31 March,Final,81,1070,13.2,c,c,8,9.9,x,x,x,x,65,-106.55,-1.64,-1.98,-1.3
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 12 months at 31 March,Final,c,c,c,c,c,c,c,x,x,x,x,c,c,c,c,c
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CLA 12 months at 31 March,Final,56,1052,18.8,6,10.7,12,21.4,x,x,x,x,41,-45.441,-1.11,-1.54,-0.67
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 12 months at 31 March,Final,157,2896,18.4,12,7.6,33,21,x,x,x,x,119,-166.898,-1.4,-1.66,-1.15
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 12 months at 31 March,Final,49,754,15.4,c,c,8,16.3,x,x,x,x,37,-53.877,-1.46,-1.91,-1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 12 months at 31 March,Final,44,910,20.7,8,18.2,10,22.7,x,x,x,x,35,-38.834,-1.11,-1.58,-0.64
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 12 months at 31 March,Final,23,533.5,23.2,c,c,c,c,x,x,x,x,17,-19.383,-1.14,-1.81,-0.47
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 12 months at 31 March,Final,48,1128.25,23.5,c,c,14,29.2,x,x,x,x,40,-48.299,-1.21,-1.65,-0.77
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 12 months at 31 March,Final,43,1017,23.7,c,c,9,20.9,x,x,x,x,34,-33.341,-0.98,-1.46,-0.5
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 12 months at 31 March,Final,36,933.5,25.9,c,c,7,19.4,x,x,x,x,29,-30.642,-1.06,-1.57,-0.54
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CLA 12 months at 31 March,Final,93,1950.25,21,11,11.8,17,18.3,x,x,x,x,79,-100.554,-1.27,-1.59,-0.96
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 12 months at 31 March,Final,77,1374,17.8,c,c,9,11.7,x,x,x,x,64,-81.771,-1.28,-1.62,-0.93
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 12 months at 31 March,Final,40,635.5,15.9,c,c,c,c,x,x,x,x,33,-51.765,-1.57,-2.05,-1.09
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 12 months at 31 March,Final,35,757.75,21.7,6,17.1,8,22.9,x,x,x,x,31,-36.927,-1.19,-1.69,-0.69
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CLA 12 months at 31 March,Final,58,1001.5,17.3,c,c,9,15.5,x,x,x,x,43,-64.552,-1.5,-1.92,-1.08
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CLA 12 months at 31 March,Final,45,940,20.9,c,c,9,20,x,x,x,x,38,-51.199,-1.35,-1.8,-0.9
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CLA 12 months at 31 March,Final,62,1202.25,19.4,6,9.7,11,17.7,x,x,x,x,46,-29.744,-0.65,-1.06,-0.24
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CLA 12 months at 31 March,Final,24,280.5,11.7,c,c,c,c,x,x,x,x,19,-22.911,-1.21,-1.84,-0.57
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CLA 12 months at 31 March,Final,50,873.5,17.5,c,c,11,22,x,x,x,x,37,-53.203,-1.44,-1.89,-0.98
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CLA 12 months at 31 March,Final,34,624.75,18.4,c,c,c,c,x,x,x,x,25,-30.839,-1.23,-1.79,-0.68
