time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_pupils,t_att8,avg_att8,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_CI_low,p8score_CI_upp
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CINO at 31 March,Final,101,1621.75,16.1,c,c,13,12.9,c,c,125.8,1.25,83,-150.021,-1.81,-2.11,-1.5
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CINO at 31 March,Final,35,475,13.6,c,c,6,17.1,c,c,39.51,1.13,33,-58.729,-1.78,-2.26,-1.3
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CINO at 31 March,Final,83,2070.5,24.9,12,14.5,23,27.7,10,12,163.51,1.97,76,-81.489,-1.07,-1.39,-0.76
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CINO at 31 March,Final,168,3649.75,21.7,23,13.7,43,25.6,16,9.5,294.52,1.75,141,-220.772,-1.57,-1.8,-1.33
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CINO at 31 March,Final,80,1761.25,22,10,12.5,20,25,7,8.8,133.87,1.67,73,-118.398,-1.62,-1.94,-1.3
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CINO at 31 March,Final,139,2640,19,15,10.8,30,21.6,21,15.1,227.17,1.63,126,-189.278,-1.5,-1.75,-1.26
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CINO at 31 March,Final,44,977.5,22.2,c,c,12,27.3,6,13.6,81.15,1.84,37,-32.743,-0.88,-1.34,-0.43
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CINO at 31 March,Final,73,1176.25,16.1,6,8.2,11,15.1,7,9.6,101.16,1.39,65,-117.874,-1.81,-2.16,-1.47
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CINO at 31 March,Final,60,1338,22.3,12,20,17,28.3,9,15,110.87,1.85,55,-81.434,-1.48,-1.85,-1.11
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CINO at 31 March,Final,191,2892,15.1,17,8.9,34,17.8,13,6.8,233.5,1.22,166,-324.854,-1.96,-2.17,-1.74
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CINO at 31 March,Final,187,3162.25,16.9,20,10.7,37,19.8,15,8,262.01,1.4,165,-285.598,-1.73,-1.95,-1.52
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CINO at 31 March,Final,56,837.5,15,c,c,8,14.3,c,c,63.82,1.14,53,-97.491,-1.84,-2.22,-1.46
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CINO at 31 March,Final,164,2964.25,18.1,20,12.2,31,18.9,27,16.5,253.34,1.54,133,-228.183,-1.72,-1.96,-1.48
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CINO at 31 March,Final,37,697,18.8,c,c,8,21.6,c,c,57.17,1.55,32,-47.346,-1.48,-1.97,-0.99
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CINO at 31 March,Final,49,692.25,14.1,c,c,8,16.3,c,c,57.35,1.17,47,-95.049,-2.02,-2.42,-1.62
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CINO at 31 March,Final,101,1961.5,19.4,14,13.9,26,25.7,7,6.9,164.32,1.63,88,-148.424,-1.69,-1.98,-1.39
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CINO at 31 March,Final,60,1365.25,22.8,9,15,17,28.3,16,26.7,115.02,1.92,51,-59.001,-1.16,-1.54,-0.77
202122,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CINO at 31 March,Final,33,1009.5,30.6,8,24.2,12,36.4,c,c,85.51,2.59,26,-26.58,-1.02,-1.56,-0.48
202122,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CINO at 31 March,Final,88,1877,21.3,14,15.9,24,27.3,12,13.6,155.47,1.77,71,-110.317,-1.55,-1.88,-1.23
202122,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CINO at 31 March,Final,180,5318.75,29.5,41,22.8,65,36.1,29,16.1,448.83,2.49,158,-208.312,-1.32,-1.54,-1.1
202122,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CINO at 31 March,Final,112,2345,20.9,14,12.5,27,24.1,9,8,187.81,1.68,99,-155.866,-1.57,-1.85,-1.3
202122,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CINO at 31 March,Final,329,7874.75,23.9,50,15.2,86,26.1,41,12.5,668.72,2.03,296,-448.48,-1.52,-1.68,-1.35
202122,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CINO at 31 March,Final,46,907.75,19.7,c,c,8,17.4,6,13,76.48,1.66,44,-79.438,-1.81,-2.22,-1.39
202122,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CINO at 31 March,Final,391,7822,20,54,13.8,92,23.5,40,10.2,644.17,1.65,341,-574.896,-1.69,-1.84,-1.54
202122,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CINO at 31 March,Final,43,818,19,c,c,9,20.9,c,c,65.16,1.52,39,-79.39,-2.04,-2.48,-1.59
202122,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CINO at 31 March,Final,123,2462.5,20,21,17.1,31,25.2,14,11.4,203.78,1.66,105,-178.987,-1.7,-1.97,-1.44
202122,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CINO at 31 March,Final,210,4345,20.7,25,11.9,52,24.8,26,12.4,358.89,1.71,187,-318.54,-1.7,-1.91,-1.5
202122,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CINO at 31 March,Final,50,867,17.3,7,14,10,20,6,12,73.48,1.47,42,-70.86,-1.69,-2.11,-1.26
202122,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CINO at 31 March,Final,54,1224.5,22.7,8,14.8,12,22.2,c,c,93.48,1.73,48,-79.049,-1.65,-2.05,-1.25
202122,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CINO at 31 March,Final,54,1297.75,24,14,25.9,17,31.5,10,18.5,111.84,2.07,51,-69.995,-1.37,-1.76,-0.99
202122,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CINO at 31 March,Final,88,1918.25,21.8,13,14.8,21,23.9,7,8,155.17,1.76,80,-124.735,-1.56,-1.87,-1.25
202122,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CINO at 31 March,Final,227,4495,19.8,33,14.5,60,26.4,23,10.1,373.77,1.65,189,-304.85,-1.61,-1.81,-1.41
202122,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CINO at 31 March,Final,44,1036.75,23.6,10,22.7,14,31.8,8,18.2,86.82,1.97,38,-51.728,-1.36,-1.81,-0.91
202122,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CINO at 31 March,Final,254,4724.63,18.6,26,10.2,47,18.5,21,8.3,387.68,1.53,213,-311.331,-1.46,-1.65,-1.27
202122,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CINO at 31 March,Final,34,968.75,28.5,6,17.6,13,38.2,c,c,80.84,2.38,28,-47.384,-1.69,-2.21,-1.17
202122,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CINO at 31 March,Final,41,1216.25,29.7,9,22,17,41.5,9,22,106.68,2.6,38,-51.215,-1.35,-1.8,-0.9
202122,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CINO at 31 March,Final,32,529.75,16.6,c,c,c,c,c,c,41.49,1.3,26,-43.362,-1.67,-2.21,-1.13
202122,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,CINO at 31 March,Final,121,3113.25,25.7,22,18.2,42,34.7,13,10.7,254.47,2.1,105,-118.272,-1.13,-1.4,-0.86
202122,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CINO at 31 March,Final,74,1598.5,21.6,8,10.8,17,23,12,16.2,134.51,1.82,61,-76.357,-1.25,-1.61,-0.9
202122,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CINO at 31 March,Final,119,2511.5,21.1,12,10.1,24,20.2,13,10.9,204.97,1.72,108,-187.677,-1.74,-2,-1.47
202122,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CINO at 31 March,Final,133,2533,19,14,10.5,30,22.6,11,8.3,215.5,1.62,114,-224.873,-1.97,-2.23,-1.71
202122,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,CINO at 31 March,Final,83,1707,20.6,10,12,21,25.3,12,14.5,139.84,1.68,79,-134.908,-1.71,-2.02,-1.4
202122,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CINO at 31 March,Final,142,3669.5,25.8,20,14.1,39,27.5,17,12,297.35,2.09,130,-186.178,-1.43,-1.67,-1.19
202122,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CINO at 31 March,Final,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CINO at 31 March,Final,15,c,c,c,c,c,c,c,c,c,c,15,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CINO at 31 March,Final,57,1142,20,7,12.3,12,21.1,7,12.3,97.51,1.71,51,-92.48,-1.81,-2.2,-1.43
202122,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E06000066,CINO at 31 March,Final,65,1228.75,18.9,c,c,11,16.9,6,9.2,101.33,1.56,57,-102.887,-1.81,-2.17,-1.44
202122,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CINO at 31 March,Final,87,1935.5,22.2,15,17.2,26,29.9,12,13.8,159.51,1.83,82,-155.104,-1.89,-2.2,-1.59
202122,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CINO at 31 March,Final,73,1771.25,24.3,15,20.5,22,30.1,9,12.3,149.85,2.05,71,-117.17,-1.65,-1.98,-1.32
202122,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CINO at 31 March,Final,57,1036.75,18.2,c,c,9,15.8,c,c,82.85,1.45,56,-107.005,-1.91,-2.28,-1.54
202122,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CINO at 31 March,Final,86,1947,22.6,11,12.8,26,30.2,9,10.5,160.84,1.87,73,-96.503,-1.32,-1.65,-1
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CINO at 31 March,Final,50,884.5,17.7,6,12,10,20,9,18,73.84,1.48,46,-77.801,-1.69,-2.1,-1.28
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CINO at 31 March,Final,0,z,z,z,z,z,z,z,z,z,z,0,z,z,z,z
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CINO at 31 March,Final,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CINO at 31 March,Final,53,1509,28.5,13,24.5,18,34,13,24.5,128.33,2.42,49,-75.221,-1.54,-1.93,-1.14
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CINO at 31 March,Final,73,2036.25,27.9,15,20.5,23,31.5,15,20.5,179.83,2.46,57,-69.729,-1.22,-1.59,-0.86
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CINO at 31 March,Final,72,1633.75,22.7,10,13.9,20,27.8,17,23.6,136.69,1.9,67,-116.273,-1.74,-2.07,-1.4
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CINO at 31 March,Final,24,686.75,28.6,6,25,10,41.7,c,c,59.67,2.49,23,-40.843,-1.78,-2.35,-1.2
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CINO at 31 March,Final,92,2709.75,29.5,26,28.3,34,37,26,28.3,232.85,2.53,78,-106.725,-1.37,-1.68,-1.06
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CINO at 31 March,Final,81,1170.75,14.5,c,c,12,14.8,6,7.4,93.16,1.15,67,-120.888,-1.8,-2.14,-1.47
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CINO at 31 March,Final,150,3540.5,23.6,24,16,42,28,38,25.3,298.35,1.99,120,-154.494,-1.29,-1.54,-1.04
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CINO at 31 March,Final,95,2000.25,21.1,18,18.9,28,29.5,19,20,173.7,1.83,75,-117.133,-1.56,-1.88,-1.24
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CINO at 31 March,Final,93,2286,24.6,21,22.6,29,31.2,23,24.7,195.87,2.11,87,-115.192,-1.32,-1.62,-1.03
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CINO at 31 March,Final,62,1190,19.2,10,16.1,18,29,13,21,107.36,1.73,49,-91.36,-1.86,-2.26,-1.47
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CINO at 31 March,Final,49,1526.25,31.1,14,28.6,20,40.8,15,30.6,134.52,2.75,47,-69.777,-1.48,-1.89,-1.08
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CINO at 31 March,Final,128,3673.5,28.7,25,19.5,42,32.8,32,25,310.35,2.42,109,-134.882,-1.24,-1.5,-0.97
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CINO at 31 March,Final,56,1101.75,19.7,7,12.5,11,19.6,c,c,90.5,1.62,45,-75.225,-1.67,-2.08,-1.26
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CINO at 31 March,Final,55,809,14.7,c,c,7,12.7,c,c,64.65,1.18,50,-98.175,-1.96,-2.35,-1.57
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CINO at 31 March,Final,110,3068.25,27.9,28,25.5,39,35.5,37,33.6,271.14,2.46,91,-92.388,-1.02,-1.3,-0.73
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CINO at 31 March,Final,86,1565.75,18.2,9,10.5,18,20.9,11,12.8,131.67,1.53,76,-151.692,-2,-2.31,-1.68
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CINO at 31 March,Final,77,1303.75,16.9,6,7.8,14,18.2,12,15.6,107.83,1.4,65,-114.421,-1.76,-2.1,-1.42
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CINO at 31 March,Final,88,2112,24,15,17,25,28.4,21,23.9,177.14,2.01,65,-72.683,-1.12,-1.46,-0.78
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CINO at 31 March,Final,90,1443.25,16,8,8.9,15,16.7,12,13.3,127.34,1.41,83,-142.587,-1.72,-2.02,-1.41
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CINO at 31 March,Final,68,952.75,14,c,c,10,14.7,6,8.8,76.5,1.13,59,-120.476,-2.04,-2.4,-1.68
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CINO at 31 March,Final,75,2149.75,28.7,23,30.7,29,38.7,28,37.3,191.66,2.56,60,-50.769,-0.85,-1.2,-0.49
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CINO at 31 March,Final,55,1193,21.7,10,18.2,14,25.5,11,20,100.82,1.83,47,-85.738,-1.82,-2.23,-1.42
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CINO at 31 March,Final,97,2293.25,23.6,20,20.6,28,28.9,17,17.5,195.5,2.02,87,-122.289,-1.41,-1.7,-1.11
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CINO at 31 March,Final,56,885.75,15.8,7,12.5,11,19.6,6,10.7,76.01,1.36,47,-83.323,-1.77,-2.18,-1.37
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CINO at 31 March,Final,36,991.5,27.5,11,30.6,13,36.1,11,30.6,87.66,2.44,31,-48.193,-1.55,-2.05,-1.06
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CINO at 31 March,Final,62,1548.25,25,13,21,20,32.3,12,19.4,132.34,2.13,40,-39.645,-0.99,-1.43,-0.55
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CINO at 31 March,Final,62,1190.5,19.2,10,16.1,16,25.8,8,12.9,98.33,1.59,53,-71.224,-1.34,-1.72,-0.96
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CINO at 31 March,Final,40,1449,36.2,15,37.5,17,42.5,15,37.5,127.98,3.2,31,-18.107,-0.58,-1.08,-0.09
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CINO at 31 March,Final,60,1034.5,17.2,7,11.7,13,21.7,8,13.3,88.16,1.47,42,-90.927,-2.16,-2.59,-1.74
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CINO at 31 March,Final,74,2021,27.3,15,20.3,27,36.5,15,20.3,170.53,2.3,68,-107.384,-1.58,-1.91,-1.24
202122,Academic year,National,E92000001,England,,,,,,CLA 12 months at 31 March,Final,6010,122044.5,20.3,660,11,1330,22.1,590,9.8,9839.39,1.64,4600,-5952.516,-1.29,-1.33,-1.25
202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,CLA 12 months at 31 March,Final,380,8084,21.3,40,11.3,90,22.4,30,9,641.13,1.69,330,-469.308,-1.44,-1.6,-1.29
202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,CLA 12 months at 31 March,Final,1100,22754,20.8,120,10.6,250,22.7,140,13,1827.28,1.67,870,-1158.114,-1.33,-1.43,-1.24
202122,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,CLA 12 months at 31 March,Final,660,14061,21.2,80,11.8,160,23.4,60,8.6,1115.89,1.69,550,-640.618,-1.18,-1.29,-1.06
202122,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,CLA 12 months at 31 March,Final,500,9599.5,19.4,40,8.5,100,19.8,30,5.6,764.53,1.54,400,-505.051,-1.28,-1.41,-1.14
202122,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,CLA 12 months at 31 March,Final,750,16218.5,21.8,90,11.5,180,23.6,70,9.3,1295.18,1.74,610,-685.644,-1.13,-1.25,-1.02
202122,Academic year,Regional,E92000001,England,E12000006,East of England,,,,CLA 12 months at 31 March,Final,520,10477.75,20.1,60,10.6,120,23.8,60,11.1,852.06,1.64,400,-485.033,-1.23,-1.37,-1.09
202122,Academic year,Regional,E92000001,England,E12000007,London,,,,CLA 12 months at 31 March,Final,750,16369.75,21.9,120,15.9,190,25,110,14.6,1362.5,1.82,500,-683.989,-1.36,-1.49,-1.24
202122,Academic year,Regional,E92000001,England,E12000008,South East,,,,CLA 12 months at 31 March,Final,780,14356.5,18.4,80,10,150,19.3,60,8.1,1173.34,1.5,580,-830.029,-1.43,-1.55,-1.32
202122,Academic year,Regional,E92000001,England,E12000009,South West,,,,CLA 12 months at 31 March,Final,490,9254.75,19,40,8.4,100,20.3,30,5.3,737.81,1.51,380,-494.73,-1.29,-1.43,-1.15
202122,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,CLA 12 months at 31 March,Final,330,7327.75,21.9,50,15.9,90,26.3,60,16.5,613.75,1.84,220,-277.513,-1.28,-1.47,-1.09
202122,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,CLA 12 months at 31 March,Final,410,9042,21.9,70,16,100,24,50,13.1,748.75,1.81,290,-406.476,-1.43,-1.59,-1.26
202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 12 months at 31 March,Final,62,1375,22.2,6,9.7,15,24.2,x,x,x,x,55,-82.178,-1.49,-1.87,-1.12
202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 12 months at 31 March,Final,13,238,18.3,c,c,c,c,x,x,x,x,10,-18.068,-1.81,-2.68,-0.93
202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 12 months at 31 March,Final,30,631,21,c,c,c,c,x,x,x,x,26,-35.97,-1.38,-1.92,-0.84
202122,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 12 months at 31 March,Final,24,411,17.1,c,c,c,c,x,x,x,x,21,-44.593,-2.12,-2.73,-1.52
202122,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 12 months at 31 March,Final,33,684.5,20.7,c,c,7,21.2,x,x,x,x,29,-45.222,-1.56,-2.07,-1.05
202122,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 12 months at 31 March,Final,37,849.75,23,c,c,9,24.3,x,x,x,x,34,-46.484,-1.37,-1.84,-0.89
202122,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 12 months at 31 March,Final,24,558.5,23.3,c,c,6,25,x,x,x,x,20,-27.365,-1.37,-1.99,-0.75
202122,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 12 months at 31 March,Final,38,702.25,18.5,c,c,7,18.4,x,x,x,x,34,-51.963,-1.53,-2,-1.05
202122,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 12 months at 31 March,Final,15,206.75,13.8,c,c,c,c,x,x,x,x,12,-27.594,-2.3,-3.1,-1.5
202122,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 12 months at 31 March,Final,17,420.25,24.7,c,c,c,c,x,x,x,x,15,-15.054,-1,-1.72,-0.29
202122,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 12 months at 31 March,Final,43,1029.5,23.9,10,23.3,12,27.9,x,x,x,x,36,-25.919,-0.72,-1.18,-0.26
202122,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 12 months at 31 March,Final,43,977.5,22.7,9,20.9,12,27.9,x,x,x,x,33,-48.898,-1.48,-1.96,-1
202122,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 12 months at 31 March,Final,29,436.25,15,c,c,c,c,x,x,x,x,20,-39.137,-1.96,-2.57,-1.34
202122,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 12 months at 31 March,Final,36,595.75,16.5,c,c,c,c,x,x,x,x,29,-53.085,-1.83,-2.34,-1.32
202122,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 12 months at 31 March,Final,45,936.5,20.8,7,15.6,10,22.2,x,x,x,x,33,-35.122,-1.06,-1.54,-0.58
202122,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 12 months at 31 March,Final,25,569.5,22.8,c,c,8,32,x,x,x,x,19,-11.434,-0.6,-1.24,0.03
202122,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 12 months at 31 March,Final,47,1064,22.6,c,c,10,21.3,x,x,x,x,41,-45.88,-1.12,-1.55,-0.69
202122,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 12 months at 31 March,Final,47,992.75,21.1,c,c,12,25.5,x,x,x,x,41,-53.719,-1.31,-1.74,-0.88
202122,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA 12 months at 31 March,Final,67,1536,22.9,9,13.4,20,29.9,x,x,x,x,46,-57.263,-1.24,-1.65,-0.84
202122,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 12 months at 31 March,Final,27,746.25,27.6,c,c,8,29.6,x,x,x,x,22,-19.496,-0.89,-1.47,-0.3
202122,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA 12 months at 31 March,Final,17,166.5,9.8,c,c,c,c,x,x,x,x,12,-27.787,-2.32,-3.11,-1.52
202122,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA 12 months at 31 March,Final,130,2935.25,22.6,18,13.8,32,24.6,x,x,x,x,103,-113.276,-1.1,-1.37,-0.83
202122,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA 12 months at 31 March,Final,81,1792.25,22.1,10,12.3,24,29.6,x,x,x,x,69,-90.857,-1.32,-1.65,-0.98
202122,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 12 months at 31 March,Final,94,1993.25,21.2,8,8.5,19,20.2,x,x,x,x,70,-84.178,-1.2,-1.53,-0.87
202122,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA 12 months at 31 March,Final,38,637.5,16.8,c,c,9,23.7,x,x,x,x,29,-45.094,-1.55,-2.07,-1.04
202122,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA 12 months at 31 March,Final,44,927.5,21.1,c,c,12,27.3,x,x,x,x,39,-63.077,-1.62,-2.06,-1.18
202122,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA 12 months at 31 March,Final,36,535.75,14.9,c,c,c,c,x,x,x,x,26,-53.316,-2.05,-2.59,-1.51
202122,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CLA 12 months at 31 March,Final,38,694.25,18.3,c,c,7,18.4,x,x,x,x,29,-47.128,-1.63,-2.14,-1.11
202122,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CLA 12 months at 31 March,Final,35,763.25,21.8,c,c,7,20,x,x,x,x,28,-34.987,-1.25,-1.77,-0.73
202122,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA 12 months at 31 March,Final,34,590.5,17.4,c,c,7,20.6,x,x,x,x,29,-38.393,-1.32,-1.84,-0.81
