Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,,,2010/11,115.2166797,114.5287223,115.9077445,,,107429,9324084,,,Not compared,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E92000001,England,England,Persons,<15 yrs,,,2010/11,115.2166797,114.5287223,115.9077445,,,107429,9324084,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000001,Hartlepool,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,158.5680822,140.0148639,178.895452,,,264,16649,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000002,Middlesbrough,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,172.5454268,157.0029324,189.2101985,,,452,26196,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000003,Redcar and Cleveland,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,173.4973887,156.7449271,191.5525168,,,392,22594,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,160.1067378,147.0269752,174.0379732,,,552,34477,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,173.8344586,155.5011357,193.7348582,,,327,18811,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,168.5926181,152.2934745,186.1608661,,,391,23192,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,133.5994235,121.9369264,146.0764032,,,482,36078,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,145.8947695,133.0011323,159.7007288,,,470,32215,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,129.4240838,115.3938006,144.6896944,,,309,23875,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,143.1146921,132.2650156,154.6170906,,,643,44929,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,91.82948149,83.78056807,100.442949,,,478,52053,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,117.5050588,105.1854962,130.8709872,,,331,28169,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000013,North Lincolnshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,102.943708,91.60437681,115.2987889,,,299,29045,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000014,York,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,99.3343574,88.24765006,111.4284031,,,291,29295,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000015,Derby,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,111.456162,102.1160014,121.4209666,,,524,47014,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000016,Leicester,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,101.5859209,93.94835711,109.6789584,,,654,64379,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000017,Rutland,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,90.43077935,68.12039794,117.710325,,,55,6082,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000018,Nottingham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,108.4295208,99.61821931,117.8112242,,,558,51462,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000019,Herefordshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,111.2289948,99.46328192,124.003637,,,325,29219,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000020,Telford and Wrekin,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,110.6871433,99.40881697,122.8944813,,,351,31711,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000021,Stoke-on-Trent,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,133.3008569,122.8635985,144.3877658,,,602,45161,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000022,Bath and North East Somerset,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,102.8343023,91.20072407,115.5404759,,,283,27520,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000023,Bristol,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,111.8775003,104.3090839,119.8498968,,,811,72490,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000024,North Somerset,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,100.1654908,89.8732877,111.3131453,,,345,34443,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000025,South Gloucestershire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,96.52260094,87.79025729,105.8883998,,,448,46414,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000026,Plymouth,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,133.4995087,122.6414185,145.0611529,,,557,41723,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000027,Torbay,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,123.936458,109.1049703,140.2213286,,,252,20333,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000030,Swindon,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,88.2045929,79.05059006,98.12763573,,,338,38320,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000031,Peterborough,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,105.7530776,95.43873161,116.8781271,,,384,36311,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000032,Luton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,98.00538339,88.91832747,107.7691075,,,426,43467,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000033,Southend-on-Sea,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,94.47177249,83.91015487,105.9947525,,,290,30697,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000034,Thurrock,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,84.30324001,74.51095719,95.02454011,,,268,31790,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000035,Medway,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,154.7583157,144.0188662,166.0865184,,,770,49755,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000036,Bracknell Forest,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,95.48088065,82.88610697,109.4483119,,,206,21575,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000037,West Berkshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,79.79738403,69.81670707,90.80431192,,,230,28823,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000038,Reading,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,91.76942931,80.87077193,103.7272685,,,256,27896,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000039,Slough,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,117.2103927,105.4136268,129.9661176,,,360,30714,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000040,Windsor and Maidenhead,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,115.0164579,102.4488855,128.7000642,,,304,26431,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000041,Wokingham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,87.00119884,76.62951823,98.38501412,,,254,29195,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000042,Milton Keynes,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,109.3636489,100.4686321,118.8350216,,,557,50931,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000043,Brighton and Hove,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,110.1156697,100.2392794,120.7019487,,,456,41411,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000044,Portsmouth,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,115.695326,104.6469891,127.5926817,,,401,34660,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000045,Southampton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,133.1929455,121.838802,145.3203033,,,506,37990,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000046,Isle of Wight,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,135.6460913,120.4046388,152.2824705,,,287,21158,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000047,County Durham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,170.053515,161.2457435,179.2172884,,,1395,82033,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000049,Cheshire East,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,141.2903541,132.0407216,151.0170394,,,867,61363,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000050,Cheshire West and Chester,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,144.4281525,134.5186564,154.8744781,,,788,54560,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000051,Shropshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,102.9771615,94.19029415,112.3630263,,,505,49040,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000052,Cornwall,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,131.8956273,124.2393197,139.9002687,,,1107,83930,Value for Cornwall and Isles of Scilly combined,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000053,Isles of Scilly,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,,,,,,,,Value for Cornwall and Isles of Scilly combined,,Not compared,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000054,Wiltshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,100.4089858,93.75983185,107.4052115,,,847,84355,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000055,Bedford,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,86.30648998,76.01762776,97.59940493,,,254,29430,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000056,Central Bedfordshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,95.65873101,86.96657239,104.984375,,,444,46415,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000057,Northumberland,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,125.6015496,115.9762745,135.8125063,,,629,50079,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000060,Buckinghamshire UA,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,111.5163269,104.8970523,118.4438241,,,1058,94874,Value for Bucks County applied to Bucks UA,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000065,North Yorkshire UA,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,119.65192,112.85007,126.75658,,,1155,96530,Value for North Yorkshire Cty applied to North Yorkshire UA,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E06000066,Somerset UA,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,115.96523,108.93643,123.32854,,,1014,87440,Value for Somerset Cty applied to Somerset UA,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000001,Bolton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,147.3182449,137.1915007,157.9946659,,,785,53286,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000002,Bury,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,141.456218,129.1945566,154.5678249,,,489,34569,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000003,Manchester,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,170.3964052,161.9696339,179.1478643,,,1532,89908,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000004,Oldham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,152.7268099,141.7732203,164.3020245,,,720,47143,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000005,Rochdale,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,169.9202902,157.6665825,182.8734223,,,712,41902,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000006,Salford,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,182.7864134,170.0367403,196.2388121,,,762,41688,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000007,Stockport,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,127.985833,118.2308953,138.3309592,,,636,49693,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000008,Tameside,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,155.270155,143.2774651,167.9986458,,,619,39866,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000009,Trafford,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,96.65603214,87.51431456,106.4930655,,,409,42315,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000010,Wigan,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,130.3030846,121.0019952,140.1293929,,,727,55793,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000011,Knowsley,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,207.9774196,191.1061321,225.938854,,,560,26926,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000012,Liverpool,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,229.4982901,218.625177,240.7721876,,,1671,72811,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000013,St. Helens,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,147.8211431,134.3595472,162.2661259,,,442,29901,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000014,Sefton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,170.7344761,158.7479581,183.3861671,,,752,44045,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000015,Wirral,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,139.134196,129.4912726,149.3050537,,,772,55486,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000016,Barnsley,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,122.7223875,112.1058029,134.0733288,,,491,40009,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000017,Doncaster,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,139.4381243,129.5972534,149.8281159,,,744,53357,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000018,Rotherham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,112.7933712,103.3056623,122.9181159,,,520,46102,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000019,Sheffield,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,104.1174703,97.6674835,110.8814784,,,970,93164,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000021,Newcastle upon Tyne,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,133.4413466,122.9157196,144.6272455,,,593,44439,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000022,North Tyneside,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,154.8080681,141.724589,168.774424,,,515,33267,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000023,South Tyneside,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,178.0134846,161.6388048,195.5972159,,,433,24324,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000024,Sunderland,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,172.0477665,160.1689611,184.5743299,,,778,45220,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000025,Birmingham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,128.6768737,124.0624787,133.4189949,,,2934,228013,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000026,Coventry,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,128.9383562,119.8920639,138.4863147,,,753,58400,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000027,Dudley,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,115.0191999,106.2660445,124.3010765,,,638,55469,,,Similar,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000028,Sandwell,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,128.6502271,119.8506646,137.9249411,,,793,61640,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000029,Solihull,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,102.0801233,91.95559884,113.0148486,,,371,36344,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000030,Walsall,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,88.4394286,80.54095768,96.90305129,,,460,52013,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000031,Wolverhampton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,94.34167811,85.66360083,103.6605155,,,433,45897,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000032,Bradford,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,132.7317559,126.137832,139.5809408,,,1518,114366,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000033,Calderdale,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,139.8861763,128.1853669,152.3679604,,,526,37602,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000034,Kirklees,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,128.4033111,120.6803638,136.4908528,,,1030,80216,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000035,Leeds,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,153.3241073,146.6123426,160.26389,,,1961,127899,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000036,Wakefield,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,154.2077709,144.1067656,164.830048,,,866,56158,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E08000037,Gateshead,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,145.4056696,132.6346364,159.0744195,,,476,32736,,,Worse,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E09000001,City of London,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,,,,,,,,Value for Hackney and City of London combined,,Not compared,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E09000002,Barking and Dagenham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,92.78350515,84.05989003,102.1664528,,,414,44620,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E09000003,Barnet,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,72.94062837,66.69248608,79.61646388,,,501,68686,,,Better,Not compared,20100000,New data,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E09000004,Bexley,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,84.55557319,76.19109756,93.58753023,,,373,44113,,,Better,Not compared,20100000,New data,,1y
