time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Section47,Section47_child,ICPC,ICPC_child,Duration_0-10_days,Duration_11-15_days,Duration_16-20_days,Duration_21+_days,Duration_25th_Percentile,Duration_median,Duration_75th_Percentile
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Section 47s and Initial Child Protection Conferences,c,c,0,0,0,0,0,0,z,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Section 47s and Initial Child Protection Conferences,351,315,140,138,c,122,7,c,13,14,15
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Section 47s and Initial Child Protection Conferences,1156,989,315,310,43,139,45,88,12,14,22
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Section 47s and Initial Child Protection Conferences,1035,921,364,357,48,304,c,c,12,13,14
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Section 47s and Initial Child Protection Conferences,1040,841,409,400,54,231,73,51,12,14,17
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Section 47s and Initial Child Protection Conferences,879,847,366,361,6,266,46,48,14,15,16
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Section 47s and Initial Child Protection Conferences,950,756,238,233,13,201,7,17,13,14,15
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Section 47s and Initial Child Protection Conferences,1050,928,401,398,11,345,33,12,13,15,15
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Section 47s and Initial Child Protection Conferences,741,674,311,303,38,221,18,34,12,14,15
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Section 47s and Initial Child Protection Conferences,11,11,c,c,0,c,0,0,13,14,14
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Section 47s and Initial Child Protection Conferences,1326,1176,318,315,16,214,46,42,13,14,16
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Section 47s and Initial Child Protection Conferences,724,630,186,186,11,84,28,63,13,15,26
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Section 47s and Initial Child Protection Conferences,1296,1131,289,288,158,78,18,35,7,10,13
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Section 47s and Initial Child Protection Conferences,777,650,220,215,10,115,43,52,14,15,20
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Section 47s and Initial Child Protection Conferences,231,226,67,67,c,34,0,c,8,11,14
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Section 47s and Initial Child Protection Conferences,1255,1112,438,430,45,299,31,63,12,14,15
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Section 47s and Initial Child Protection Conferences,1375,1177,352,345,18,160,43,131,14,15,24
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Section 47s and Initial Child Protection Conferences,1801,1630,520,509,303,81,69,67,4,8,16
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Section 47s and Initial Child Protection Conferences,1241,1108,449,444,33,290,60,66,13,14,16
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Section 47s and Initial Child Protection Conferences,1421,1300,336,334,23,260,25,27,12,13,15
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Section 47s and Initial Child Protection Conferences,936,786,271,264,16,202,21,32,12,14,15
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Section 47s and Initial Child Protection Conferences,562,506,106,106,25,27,14,40,12,16,24
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Section 47s and Initial Child Protection Conferences,1320,1186,551,550,64,312,63,112,12,14,18
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Section 47s and Initial Child Protection Conferences,884,807,334,334,73,211,29,21,11,13,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Section 47s and Initial Child Protection Conferences,1238,1104,409,402,17,273,57,62,14,15,17
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Section 47s and Initial Child Protection Conferences,1562,1381,535,527,73,351,22,86,12,14,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Section 47s and Initial Child Protection Conferences,1520,1370,601,591,22,347,76,156,13,15,21
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Section 47s and Initial Child Protection Conferences,2007,1711,695,678,28,499,71,97,14,15,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Section 47s and Initial Child Protection Conferences,775,748,395,392,20,287,37,51,13,14,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Section 47s and Initial Child Protection Conferences,2088,1842,515,515,77,379,24,35,12,14,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Section 47s and Initial Child Protection Conferences,1201,1095,355,350,26,202,42,84,12,14,20
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Section 47s and Initial Child Protection Conferences,1145,1029,357,349,14,107,87,149,14,18,24
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Section 47s and Initial Child Protection Conferences,1159,1065,398,387,11,281,60,46,13,14,16
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Section 47s and Initial Child Protection Conferences,1023,905,363,363,42,283,17,21,12,14,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Section 47s and Initial Child Protection Conferences,903,778,286,277,18,204,28,36,13,14,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Section 47s and Initial Child Protection Conferences,687,554,205,202,43,156,c,c,11,13,14
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Section 47s and Initial Child Protection Conferences,693,592,261,257,14,220,6,21,13,14,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Section 47s and Initial Child Protection Conferences,1379,1194,410,406,21,366,14,9,13,14,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Section 47s and Initial Child Protection Conferences,694,561,206,198,50,145,c,c,11,13,14
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Section 47s and Initial Child Protection Conferences,709,627,289,286,84,146,23,36,10,13,15
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Section 47s and Initial Child Protection Conferences,1492,1391,339,339,47,210,28,54,11,13,15
2022,Reporting year,National,E92000001,England,"","",,"","",Section 47s and Initial Child Protection Conferences,217800,189430,73790,72800,7040,51400,7060,8280,13,14,15
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,"","",Section 47s and Initial Child Protection Conferences,14260,12470,5170,5120,240,4140,440,360,13,14,15
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,"","",Section 47s and Initial Child Protection Conferences,29700,25170,10420,10260,1040,7190,1080,1120,12,14,15
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,"","",Section 47s and Initial Child Protection Conferences,24000,20790,8360,8280,690,5310,1090,1280,13,14,17
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,"","",Section 47s and Initial Child Protection Conferences,15850,13700,6250,6180,590,4670,460,530,12,14,14
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,"","",Section 47s and Initial Child Protection Conferences,25600,22260,8170,8020,740,5950,640,840,13,14,15
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,"","",Section 47s and Initial Child Protection Conferences,13550,11990,5230,5160,630,3780,390,440,12,14,15
2022,Reporting year,Regional,E92000001,England,E12000007,London,,"","",Section 47s and Initial Child Protection Conferences,35590,31960,11580,11440,1670,7130,1070,1710,12,14,15
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,"","",Section 47s and Initial Child Protection Conferences,41270,35540,12040,11870,890,8580,1240,1340,13,14,15
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,"","",Section 47s and Initial Child Protection Conferences,17980,15550,6560,6460,540,4680,670,670,13,14,15
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,"","",Section 47s and Initial Child Protection Conferences,13760,12240,4400,4360,890,2390,450,670,11,14,16
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,"","",Section 47s and Initial Child Protection Conferences,21830,19710,7190,7080,780,4740,620,1040,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Section 47s and Initial Child Protection Conferences,2317,2036,720,719,9,540,71,100,13,14,14
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Section 47s and Initial Child Protection Conferences,633,557,178,175,c,137,25,15,14,15,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Section 47s and Initial Child Protection Conferences,747,684,398,395,18,344,24,12,14,15,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Section 47s and Initial Child Protection Conferences,796,723,252,252,29,215,c,7,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Section 47s and Initial Child Protection Conferences,2435,1967,541,533,16,430,52,43,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Section 47s and Initial Child Protection Conferences,1209,1029,442,441,84,268,51,39,12,13,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Section 47s and Initial Child Protection Conferences,489,466,294,288,6,258,15,15,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Section 47s and Initial Child Protection Conferences,1070,1003,619,617,24,519,34,42,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Section 47s and Initial Child Protection Conferences,1106,940,378,375,14,313,44,7,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Section 47s and Initial Child Protection Conferences,560,528,313,309,7,274,27,c,14,15,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Section 47s and Initial Child Protection Conferences,1533,1315,507,485,23,410,28,46,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Section 47s and Initial Child Protection Conferences,1362,1221,532,529,12,427,64,29,15,15,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Section 47s and Initial Child Protection Conferences,799,641,229,225,49,174,c,c,11,13,14
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Section 47s and Initial Child Protection Conferences,1145,920,410,406,19,267,52,72,13,14,18
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Section 47s and Initial Child Protection Conferences,1256,1006,517,504,112,383,6,16,11,12,13
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Section 47s and Initial Child Protection Conferences,902,781,344,333,34,209,72,29,12,14,16
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Section 47s and Initial Child Protection Conferences,1158,953,343,336,30,231,55,27,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Section 47s and Initial Child Protection Conferences,933,812,417,416,20,302,71,24,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Section 47s and Initial Child Protection Conferences,1492,1346,711,704,35,597,50,29,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Section 47s and Initial Child Protection Conferences,793,630,198,198,21,113,34,30,13,14,18
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Section 47s and Initial Child Protection Conferences,689,566,279,276,15,241,16,7,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Section 47s and Initial Child Protection Conferences,2238,1981,740,723,149,407,88,96,11,13,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Section 47s and Initial Child Protection Conferences,1704,1554,747,735,53,470,92,132,13,14,17
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Section 47s and Initial Child Protection Conferences,3297,2734,692,690,140,456,41,55,11,13,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Section 47s and Initial Child Protection Conferences,1429,1198,556,548,36,467,18,35,12,13,14
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Section 47s and Initial Child Protection Conferences,1331,1162,521,515,19,414,47,41,13,15,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Section 47s and Initial Child Protection Conferences,1173,990,365,363,71,247,31,16,11,14,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Section 47s and Initial Child Protection Conferences,1315,1087,431,421,21,250,25,135,14,15,25
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Section 47s and Initial Child Protection Conferences,1020,830,289,289,17,216,35,21,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Section 47s and Initial Child Protection Conferences,1074,954,406,392,74,273,23,36,11,13,15
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Section 47s and Initial Child Protection Conferences,1049,937,422,414,34,279,35,74,12,14,17
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Section 47s and Initial Child Protection Conferences,695,613,251,251,32,129,63,27,12,14,17
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Section 47s and Initial Child Protection Conferences,949,756,331,310,9,222,40,60,13,15,19
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Section 47s and Initial Child Protection Conferences,1902,1570,708,697,24,476,97,111,14,15,18
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Section 47s and Initial Child Protection Conferences,1357,1144,516,516,22,368,83,43,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Section 47s and Initial Child Protection Conferences,1116,989,362,361,62,259,6,35,11,13,14
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Section 47s and Initial Child Protection Conferences,4217,3594,1280,1270,90,478,390,322,14,17,21
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Section 47s and Initial Child Protection Conferences,902,794,271,271,18,238,c,12,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Section 47s and Initial Child Protection Conferences,1022,848,307,304,58,224,19,6,11,13,14
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Section 47s and Initial Child Protection Conferences,894,709,343,340,46,122,98,77,13,16,20
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Section 47s and Initial Child Protection Conferences,2562,2146,908,885,44,503,136,225,13,15,20
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Section 47s and Initial Child Protection Conferences,1295,1127,450,446,41,327,44,38,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Section 47s and Initial Child Protection Conferences,2653,2431,895,886,69,436,121,269,13,15,22
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Section 47s and Initial Child Protection Conferences,1180,1026,344,344,30,283,14,17,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Section 47s and Initial Child Protection Conferences,682,605,155,155,44,111,0,0,10,12,13
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Section 47s and Initial Child Protection Conferences,1020,965,570,569,51,501,12,6,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Section 47s and Initial Child Protection Conferences,1641,1371,647,644,31,428,72,116,13,15,18
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Section 47s and Initial Child Protection Conferences,2604,2235,1023,1002,60,761,103,99,14,15,15
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Section 47s and Initial Child Protection Conferences,1681,1458,567,567,31,443,43,50,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Section 47s and Initial Child Protection Conferences,533,490,240,240,19,191,25,c,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Section 47s and Initial Child Protection Conferences,1534,1296,565,563,18,391,74,82,14,15,16
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Section 47s and Initial Child Protection Conferences,2630,2266,1038,1028,80,839,57,62,13,14,14
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Section 47s and Initial Child Protection Conferences,1270,1025,539,539,12,403,98,26,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Section 47s and Initial Child Protection Conferences,1649,1409,799,794,29,631,27,112,13,14,14
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Section 47s and Initial Child Protection Conferences,1397,1271,471,467,64,386,18,c,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Section 47s and Initial Child Protection Conferences,1137,1040,484,479,61,327,31,65,12,13,15
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Section 47s and Initial Child Protection Conferences,1652,1386,733,723,46,529,77,81,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Section 47s and Initial Child Protection Conferences,3223,2781,1030,1018,185,763,42,40,11,13,14
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Section 47s and Initial Child Protection Conferences,35,34,18,18,0,18,0,0,13,14,14
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Section 47s and Initial Child Protection Conferences,1327,1195,570,554,91,383,36,60,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Section 47s and Initial Child Protection Conferences,5662,5162,1728,1693,98,1324,110,196,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Section 47s and Initial Child Protection Conferences,2099,1784,619,611,34,515,30,40,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Section 47s and Initial Child Protection Conferences,1185,1037,445,439,67,276,34,68,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Section 47s and Initial Child Protection Conferences,1025,914,454,441,102,178,54,120,11,13,22
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Section 47s and Initial Child Protection Conferences,1865,1710,554,547,8,447,49,50,14,15,15
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Section 47s and Initial Child Protection Conferences,1146,953,313,310,15,258,21,19,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Section 47s and Initial Child Protection Conferences,1121,957,252,247,39,164,18,31,12,14,14
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Section 47s and Initial Child Protection Conferences,1898,1692,829,819,76,645,78,30,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Section 47s and Initial Child Protection Conferences,2199,1787,666,659,56,526,28,56,12,13,14
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Section 47s and Initial Child Protection Conferences,797,683,278,269,35,239,0,c,12,13,14
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Section 47s and Initial Child Protection Conferences,1121,970,414,403,96,253,39,26,11,14,15
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Section 47s and Initial Child Protection Conferences,1768,1534,576,567,30,345,107,94,13,14,18
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Section 47s and Initial Child Protection Conferences,1112,977,304,301,36,159,40,69,12,15,20
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Section 47s and Initial Child Protection Conferences,2603,2099,734,718,51,616,32,35,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Section 47s and Initial Child Protection Conferences,477,405,225,223,20,163,25,17,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Section 47s and Initial Child Protection Conferences,1332,1173,579,572,22,509,33,15,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Section 47s and Initial Child Protection Conferences,337,310,329,327,98,189,29,13,9,13,14
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Section 47s and Initial Child Protection Conferences,1775,1641,881,872,192,559,38,92,11,13,14
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Section 47s and Initial Child Protection Conferences,1912,1718,797,780,22,699,33,43,13,14,14
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Section 47s and Initial Child Protection Conferences,1219,1050,415,411,26,325,28,36,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Section 47s and Initial Child Protection Conferences,2452,2118,842,830,90,586,80,86,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Section 47s and Initial Child Protection Conferences,532,496,250,247,26,209,c,10,12,14,15
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Section 47s and Initial Child Protection Conferences,729,640,198,191,10,160,13,15,13,15,15
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Section 47s and Initial Child Protection Conferences,2175,1875,537,536,41,307,88,101,12,15,19
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Section 47s and Initial Child Protection Conferences,609,567,176,175,83,71,13,9,8,11,13
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Section 47s and Initial Child Protection Conferences,858,719,276,275,10,223,17,26,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Section 47s and Initial Child Protection Conferences,811,717,390,383,61,283,24,22,11,13,14
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Section 47s and Initial Child Protection Conferences,3557,2912,1045,1041,39,586,134,286,14,15,22
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Section 47s and Initial Child Protection Conferences,1597,1420,691,683,45,516,47,83,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Section 47s and Initial Child Protection Conferences,7948,7095,1634,1605,118,1228,179,109,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Section 47s and Initial Child Protection Conferences,1002,895,274,270,23,196,13,42,12,13,15
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Section 47s and Initial Child Protection Conferences,6646,5706,1696,1678,163,1292,144,97,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Section 47s and Initial Child Protection Conferences,1215,1001,312,304,35,255,6,16,12,13,14
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Section 47s and Initial Child Protection Conferences,1036,928,292,287,39,179,21,53,13,14,16
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Section 47s and Initial Child Protection Conferences,2068,1850,838,828,79,424,180,155,12,14,18
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Section 47s and Initial Child Protection Conferences,1278,1087,280,271,7,224,36,13,14,15,15
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Section 47s and Initial Child Protection Conferences,1103,949,362,355,34,231,53,44,13,14,16
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Section 47s and Initial Child Protection Conferences,1308,1186,390,388,9,279,52,50,13,14,16
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Section 47s and Initial Child Protection Conferences,1754,1470,631,627,57,398,120,56,13,14,16
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Section 47s and Initial Child Protection Conferences,3502,2928,1165,1158,25,989,70,81,14,15,15
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Section 47s and Initial Child Protection Conferences,736,615,283,268,31,240,7,c,12,13,14
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Section 47s and Initial Child Protection Conferences,3501,2941,1054,1028,71,740,88,155,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Section 47s and Initial Child Protection Conferences,706,601,218,211,25,147,17,29,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Section 47s and Initial Child Protection Conferences,640,524,212,210,20,147,32,13,13,13,15
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Section 47s and Initial Child Protection Conferences,362,309,149,146,7,82,31,29,13,15,20
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Section 47s and Initial Child Protection Conferences,1845,1576,740,726,103,513,46,78,13,14,15
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Section 47s and Initial Child Protection Conferences,739,681,357,355,76,215,27,39,11,13,14
