time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Section47,Section47_child,ICPC,ICPC_child,Duration_0-10_days,Duration_11-15_days,Duration_16-20_days,Duration_21+_days,Duration_25th_Percentile,Duration_median,Duration_75th_Percentile
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Section 47s and Initial Child Protection Conferences,648,552,275,269,46,215,c,c,12,13,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Section 47s and Initial Child Protection Conferences,412,364,156,153,15,114,8,19,12,14,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Section 47s and Initial Child Protection Conferences,1562,1391,417,405,52,346,10,9,12,14,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Section 47s and Initial Child Protection Conferences,532,404,192,187,22,153,c,c,12,13,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Section 47s and Initial Child Protection Conferences,1011,917,351,334,32,247,27,45,13,14,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Section 47s and Initial Child Protection Conferences,944,876,298,292,76,117,26,79,10,14,22
2019,Reporting year,National,E92000001,England,"","",,"","",Section 47s and Initial Child Protection Conferences,201170,179160,77440,76360,10890,50060,6820,9660,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,"","",Section 47s and Initial Child Protection Conferences,12860,11450,5330,5250,550,3820,460,500,13,14,15
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,"","",Section 47s and Initial Child Protection Conferences,30750,27270,12280,12100,1400,7890,1370,1620,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,"","",Section 47s and Initial Child Protection Conferences,22120,19430,8480,8370,1360,5330,720,1070,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,"","",Section 47s and Initial Child Protection Conferences,15180,13400,6490,6370,1070,4580,370,470,11,13,14
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,"","",Section 47s and Initial Child Protection Conferences,24170,21990,9160,9070,1190,6370,710,900,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,"","",Section 47s and Initial Child Protection Conferences,14080,12560,5660,5580,900,3790,370,600,12,13,15
2019,Reporting year,Regional,E92000001,England,E12000007,London,,"","",Section 47s and Initial Child Protection Conferences,30960,28310,11230,11130,2170,6470,990,1590,11,14,15
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,"","",Section 47s and Initial Child Protection Conferences,33690,29400,11900,11660,1390,7800,1210,1500,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,"","",Section 47s and Initial Child Protection Conferences,17370,15360,6920,6840,860,4020,630,1400,12,14,18
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,"","",Section 47s and Initial Child Protection Conferences,12620,11710,4260,4240,1010,2210,400,640,11,13,15
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,"","",Section 47s and Initial Child Protection Conferences,18340,16600,6970,6890,1160,4260,590,950,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Section 47s and Initial Child Protection Conferences,638,526,220,217,29,176,6,9,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Section 47s and Initial Child Protection Conferences,1822,1644,736,735,72,460,63,141,13,14,17
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000020,Gateshead,Section 47s and Initial Child Protection Conferences,582,551,389,386,33,344,c,c,13,15,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Section 47s and Initial Child Protection Conferences,497,440,206,195,31,149,10,16,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Section 47s and Initial Child Protection Conferences,1097,928,372,361,45,254,42,31,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Section 47s and Initial Child Protection Conferences,2408,2036,819,800,217,357,102,143,10,14,17
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Section 47s and Initial Child Protection Conferences,393,384,228,228,c,189,19,c,13,13,14
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000048,Northumberland,Section 47s and Initial Child Protection Conferences,1343,1232,685,677,50,559,23,53,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Section 47s and Initial Child Protection Conferences,762,673,230,224,21,169,25,15,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Section 47s and Initial Child Protection Conferences,448,412,258,258,16,208,12,22,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Section 47s and Initial Child Protection Conferences,943,884,396,393,22,355,c,c,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Section 47s and Initial Child Protection Conferences,1927,1737,787,776,13,599,136,39,15,15,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Section 47s and Initial Child Protection Conferences,1144,948,423,420,56,154,65,148,14,16,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Section 47s and Initial Child Protection Conferences,1421,1156,516,502,51,400,17,48,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Section 47s and Initial Child Protection Conferences,1199,1057,347,347,40,269,20,18,11,13,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Section 47s and Initial Child Protection Conferences,692,613,368,353,61,218,37,52,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Section 47s and Initial Child Protection Conferences,776,691,416,400,23,302,44,47,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Section 47s and Initial Child Protection Conferences,576,562,315,314,47,241,c,c,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Section 47s and Initial Child Protection Conferences,1518,1377,785,769,51,559,90,85,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Section 47s and Initial Child Protection Conferences,500,410,152,151,43,87,12,10,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Section 47s and Initial Child Protection Conferences,621,573,275,271,12,249,c,c,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Section 47s and Initial Child Protection Conferences,5583,4803,1970,1962,221,1017,350,382,12,14,19
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Section 47s and Initial Child Protection Conferences,2226,2094,885,877,71,450,173,191,13,15,19
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Section 47s and Initial Child Protection Conferences,3027,2716,1024,1005,179,796,30,19,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Section 47s and Initial Child Protection Conferences,1436,1272,533,528,21,401,34,76,13,14,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Section 47s and Initial Child Protection Conferences,904,809,446,443,17,189,89,151,14,17,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Section 47s and Initial Child Protection Conferences,1640,1512,639,614,122,465,29,23,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Section 47s and Initial Child Protection Conferences,511,489,341,340,44,254,17,26,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Section 47s and Initial Child Protection Conferences,1061,887,388,369,22,201,90,75,13,15,20
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Section 47s and Initial Child Protection Conferences,936,840,392,391,106,240,15,31,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Section 47s and Initial Child Protection Conferences,1412,1253,453,449,51,279,51,72,13,14,16
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Section 47s and Initial Child Protection Conferences,609,578,267,263,73,148,19,27,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Section 47s and Initial Child Protection Conferences,650,585,252,248,20,183,22,27,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Section 47s and Initial Child Protection Conferences,912,830,416,412,18,363,24,11,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Section 47s and Initial Child Protection Conferences,1399,1215,675,673,55,421,107,92,13,14,17
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Section 47s and Initial Child Protection Conferences,942,840,342,342,33,145,15,149,12,15,33
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Section 47s and Initial Child Protection Conferences,4336,3868,1239,1237,207,611,183,238,12,14,19
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Section 47s and Initial Child Protection Conferences,1410,1151,338,338,35,242,41,20,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Section 47s and Initial Child Protection Conferences,1168,1023,502,498,66,427,c,c,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Section 47s and Initial Child Protection Conferences,487,465,302,295,80,211,c,c,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Section 47s and Initial Child Protection Conferences,2140,1826,685,683,183,386,72,44,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Section 47s and Initial Child Protection Conferences,1583,1399,525,516,121,277,49,78,11,13,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Section 47s and Initial Child Protection Conferences,1529,1410,681,676,59,450,86,86,13,14,16
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Section 47s and Initial Child Protection Conferences,815,703,339,333,48,173,48,70,12,14,19
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Section 47s and Initial Child Protection Conferences,519,487,202,198,79,119,c,c,10,12,13
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Section 47s and Initial Child Protection Conferences,761,726,567,558,73,490,c,c,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Section 47s and Initial Child Protection Conferences,2168,1739,810,795,42,628,29,111,14,15,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Section 47s and Initial Child Protection Conferences,2095,1842,951,930,168,638,72,73,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Section 47s and Initial Child Protection Conferences,1687,1496,761,740,128,348,97,188,12,14,20
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Section 47s and Initial Child Protection Conferences,476,453,232,227,36,185,c,c,12,14,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Section 47s and Initial Child Protection Conferences,1504,1278,615,609,46,514,34,21,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Section 47s and Initial Child Protection Conferences,2404,2273,1257,1224,280,803,77,97,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Section 47s and Initial Child Protection Conferences,1104,889,535,525,39,442,33,21,13,14,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Section 47s and Initial Child Protection Conferences,1174,1018,544,543,63,416,18,47,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Section 47s and Initial Child Protection Conferences,1399,1291,513,508,78,396,23,16,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Section 47s and Initial Child Protection Conferences,2222,1886,952,927,171,536,100,145,11,14,16
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Section 47s and Initial Child Protection Conferences,2113,1832,847,829,105,622,50,70,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Section 47s and Initial Child Protection Conferences,3185,2865,1193,1167,287,818,36,52,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Section 47s and Initial Child Protection Conferences,70,65,37,37,c,c,0,0,11,12,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Section 47s and Initial Child Protection Conferences,4602,4195,1803,1791,214,1274,142,173,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Section 47s and Initial Child Protection Conferences,2267,1927,528,520,78,361,33,56,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Section 47s and Initial Child Protection Conferences,1666,1500,680,669,45,462,100,72,13,14,16
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Section 47s and Initial Child Protection Conferences,459,453,234,226,45,129,28,32,11,14,16
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Section 47s and Initial Child Protection Conferences,2559,2353,953,946,39,712,63,139,13,14,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Section 47s and Initial Child Protection Conferences,1022,894,393,390,74,292,16,11,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Section 47s and Initial Child Protection Conferences,775,684,271,269,36,223,c,c,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Section 47s and Initial Child Protection Conferences,2187,2123,1074,1064,145,809,71,49,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Section 47s and Initial Child Protection Conferences,1789,1606,463,463,72,311,34,46,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Section 47s and Initial Child Protection Conferences,924,830,332,328,68,221,18,25,11,13,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Section 47s and Initial Child Protection Conferences,2060,1824,674,658,120,474,22,58,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Section 47s and Initial Child Protection Conferences,1205,1146,623,616,57,461,48,57,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Section 47s and Initial Child Protection Conferences,1095,1018,440,440,119,198,41,82,10,14,17
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Section 47s and Initial Child Protection Conferences,1556,1436,693,688,75,439,83,96,12,14,16
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Section 47s and Initial Child Protection Conferences,382,356,131,130,17,87,16,11,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Section 47s and Initial Child Protection Conferences,1865,1700,785,782,81,550,62,92,12,14,14
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Section 47s and Initial Child Protection Conferences,887,673,286,285,28,217,17,24,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Section 47s and Initial Child Protection Conferences,1451,1414,853,839,289,508,13,43,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Section 47s and Initial Child Protection Conferences,1512,1415,765,764,58,514,77,116,12,14,16
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Section 47s and Initial Child Protection Conferences,1239,1082,293,282,c,241,c,33,14,14,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Section 47s and Initial Child Protection Conferences,2613,2255,1040,1006,163,743,46,88,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Section 47s and Initial Child Protection Conferences,964,882,399,398,26,348,18,7,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Section 47s and Initial Child Protection Conferences,752,631,255,249,25,173,19,38,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Section 47s and Initial Child Protection Conferences,1718,1485,608,604,123,291,79,115,11,14,18
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Section 47s and Initial Child Protection Conferences,700,664,243,240,70,117,22,34,10,13,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Section 47s and Initial Child Protection Conferences,702,590,253,241,24,175,20,34,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Section 47s and Initial Child Protection Conferences,778,697,391,381,56,268,35,32,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Section 47s and Initial Child Protection Conferences,2174,1904,797,787,51,535,82,129,13,15,16
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Section 47s and Initial Child Protection Conferences,1329,1231,717,711,62,477,38,140,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Section 47s and Initial Child Protection Conferences,4317,3980,1762,1725,98,1229,238,197,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Section 47s and Initial Child Protection Conferences,501,480,231,225,c,187,c,24,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Section 47s and Initial Child Protection Conferences,6015,5307,1573,1565,293,1084,98,98,11,13,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Section 47s and Initial Child Protection Conferences,1509,1331,554,544,88,327,70,65,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Section 47s and Initial Child Protection Conferences,603,540,222,217,46,148,17,11,11,13,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Section 47s and Initial Child Protection Conferences,1873,1719,845,833,197,493,51,104,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Section 47s and Initial Child Protection Conferences,1313,860,290,288,12,225,43,10,13,15,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Section 47s and Initial Child Protection Conferences,1031,916,424,408,59,197,57,111,12,14,21
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Section 47s and Initial Child Protection Conferences,1064,879,343,341,27,209,52,55,13,15,17
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Section 47s and Initial Child Protection Conferences,1713,1404,479,467,85,256,75,63,11,13,17
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Section 47s and Initial Child Protection Conferences,4139,3439,1507,1453,53,1121,114,219,14,15,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Section 47s and Initial Child Protection Conferences,556,504,259,252,38,211,c,c,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Section 47s and Initial Child Protection Conferences,2894,2558,874,846,141,466,131,135,12,14,17
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Section 47s and Initial Child Protection Conferences,522,473,121,121,27,51,20,23,11,14,20
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Section 47s and Initial Child Protection Conferences,655,592,256,252,27,141,43,45,12,14,18
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Section 47s and Initial Child Protection Conferences,495,423,106,106,c,50,c,39,13,16,26
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Section 47s and Initial Child Protection Conferences,572,518,256,250,118,98,14,26,8,11,14
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Section 47s and Initial Child Protection Conferences,1703,1468,560,557,74,386,42,58,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Section 47s and Initial Child Protection Conferences,1122,1045,477,476,104,277,18,78,11,12,14
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Section 47s and Initial Child Protection Conferences,2339,2006,777,759,60,417,124,176,13,15,20
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Section 47s and Initial Child Protection Conferences,1135,1034,582,577,12,325,77,168,14,15,22
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Section 47s and Initial Child Protection Conferences,2516,2226,1266,1246,137,481,114,534,13,16,31
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Section 47s and Initial Child Protection Conferences,c,c,0,0,0,0,0,0,z,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Section 47s and Initial Child Protection Conferences,567,478,251,248,45,179,10,17,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Section 47s and Initial Child Protection Conferences,1503,1283,334,331,64,211,13,46,11,14,15
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Section 47s and Initial Child Protection Conferences,273,248,124,124,13,94,6,11,12,14,14
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Section 47s and Initial Child Protection Conferences,1221,1067,515,514,100,376,14,25,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Section 47s and Initial Child Protection Conferences,807,691,293,292,28,172,46,47,12,14,18
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Section 47s and Initial Child Protection Conferences,1058,1054,495,492,23,316,60,96,14,15,17
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Section 47s and Initial Child Protection Conferences,776,647,307,297,39,186,20,62,12,13,16
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Section 47s and Initial Child Protection Conferences,1285,1168,577,570,41,453,62,21,13,14,15
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Section 47s and Initial Child Protection Conferences,841,814,302,302,124,127,26,25,8,12,15
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Section 47s and Initial Child Protection Conferences,20,18,10,10,c,c,0,0,3,13,14
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Section 47s and Initial Child Protection Conferences,988,906,277,277,30,218,7,22,12,13,15
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Section 47s and Initial Child Protection Conferences,582,582,226,226,28,87,27,84,12,15,27
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Section 47s and Initial Child Protection Conferences,1096,1013,391,390,68,229,25,69,11,13,15
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Section 47s and Initial Child Protection Conferences,866,762,295,290,33,160,40,62,12,14,19
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Section 47s and Initial Child Protection Conferences,316,292,62,62,32,c,c,19,3,10,23
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Section 47s and Initial Child Protection Conferences,1180,1102,437,433,147,156,50,84,8,14,18
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Section 47s and Initial Child Protection Conferences,1016,937,460,459,53,294,63,50,12,14,15
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Section 47s and Initial Child Protection Conferences,1670,1537,393,390,166,135,26,66,8,11,14
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Section 47s and Initial Child Protection Conferences,889,838,414,409,47,242,49,76,12,14,18
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Section 47s and Initial Child Protection Conferences,1390,1250,491,485,167,276,19,28,10,11,13
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Section 47s and Initial Child Protection Conferences,1229,1157,406,404,81,230,41,54,11,14,15
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Section 47s and Initial Child Protection Conferences,539,502,99,98,32,44,c,c,10,13,15
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Section 47s and Initial Child Protection Conferences,1227,1143,406,400,46,237,44,79,12,14,18
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Section 47s and Initial Child Protection Conferences,769,697,285,279,115,122,22,26,9,12,15
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Section 47s and Initial Child Protection Conferences,776,711,215,213,44,123,21,27,11,13,15
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Section 47s and Initial Child Protection Conferences,1376,1223,419,410,30,290,47,52,12,14,15
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Section 47s and Initial Child Protection Conferences,1132,1002,442,441,74,269,37,62,12,14,15
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Section 47s and Initial Child Protection Conferences,1921,1769,924,921,68,535,93,228,14,15,20
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Section 47s and Initial Child Protection Conferences,934,846,269,268,105,112,21,31,9,12,14
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Section 47s and Initial Child Protection Conferences,996,960,485,480,93,345,22,25,11,13,15
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Section 47s and Initial Child Protection Conferences,886,818,252,250,43,153,19,37,12,14,15
